"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Polk","138",".30%","95.83%","6",".21%","4.17%","144",".30%"
"Pulaski","98",".22%","91.59%","9",".32%","8.41%","107",".22%"
"Putnam","138",".30%","95.83%","6",".21%","4.17%","144",".30%"
"Quitman","11",".02%","100.00%","","","","11",".02%"
"Rabun","60",".13%","98.36%","1",".04%","1.64%","61",".13%"
"Randolph","67",".15%","95.71%","3",".11%","4.29%","70",".15%"
"Richmond","1,819","4.02%","94.20%","112","3.97%","5.80%","1,931","4.02%"
"Rockdale","357",".79%","95.45%","17",".60%","4.55%","374",".78%"
"Schley","25",".06%","92.59%","2",".07%","7.41%","27",".06%"
"Screven","118",".26%","92.91%","9",".32%","7.09%","127",".26%"
"Seminole","77",".17%","91.67%","7",".25%","8.33%","84",".17%"
"Spalding","556","1.23%","93.13%","41","1.45%","6.87%","597","1.24%"
"Stephens","161",".36%","93.60%","11",".39%","6.40%","172",".36%"
"Stewart","37",".08%","94.87%","2",".07%","5.13%","39",".08%"
"Sumter","219",".48%","94.81%","12",".43%","5.19%","231",".48%"
"Talbot","48",".11%","94.12%","3",".11%","5.88%","51",".11%"
"Taliaferro","11",".02%","91.67%","1",".04%","8.33%","12",".02%"
"Tattnall","159",".35%","95.21%","8",".28%","4.79%","167",".35%"
"Taylor","74",".16%","96.10%","3",".11%","3.90%","77",".16%"
"Telfair","127",".28%","90.71%","13",".46%","9.29%","140",".29%"
"Terrell","78",".17%","96.30%","3",".11%","3.70%","81",".17%"
"Thomas","325",".72%","96.73%","11",".39%","3.27%","336",".70%"
"Tift","324",".72%","95.01%","17",".60%","4.99%","341",".71%"
"Toombs","285",".63%","92.23%","24",".85%","7.77%","309",".64%"
"Towns","18",".04%","94.74%","1",".04%","5.26%","19",".04%"
"Treutlen","48",".11%","90.57%","5",".18%","9.43%","53",".11%"
"Troup","598","1.32%","94.03%","38","1.35%","5.97%","636","1.32%"
"Turner","78",".17%","95.12%","4",".14%","4.88%","82",".17%"
"Twiggs","43",".10%","93.48%","3",".11%","6.52%","46",".10%"
"Union","39",".09%","95.12%","2",".07%","4.88%","41",".09%"
"Upson","192",".42%","95.05%","10",".35%","4.95%","202",".42%"
"Walker","348",".77%","89.69%","40","1.42%","10.31%","388",".81%"
"Walton","318",".70%","96.07%","13",".46%","3.93%","331",".69%"
"Ware","352",".78%","94.12%","22",".78%","5.88%","374",".78%"
"Warren","43",".10%","95.56%","2",".07%","4.44%","45",".09%"
"Washington","116",".26%","95.87%","5",".18%","4.13%","121",".25%"
"Wayne","152",".34%","92.68%","12",".43%","7.32%","164",".34%"
"Webster","12",".03%","92.31%","1",".04%","7.69%","13",".03%"
