"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Appling","93",".19%","93.00%","7",".19%","7.00%","100",".19%"
"Atkinson","42",".09%","93.33%","3",".08%","6.67%","45",".08%"
"Bacon","56",".11%","98.25%","1",".03%","1.75%","57",".11%"
"Baker","12",".02%","100.00%","","","","12",".02%"
"Baldwin","360",".73%","95.74%","16",".44%","4.26%","376",".71%"
"Banks","57",".12%","86.36%","9",".25%","13.64%","66",".12%"
"Barrow","267",".54%","94.01%","17",".46%","5.99%","284",".54%"
"Bartow","583","1.18%","88.47%","76","2.07%","11.53%","659","1.24%"
"Ben Hill","267",".54%","94.68%","15",".41%","5.32%","282",".53%"
"Berrien","86",".17%","90.53%","9",".25%","9.47%","95",".18%"
"Bibb","1,055","2.14%","95.48%","50","1.36%","4.52%","1,105","2.09%"
"Bleckley","78",".16%","87.64%","11",".30%","12.36%","89",".17%"
"Brantley","56",".11%","91.80%","5",".14%","8.20%","61",".12%"
"Brooks","67",".14%","95.71%","3",".08%","4.29%","70",".13%"
"Bryan","102",".21%","94.44%","6",".16%","5.56%","108",".20%"
"Bulloch","467",".95%","93.03%","35",".95%","6.97%","502",".95%"
"Burke","216",".44%","95.15%","11",".30%","4.85%","227",".43%"
"Butts","140",".28%","94.59%","8",".22%","5.41%","148",".28%"
"Calhoun","36",".07%","92.31%","3",".08%","7.69%","39",".07%"
"Camden","141",".29%","94.63%","8",".22%","5.37%","149",".28%"
"Candler","91",".18%","91.92%","8",".22%","8.08%","99",".19%"
"Carroll","584","1.18%","92.11%","50","1.36%","7.89%","634","1.20%"
"Catoosa","263",".53%","90.07%","29",".79%","9.93%","292",".55%"
"Charlton","60",".12%","95.24%","3",".08%","4.76%","63",".12%"
"Chatham","2,433","4.93%","94.74%","135","3.68%","5.26%","2,568","4.85%"
"Chattahoochee","26",".05%","89.66%","3",".08%","10.34%","29",".05%"
"Chattooga","236",".48%","89.73%","27",".74%","10.27%","263",".50%"
"Cherokee","547","1.11%","90.56%","57","1.55%","9.44%","604","1.14%"
"Clarke","410",".83%","94.25%","25",".68%","5.75%","435",".82%"
"Clay","24",".05%","88.89%","3",".08%","11.11%","27",".05%"
"Clayton","1,523","3.09%","93.04%","114","3.11%","6.96%","1,637","3.09%"
"Clinch","48",".10%","94.12%","3",".08%","5.88%","51",".10%"
"Cobb","2,866","5.81%","91.24%","275","7.50%","8.76%","3,141","5.93%"
"Coffee","215",".44%","93.48%","15",".41%","6.52%","230",".43%"
"Colquitt","325",".66%","93.12%","24",".65%","6.88%","349",".66%"
"Columbia","300",".61%","90.91%","30",".82%","9.09%","330",".62%"
"Cook","139",".28%","93.29%","10",".27%","6.71%","149",".28%"
"Coweta","548","1.11%","92.26%","46","1.25%","7.74%","594","1.12%"
