"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","688","1.38%","94.77%","38","1.07%","5.23%","726","1.36%"
"077
Irwin County","67",".13%","95.71%","3",".08%","4.29%","70",".13%"
"078
Jackson County","244",".49%","93.13%","18",".51%","6.87%","262",".49%"
"079
Jasper County","61",".12%","95.31%","3",".08%","4.69%","64",".12%"
"080
Jeff Davis County","83",".17%","95.40%","4",".11%","4.60%","87",".16%"
"081
Jefferson County","145",".29%","97.32%","4",".11%","2.68%","149",".28%"
"082
Jenkins County","67",".13%","95.71%","3",".08%","4.29%","70",".13%"
"083
Johnson County","44",".09%","97.78%","1",".03%","2.22%","45",".08%"
"084
Jones County","195",".39%","91.55%","18",".51%","8.45%","213",".40%"
"085
Lamar County","68",".14%","91.89%","6",".17%","8.11%","74",".14%"
"086
Lanier County","49",".10%","98.00%","1",".03%","2.00%","50",".09%"
"087
Laurens County","269",".54%","95.05%","14",".39%","4.95%","283",".53%"
"088
Lee County","59",".12%","96.72%","2",".06%","3.28%","61",".11%"
"089
Liberty County","251",".50%","91.94%","22",".62%","8.06%","273",".51%"
"090
Lincoln County","27",".05%","96.43%","1",".03%","3.57%","28",".05%"
"091
Long County","76",".15%","91.57%","7",".20%","8.43%","83",".16%"
"092
Lowndes County","518","1.04%","96.64%","18",".51%","3.36%","536","1.00%"
"093
Lumpkin County","94",".19%","94.95%","5",".14%","5.05%","99",".19%"
"094
Macon County","53",".11%","96.36%","2",".06%","3.64%","55",".10%"
"095
Madison County","128",".26%","95.52%","6",".17%","4.48%","134",".25%"
"096
Marion County","23",".05%","100.00%","","","","23",".04%"
"097
Mcduffie County","182",".36%","94.30%","11",".31%","5.70%","193",".36%"
"098
Mcintosh County","65",".13%","98.48%","1",".03%","1.52%","66",".12%"
"099
Meriwether County","175",".35%","91.62%","16",".45%","8.38%","191",".36%"
"100
Miller County","36",".07%","100.00%","","","","36",".07%"
"101
Mitchell County","166",".33%","92.74%","13",".37%","7.26%","179",".33%"
"102
Monroe County","135",".27%","89.40%","16",".45%","10.60%","151",".28%"
"103
Montgomery County","29",".06%","96.67%","1",".03%","3.33%","30",".06%"
"104
Morgan County","145",".29%","92.95%","11",".31%","7.05%","156",".29%"
"105
Murray County","144",".29%","92.31%","12",".34%","7.69%","156",".29%"
"106
Muscogee County","1,167","2.34%","95.73%","52","1.46%","4.27%","1,219","2.28%"
"107
Newton County","653","1.31%","92.76%","51","1.44%","7.24%","704","1.32%"
"108
Oconee County","52",".10%","96.30%","2",".06%","3.70%","54",".10%"
"109
Oglethorpe County","53",".11%","96.36%","2",".06%","3.64%","55",".10%"
"110
Paulding County","224",".45%","93.33%","16",".45%","6.67%","240",".45%"
"111
Peach County","86",".17%","94.51%","5",".14%","5.49%","91",".17%"
"112
Pickens County","86",".17%","90.53%","9",".25%","9.47%","95",".18%"
"113
Pierce County","81",".16%","96.43%","3",".08%","3.57%","84",".16%"
