"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038 
Coweta County","711","1.46%","94.67%","40","1.01%","5.33%","751","1.42%"
"039 
Crawford County","31",".06%","93.94%","2",".05%","6.06%","33",".06%"
"040 
Crisp County","367",".75%","90.17%","40","1.01%","9.83%","407",".77%"
"041 
Dade County","96",".20%","89.72%","11",".28%","10.28%","107",".20%"
"042 
Dawson County","132",".27%","86.27%","21",".53%","13.73%","153",".29%"
"043 
Decatur County","316",".65%","89.01%","39",".98%","10.99%","355",".67%"
"044 
Dekalb County","2,634","5.39%","95.16%","134","3.37%","4.84%","2,768","5.24%"
"045 
Dodge County","132",".27%","89.80%","15",".38%","10.20%","147",".28%"
"046 
Dooly County","140",".29%","90.91%","14",".35%","9.09%","154",".29%"
"047 
Dougherty County","737","1.51%","96.47%","27",".68%","3.53%","764","1.45%"
"048 
Douglas County","854","1.75%","91.14%","83","2.09%","8.86%","937","1.77%"
"049 
Early County","76",".16%","97.44%","2",".05%","2.56%","78",".15%"
"050 
Echols County","14",".03%","93.33%","1",".03%","6.67%","15",".03%"
"051 
Effingham County","348",".71%","88.78%","44","1.11%","11.22%","392",".74%"
"052 
Elbert County","150",".31%","89.82%","17",".43%","10.18%","167",".32%"
"053 
Emanuel County","214",".44%","92.64%","17",".43%","7.36%","231",".44%"
"054 
Evans County","90",".18%","91.84%","8",".20%","8.16%","98",".19%"
"055 
Fannin County","103",".21%","85.83%","17",".43%","14.17%","120",".23%"
"056 
Fayette County","393",".80%","88.51%","51","1.28%","11.49%","444",".84%"
"057 
Floyd County","930","1.90%","91.09%","91","2.29%","8.91%","1,021","1.93%"
"058 
Forsyth County","409",".84%","87.96%","56","1.41%","12.04%","465",".88%"
"059 
Franklin County","182",".37%","89.66%","21",".53%","10.34%","203",".38%"
"060 
Fulton County","4,725","9.68%","95.11%","243","6.11%","4.89%","4,968","9.41%"
"061 
Gilmer County","112",".23%","91.80%","10",".25%","8.20%","122",".23%"
"062 
Glascock County","11",".02%","100.00%","","","","11",".02%"
"063 
Glynn County","564","1.16%","94.47%","33",".83%","5.53%","597","1.13%"
"064 
Gordon County","367",".75%","86.97%","55","1.38%","13.03%","422",".80%"
"065 
Grady County","212",".43%","89.83%","24",".60%","10.17%","236",".45%"
"066 
Greene County","115",".24%","88.46%","15",".38%","11.54%","130",".25%"
"067 
Gwinnett County","2,395","4.91%","93.37%","170","4.27%","6.63%","2,565","4.86%"
"068 
Habersham County","121",".25%","87.68%","17",".43%","12.32%","138",".26%"
"069 
Hall County","749","1.53%","92.13%","64","1.61%","7.87%","813","1.54%"
"070 
Hancock County","46",".09%","93.88%","3",".08%","6.12%","49",".09%"
"071 
Haralson County","165",".34%","89.19%","20",".50%","10.81%","185",".35%"
"072 
Harris County","107",".22%","93.86%","7",".18%","6.14%","114",".22%"
"073 
Hart County","145",".30%","94.77%","8",".20%","5.23%","153",".29%"
"074 
Heard County","53",".11%","85.48%","9",".23%","14.52%","62",".12%"
"075 
Henry County","688","1.41%","91.01%","68","1.71%","8.99%","756","1.43%"
