"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"39
Crawford","17",".03%","94.44%","1",".03%","5.56%","18",".03%"
"40
Crisp","264",".54%","93.62%","18",".52%","6.38%","282",".54%"
"41
Dade","134",".27%","95.04%","7",".20%","4.96%","141",".27%"
"42
Dawson","128",".26%","93.43%","9",".26%","6.57%","137",".26%"
"43
Decatur","286",".59%","91.96%","25",".73%","8.04%","311",".60%"
"44
Dekalb","2,829","5.80%","94.58%","162","4.71%","5.42%","2,991","5.73%"
"45
Dodge","135",".28%","92.47%","11",".32%","7.53%","146",".28%"
"46
Dooly","87",".18%","95.60%","4",".12%","4.40%","91",".17%"
"47
Dougherty","938","1.92%","94.46%","55","1.60%","5.54%","993","1.90%"
"48
Douglas","1,184","2.43%","89.90%","133","3.87%","10.10%","1,317","2.52%"
"49
Early","90",".18%","94.74%","5",".15%","5.26%","95",".18%"
"50
Echols","10",".02%","100.00%","","","","10",".02%"
"51
Effingham","145",".30%","91.19%","14",".41%","8.81%","159",".30%"
"52
Elbert","121",".25%","93.80%","8",".23%","6.20%","129",".25%"
"53
Emanuel","178",".37%","94.68%","10",".29%","5.32%","188",".36%"
"54
Evans","102",".21%","96.23%","4",".12%","3.77%","106",".20%"
"55
Fannin","101",".21%","96.19%","4",".12%","3.81%","105",".20%"
"56
Fayette","364",".75%","93.09%","27",".79%","6.91%","391",".75%"
"57
Floyd","726","1.49%","90.75%","74","2.15%","9.25%","800","1.53%"
"58
Forsyth","285",".58%","86.36%","45","1.31%","13.64%","330",".63%"
"59
Franklin","117",".24%","92.13%","10",".29%","7.87%","127",".24%"
"60
Fulton","4,782","9.81%","96.45%","176","5.12%","3.55%","4,958","9.50%"
"61
Gilmer","127",".26%","89.44%","15",".44%","10.56%","142",".27%"
"62
Glascock","7",".01%","87.50%","1",".03%","12.50%","8",".02%"
"63
Glynn","372",".76%","93.23%","27",".79%","6.77%","399",".76%"
"64
Gordon","303",".62%","90.45%","32",".93%","9.55%","335",".64%"
"65
Grady","201",".41%","93.49%","14",".41%","6.51%","215",".41%"
"66
Greene","149",".31%","93.71%","10",".29%","6.29%","159",".30%"
"67
Gwinnett","2,233","4.58%","92.43%","183","5.32%","7.57%","2,416","4.63%"
"68
Habersham","104",".21%","93.69%","7",".20%","6.31%","111",".21%"
"69
Hall","673","1.38%","91.81%","60","1.75%","8.19%","733","1.40%"
"70
Hancock","38",".08%","97.44%","1",".03%","2.56%","39",".07%"
"71
Haralson","91",".19%","95.79%","4",".12%","4.21%","95",".18%"
"72
Harris","116",".24%","95.08%","6",".17%","4.92%","122",".23%"
"73
Hart","122",".25%","96.83%","4",".12%","3.17%","126",".24%"
"74
Heard","70",".14%","95.89%","3",".09%","4.11%","73",".14%"
"75
Henry","552","1.13%","88.75%","70","2.04%","11.25%","622","1.19%"
"76
Houston","618","1.27%","94.35%","37","1.08%","5.65%","655","1.26%"
