"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Unknown","216",".44%","96.00%","9",".26%","4.00%","225",".42%"
"Appling County","99",".20%","92.52%","8",".23%","7.48%","107",".20%"
"Atkinson County","59",".12%","95.16%","3",".09%","4.84%","62",".12%"
"Bacon County","80",".16%","90.91%","8",".23%","9.09%","88",".17%"
"Baker County","10",".02%","90.91%","1",".03%","9.09%","11",".02%"
"Baldwin County","316",".64%","94.05%","20",".58%","5.95%","336",".63%"
"Banks County","63",".13%","91.30%","6",".17%","8.70%","69",".13%"
"Barrow County","273",".55%","92.54%","22",".63%","7.46%","295",".56%"
"Bartow County","627","1.26%","88.31%","83","2.39%","11.69%","710","1.34%"
"Ben Hill County","248",".50%","95.38%","12",".35%","4.62%","260",".49%"
"Berrien County","81",".16%","95.29%","4",".12%","4.71%","85",".16%"
"Bibb County","1,058","2.13%","95.14%","54","1.55%","4.86%","1,112","2.09%"
"Bleckley County","61",".12%","92.42%","5",".14%","7.58%","66",".12%"
"Brantley County","64",".13%","92.75%","5",".14%","7.25%","69",".13%"
"Brooks County","79",".16%","94.05%","5",".14%","5.95%","84",".16%"
"Bryan County","86",".17%","100.00%","","","","86",".16%"
"Bulloch County","486",".98%","92.93%","37","1.06%","7.07%","523",".98%"
"Burke County","203",".41%","95.31%","10",".29%","4.69%","213",".40%"
"Butts County","144",".29%","96.00%","6",".17%","4.00%","150",".28%"
"Calhoun County","29",".06%","93.55%","2",".06%","6.45%","31",".06%"
"Camden County","179",".36%","95.21%","9",".26%","4.79%","188",".35%"
"Candler County","109",".22%","87.90%","15",".43%","12.10%","124",".23%"
"Carroll County","533","1.07%","91.74%","48","1.38%","8.26%","581","1.09%"
"Catoosa County","335",".67%","92.80%","26",".75%","7.20%","361",".68%"
"Charlton County","66",".13%","92.96%","5",".14%","7.04%","71",".13%"
"Chatham County","2,075","4.18%","96.87%","67","1.93%","3.13%","2,142","4.03%"
"Chattahoochee County","37",".07%","94.87%","2",".06%","5.13%","39",".07%"
"Chattooga County","230",".46%","88.80%","29",".83%","11.20%","259",".49%"
"Cherokee County","503","1.01%","91.79%","45","1.29%","8.21%","548","1.03%"
"Clarke County","442",".89%","95.26%","22",".63%","4.74%","464",".87%"
"Clay County","30",".06%","93.75%","2",".06%","6.25%","32",".06%"
"Clayton County","1,430","2.88%","93.46%","100","2.88%","6.54%","1,530","2.88%"
"Clinch County","45",".09%","95.74%","2",".06%","4.26%","47",".09%"
"Cobb County","2,585","5.21%","91.63%","236","6.79%","8.37%","2,821","5.31%"
