"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114 
Pike County","43",".10%","93.48%","3",".09%","6.52%","46",".10%"
"115 
Polk County","204",".45%","91.89%","18",".54%","8.11%","222",".46%"
"116 
Pulaski County","35",".08%","85.37%","6",".18%","14.63%","41",".08%"
"117 
Putnam County","148",".33%","94.27%","9",".27%","5.73%","157",".32%"
"118 
Quitman County","8",".02%","100.00%","","","","8",".02%"
"119 
Rabun County","70",".16%","89.74%","8",".24%","10.26%","78",".16%"
"120 
Randolph County","47",".10%","95.92%","2",".06%","4.08%","49",".10%"
"121 
Richmond County","1,538","3.41%","93.95%","99","2.97%","6.05%","1,637","3.38%"
"122 
Rockdale County","450","1.00%","93.17%","33",".99%","6.83%","483","1.00%"
"123 
Schley County","21",".05%","95.45%","1",".03%","4.55%","22",".05%"
"124 
Screven County","105",".23%","94.59%","6",".18%","5.41%","111",".23%"
"125 
Seminole County","67",".15%","89.33%","8",".24%","10.67%","75",".15%"
"126 
Spalding County","435",".97%","91.39%","41","1.23%","8.61%","476",".98%"
"127 
Stephens County","124",".28%","96.88%","4",".12%","3.13%","128",".26%"
"128 
Stewart County","22",".05%","88.00%","3",".09%","12.00%","25",".05%"
"129 
Sumter County","203",".45%","94.86%","11",".33%","5.14%","214",".44%"
"130 
Talbot County","23",".05%","92.00%","2",".06%","8.00%","25",".05%"
"131 
Taliaferro County","15",".03%","100.00%","","","","15",".03%"
"132 
Tattnall County","174",".39%","85.71%","29",".87%","14.29%","203",".42%"
"133 
Taylor County","42",".09%","93.33%","3",".09%","6.67%","45",".09%"
"134 
Telfair County","96",".21%","93.20%","7",".21%","6.80%","103",".21%"
"135 
Terrell County","65",".14%","97.01%","2",".06%","2.99%","67",".14%"
"136 
Thomas County","221",".49%","95.67%","10",".30%","4.33%","231",".48%"
"137 
Tift County","292",".65%","95.42%","14",".42%","4.58%","306",".63%"
"138 
Toombs County","276",".61%","91.09%","27",".81%","8.91%","303",".63%"
"139 
Towns County","55",".12%","78.57%","15",".45%","21.43%","70",".14%"
"140 
Treutlen County","63",".14%","96.92%","2",".06%","3.08%","65",".13%"
"141 
Troup County","585","1.30%","93.00%","44","1.32%","7.00%","629","1.30%"
"142 
Turner County","51",".11%","94.44%","3",".09%","5.56%","54",".11%"
"143 
Twiggs County","38",".08%","88.37%","5",".15%","11.63%","43",".09%"
"144 
Union County","79",".18%","86.81%","12",".36%","13.19%","91",".19%"
"145 
Upson County","187",".41%","92.57%","15",".45%","7.43%","202",".42%"
"146 
Walker County","414",".92%","90.79%","42","1.26%","9.21%","456",".94%"
"147 
Walton County","618","1.37%","91.69%","56","1.68%","8.31%","674","1.39%"
"148 
Ware County","237",".53%","89.77%","27",".81%","10.23%","264",".55%"
"149 
Warren County","31",".07%","91.18%","3",".09%","8.82%","34",".07%"
"150 
Washington County","174",".39%","93.05%","13",".39%","6.95%","187",".39%"
"151 
Wayne County","184",".41%","89.32%","22",".66%","10.68%","206",".43%"
