"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","670","1.40%","92.93%","51","1.48%","7.07%","721","1.41%"
"077
Irwin County","59",".12%","96.72%","2",".06%","3.28%","61",".12%"
"078
Jackson County","268",".56%","94.04%","17",".49%","5.96%","285",".56%"
"079
Jasper County","61",".13%","95.31%","3",".09%","4.69%","64",".12%"
"080
Jeff Davis County","89",".19%","95.70%","4",".12%","4.30%","93",".18%"
"081
Jefferson County","151",".32%","94.97%","8",".23%","5.03%","159",".31%"
"082
Jenkins County","72",".15%","94.74%","4",".12%","5.26%","76",".15%"
"083
Johnson County","41",".09%","95.35%","2",".06%","4.65%","43",".08%"
"084
Jones County","167",".35%","88.36%","22",".64%","11.64%","189",".37%"
"085
Lamar County","66",".14%","91.67%","6",".17%","8.33%","72",".14%"
"086
Lanier County","38",".08%","95.00%","2",".06%","5.00%","40",".08%"
"087
Laurens County","295",".62%","93.65%","20",".58%","6.35%","315",".62%"
"088
Lee County","65",".14%","90.28%","7",".20%","9.72%","72",".14%"
"089
Liberty County","208",".44%","95.41%","10",".29%","4.59%","218",".43%"
"090
Lincoln County","31",".06%","96.88%","1",".03%","3.13%","32",".06%"
"091
Long County","64",".13%","92.75%","5",".15%","7.25%","69",".13%"
"092
Lowndes County","443",".93%","95.47%","21",".61%","4.53%","464",".91%"
"093
Lumpkin County","92",".19%","90.20%","10",".29%","9.80%","102",".20%"
"094
Macon County","52",".11%","96.30%","2",".06%","3.70%","54",".11%"
"095
Madison County","125",".26%","89.93%","14",".41%","10.07%","139",".27%"
"096
Marion County","30",".06%","90.91%","3",".09%","9.09%","33",".06%"
"097
Mcduffie County","179",".37%","95.21%","9",".26%","4.79%","188",".37%"
"098
Mcintosh County","58",".12%","90.63%","6",".17%","9.38%","64",".12%"
"099
Meriwether County","167",".35%","92.27%","14",".41%","7.73%","181",".35%"
"100
Miller County","31",".06%","93.94%","2",".06%","6.06%","33",".06%"
"101
Mitchell County","143",".30%","95.33%","7",".20%","4.67%","150",".29%"
"102
Monroe County","145",".30%","91.19%","14",".41%","8.81%","159",".31%"
"103
Montgomery County","25",".05%","86.21%","4",".12%","13.79%","29",".06%"
"104
Morgan County","136",".28%","91.89%","12",".35%","8.11%","148",".29%"
"105
Murray County","211",".44%","92.14%","18",".52%","7.86%","229",".45%"
"106
Muscogee County","1,171","2.45%","94.82%","64","1.86%","5.18%","1,235","2.41%"
"107
Newton County","667","1.40%","90.75%","68","1.97%","9.25%","735","1.44%"
"108
Oconee County","51",".11%","98.08%","1",".03%","1.92%","52",".10%"
"109
Oglethorpe County","57",".12%","95.00%","3",".09%","5.00%","60",".12%"
"110
Paulding County","224",".47%","93.33%","16",".46%","6.67%","240",".47%"
"111
Peach County","77",".16%","93.90%","5",".15%","6.10%","82",".16%"
"112
Pickens County","100",".21%","91.74%","9",".26%","8.26%","109",".21%"
"113
Pierce County","126",".26%","91.97%","11",".32%","8.03%","137",".27%"
