"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","262",".49%","93.57%","18",".46%","6.43%","280",".49%"
"001
Appling County","101",".19%","97.12%","3",".08%","2.88%","104",".18%"
"002
Atkinson County","57",".11%","90.48%","6",".15%","9.52%","63",".11%"
"003
Bacon County","65",".12%","98.48%","1",".03%","1.52%","66",".11%"
"004
Baker County","15",".03%","100.00%","","","","15",".03%"
"005
Baldwin County","350",".65%","93.33%","25",".64%","6.67%","375",".65%"
"006
Banks County","65",".12%","95.59%","3",".08%","4.41%","68",".12%"
"007
Barrow County","274",".51%","92.26%","23",".59%","7.74%","297",".52%"
"008
Bartow County","687","1.28%","88.42%","90","2.32%","11.58%","777","1.35%"
"009
Ben Hill County","226",".42%","94.96%","12",".31%","5.04%","238",".41%"
"010
Berrien County","99",".18%","94.29%","6",".15%","5.71%","105",".18%"
"011
Bibb County","1,131","2.11%","94.88%","61","1.57%","5.12%","1,192","2.07%"
"012
Bleckley County","71",".13%","89.87%","8",".21%","10.13%","79",".14%"
"013
Brantley County","70",".13%","90.91%","7",".18%","9.09%","77",".13%"
"014
Brooks County","61",".11%","95.31%","3",".08%","4.69%","64",".11%"
"015
Bryan County","128",".24%","99.22%","1",".03%",".78%","129",".22%"
"016
Bulloch County","533",".99%","92.21%","45","1.16%","7.79%","578","1.00%"
"017
Burke County","230",".43%","97.05%","7",".18%","2.95%","237",".41%"
"018
Butts County","182",".34%","96.30%","7",".18%","3.70%","189",".33%"
"019
Calhoun County","41",".08%","85.42%","7",".18%","14.58%","48",".08%"
"020
Camden County","159",".30%","92.98%","12",".31%","7.02%","171",".30%"
"021
Candler County","122",".23%","91.73%","11",".28%","8.27%","133",".23%"
"022
Carroll County","636","1.18%","90.21%","69","1.78%","9.79%","705","1.22%"
"023
Catoosa County","354",".66%","89.85%","40","1.03%","10.15%","394",".68%"
"024
Charlton County","55",".10%","91.67%","5",".13%","8.33%","60",".10%"
"025
Chatham County","2,419","4.50%","95.95%","102","2.63%","4.05%","2,521","4.38%"
"026
Chattahoochee County","31",".06%","91.18%","3",".08%","8.82%","34",".06%"
"027
Chattooga County","258",".48%","88.66%","33",".85%","11.34%","291",".51%"
"028
Cherokee County","574","1.07%","92.43%","47","1.21%","7.57%","621","1.08%"
"029
Clarke County","488",".91%","95.50%","23",".59%","4.50%","511",".89%"
"030
Clay County","33",".06%","91.67%","3",".08%","8.33%","36",".06%"
"031
Clayton County","1,602","2.98%","93.14%","118","3.04%","6.86%","1,720","2.99%"
"032
Clinch County","65",".12%","98.48%","1",".03%","1.52%","66",".11%"
"033
Cobb County","2,714","5.05%","91.10%","265","6.83%","8.90%","2,979","5.17%"
"034
Coffee County","250",".47%","92.94%","19",".49%","7.06%","269",".47%"
"035
Colquitt County","280",".52%","93.96%","18",".46%","6.04%","298",".52%"
"036
Columbia County","346",".64%","90.34%","37",".95%","9.66%","383",".67%"
"037
Cook County","136",".25%","95.10%","7",".18%","4.90%","143",".25%"
