"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Unknown","182",".36%","94.30%","11",".29%","5.70%","193",".36%"
"Appling County","104",".21%","96.30%","4",".11%","3.70%","108",".20%"
"Atkinson County","47",".09%","88.68%","6",".16%","11.32%","53",".10%"
"Bacon County","73",".14%","92.41%","6",".16%","7.59%","79",".15%"
"Baker County","8",".02%","100.00%","","","","8",".01%"
"Baldwin County","307",".61%","91.10%","30",".79%","8.90%","337",".62%"
"Banks County","61",".12%","92.42%","5",".13%","7.58%","66",".12%"
"Barrow County","313",".62%","92.06%","27",".71%","7.94%","340",".63%"
"Bartow County","635","1.26%","86.87%","96","2.53%","13.13%","731","1.35%"
"Ben Hill County","266",".53%","91.41%","25",".66%","8.59%","291",".54%"
"Berrien County","87",".17%","98.86%","1",".03%","1.14%","88",".16%"
"Bibb County","1,122","2.23%","94.21%","69","1.82%","5.79%","1,191","2.20%"
"Bleckley County","70",".14%","92.11%","6",".16%","7.89%","76",".14%"
"Brantley County","62",".12%","89.86%","7",".18%","10.14%","69",".13%"
"Brooks County","53",".11%","96.36%","2",".05%","3.64%","55",".10%"
"Bryan County","68",".14%","97.14%","2",".05%","2.86%","70",".13%"
"Bulloch County","559","1.11%","93.32%","40","1.06%","6.68%","599","1.11%"
"Burke County","214",".42%","96.40%","8",".21%","3.60%","222",".41%"
"Butts County","106",".21%","94.64%","6",".16%","5.36%","112",".21%"
"Calhoun County","31",".06%","96.88%","1",".03%","3.13%","32",".06%"
"Camden County","188",".37%","94.00%","12",".32%","6.00%","200",".37%"
"Candler County","109",".22%","90.83%","11",".29%","9.17%","120",".22%"
"Carroll County","619","1.23%","92.25%","52","1.37%","7.75%","671","1.24%"
"Catoosa County","377",".75%","88.92%","47","1.24%","11.08%","424",".78%"
"Charlton County","62",".12%","88.57%","8",".21%","11.43%","70",".13%"
"Chatham County","1,908","3.79%","95.50%","90","2.38%","4.50%","1,998","3.69%"
"Chattahoochee County","28",".06%","100.00%","","","","28",".05%"
"Chattooga County","240",".48%","91.95%","21",".55%","8.05%","261",".48%"
"Cherokee County","550","1.09%","89.14%","67","1.77%","10.86%","617","1.14%"
"Clarke County","562","1.12%","93.20%","41","1.08%","6.80%","603","1.11%"
"Clay County","17",".03%","77.27%","5",".13%","22.73%","22",".04%"
"Clayton County","1,390","2.76%","93.23%","101","2.67%","6.77%","1,491","2.75%"
"Clinch County","49",".10%","94.23%","3",".08%","5.77%","52",".10%"
"Cobb County","2,462","4.89%","92.14%","210","5.55%","7.86%","2,672","4.93%"
"Coffee County","242",".48%","94.16%","15",".40%","5.84%","257",".47%"
"Colquitt County","200",".40%","94.79%","11",".29%","5.21%","211",".39%"
"Columbia County","415",".82%","91.81%","37",".98%","8.19%","452",".83%"
"Cook County","113",".22%","89.68%","13",".34%","10.32%","126",".23%"
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Coweta County","642","1.27%","93.04%","48","1.27%","6.96%","690","1.27%"
"Crawford County","22",".04%","84.62%","4",".11%","15.38%","26",".05%"
"Crisp County","299",".59%","92.86%","23",".61%","7.14%","322",".59%"
"Dade County","99",".20%","90.83%","10",".26%","9.17%","109",".20%"
"Dawson County","90",".18%","83.33%","18",".48%","16.67%","108",".20%"
"Decatur County","225",".45%","94.54%","13",".34%","5.46%","238",".44%"
"Dekalb County","3,084","6.12%","95.24%","154","4.07%","4.76%","3,238","5.98%"
"Dodge County","163",".32%","93.14%","12",".32%","6.86%","175",".32%"
"Dooly County","111",".22%","95.69%","5",".13%","4.31%","116",".21%"
"Dougherty County","954","1.89%","94.64%","54","1.43%","5.36%","1,008","1.86%"
"Douglas County","1,029","2.04%","89.95%","115","3.04%","10.05%","1,144","2.11%"
"Early County","86",".17%","90.53%","9",".24%","9.47%","95",".18%"
"Echols County","12",".02%","100.00%","","","","12",".02%"
"Effingham County","248",".49%","92.88%","19",".50%","7.12%","267",".49%"
"Elbert County","158",".31%","93.49%","11",".29%","6.51%","169",".31%"
"Emanuel County","167",".33%","91.26%","16",".42%","8.74%","183",".34%"
"Evans County","78",".15%","93.98%","5",".13%","6.02%","83",".15%"
"Fannin County","93",".18%","91.18%","9",".24%","8.82%","102",".19%"
"Fayette County","334",".66%","91.01%","33",".87%","8.99%","367",".68%"
"Floyd County","901","1.79%","89.03%","111","2.93%","10.97%","1,012","1.87%"
"Forsyth County","368",".73%","91.54%","34",".90%","8.46%","402",".74%"
"Franklin County","160",".32%","91.95%","14",".37%","8.05%","174",".32%"
"Fulton County","5,092","10.11%","96.15%","204","5.39%","3.85%","5,296","9.78%"
"Gilmer County","89",".18%","90.82%","9",".24%","9.18%","98",".18%"
"Glascock County","6",".01%","100.00%","","","","6",".01%"
"Glynn County","525","1.04%","93.92%","34",".90%","6.08%","559","1.03%"
"Gordon County","376",".75%","87.85%","52","1.37%","12.15%","428",".79%"
"Grady County","143",".28%","95.97%","6",".16%","4.03%","149",".28%"
"Greene County","107",".21%","92.24%","9",".24%","7.76%","116",".21%"
