"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","330",".62%","95.65%","15",".38%","4.35%","345",".60%"
"001
Appling County","104",".19%","97.20%","3",".08%","2.80%","107",".19%"
"002
Atkinson County","53",".10%","91.38%","5",".13%","8.62%","58",".10%"
"003
Bacon County","64",".12%","96.97%","2",".05%","3.03%","66",".12%"
"004
Baker County","11",".02%","100.00%","","","","11",".02%"
"005
Baldwin County","342",".64%","93.70%","23",".59%","6.30%","365",".64%"
"006
Banks County","66",".12%","94.29%","4",".10%","5.71%","70",".12%"
"007
Barrow County","274",".51%","92.88%","21",".53%","7.12%","295",".51%"
"008
Bartow County","673","1.26%","88.67%","86","2.19%","11.33%","759","1.32%"
"009
Ben Hill County","225",".42%","93.36%","16",".41%","6.64%","241",".42%"
"010
Berrien County","93",".17%","94.90%","5",".13%","5.10%","98",".17%"
"011
Bibb County","1,129","2.12%","94.71%","63","1.60%","5.29%","1,192","2.08%"
"012
Bleckley County","72",".13%","91.14%","7",".18%","8.86%","79",".14%"
"013
Brantley County","72",".13%","92.31%","6",".15%","7.69%","78",".14%"
"014
Brooks County","63",".12%","94.03%","4",".10%","5.97%","67",".12%"
"015
Bryan County","108",".20%","99.08%","1",".03%",".92%","109",".19%"
"016
Bulloch County","511",".96%","92.24%","43","1.09%","7.76%","554",".97%"
"017
Burke County","226",".42%","97.84%","5",".13%","2.16%","231",".40%"
"018
Butts County","181",".34%","96.28%","7",".18%","3.72%","188",".33%"
"019
Calhoun County","37",".07%","82.22%","8",".20%","17.78%","45",".08%"
"020
Camden County","163",".31%","94.22%","10",".25%","5.78%","173",".30%"
"021
Candler County","104",".19%","90.43%","11",".28%","9.57%","115",".20%"
"022
Carroll County","629","1.18%","90.37%","67","1.71%","9.63%","696","1.21%"
"023
Catoosa County","356",".67%","90.59%","37",".94%","9.41%","393",".69%"
"024
Charlton County","50",".09%","90.91%","5",".13%","9.09%","55",".10%"
"025
Chatham County","2,496","4.68%","95.78%","110","2.80%","4.22%","2,606","4.55%"
"026
Chattahoochee County","32",".06%","91.43%","3",".08%","8.57%","35",".06%"
"027
Chattooga County","266",".50%","88.96%","33",".84%","11.04%","299",".52%"
"028
Cherokee County","577","1.08%","92.32%","48","1.22%","7.68%","625","1.09%"
"029
Clarke County","474",".89%","94.42%","28",".71%","5.58%","502",".88%"
"030
Clay County","36",".07%","92.31%","3",".08%","7.69%","39",".07%"
"031
Clayton County","1,526","2.86%","92.60%","122","3.11%","7.40%","1,648","2.88%"
"032
Clinch County","71",".13%","98.61%","1",".03%","1.39%","72",".13%"
"033
Cobb County","2,764","5.18%","90.80%","280","7.13%","9.20%","3,044","5.31%"
"034
Coffee County","236",".44%","92.55%","19",".48%","7.45%","255",".45%"
"035
Colquitt County","289",".54%","93.53%","20",".51%","6.47%","309",".54%"
"036
Columbia County","347",".65%","91.08%","34",".87%","8.92%","381",".66%"
"037
Cook County","133",".25%","95.68%","6",".15%","4.32%","139",".24%"
