"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","558","1.12%","93.16%","41","1.13%","6.84%","599","1.12%"
"039
Crawford County","23",".05%","100.00%","","","","23",".04%"
"040
Crisp County","285",".57%","93.75%","19",".52%","6.25%","304",".57%"
"041
Dade County","95",".19%","93.14%","7",".19%","6.86%","102",".19%"
"042
Dawson County","92",".18%","87.62%","13",".36%","12.38%","105",".20%"
"043
Decatur County","266",".53%","95.00%","14",".39%","5.00%","280",".52%"
"044
Dekalb County","3,116","6.25%","94.97%","165","4.55%","5.03%","3,281","6.14%"
"045
Dodge County","150",".30%","94.34%","9",".25%","5.66%","159",".30%"
"046
Dooly County","87",".17%","96.67%","3",".08%","3.33%","90",".17%"
"047
Dougherty County","967","1.94%","94.34%","58","1.60%","5.66%","1,025","1.92%"
"048
Douglas County","1,151","2.31%","90.35%","123","3.39%","9.65%","1,274","2.38%"
"049
Early County","100",".20%","94.34%","6",".17%","5.66%","106",".20%"
"050
Echols County","9",".02%","100.00%","","","","9",".02%"
"051
Effingham County","198",".40%","92.96%","15",".41%","7.04%","213",".40%"
"052
Elbert County","131",".26%","90.97%","13",".36%","9.03%","144",".27%"
"053
Emanuel County","184",".37%","93.88%","12",".33%","6.12%","196",".37%"
"054
Evans County","94",".19%","94.00%","6",".17%","6.00%","100",".19%"
"055
Fannin County","88",".18%","87.13%","13",".36%","12.87%","101",".19%"
"056
Fayette County","348",".70%","87.22%","51","1.41%","12.78%","399",".75%"
"057
Floyd County","895","1.80%","89.77%","102","2.81%","10.23%","997","1.86%"
"058
Forsyth County","368",".74%","91.32%","35",".97%","8.68%","403",".75%"
"059
Franklin County","141",".28%","92.16%","12",".33%","7.84%","153",".29%"
"060
Fulton County","4,933","9.90%","96.16%","197","5.43%","3.84%","5,130","9.59%"
"061
Gilmer County","94",".19%","93.07%","7",".19%","6.93%","101",".19%"
"062
Glascock County","3",".01%","75.00%","1",".03%","25.00%","4",".01%"
"063
Glynn County","516","1.04%","92.64%","41","1.13%","7.36%","557","1.04%"
"064
Gordon County","366",".73%","85.92%","60","1.66%","14.08%","426",".80%"
"065
Grady County","164",".33%","94.25%","10",".28%","5.75%","174",".33%"
"066
Greene County","112",".22%","94.12%","7",".19%","5.88%","119",".22%"
"067
Gwinnett County","2,344","4.70%","93.05%","175","4.83%","6.95%","2,519","4.71%"
"068
Habersham County","109",".22%","93.16%","8",".22%","6.84%","117",".22%"
"069
Hall County","709","1.42%","91.60%","65","1.79%","8.40%","774","1.45%"
"070
Hancock County","35",".07%","92.11%","3",".08%","7.89%","38",".07%"
"071
Haralson County","156",".31%","93.41%","11",".30%","6.59%","167",".31%"
"072
Harris County","99",".20%","91.67%","9",".25%","8.33%","108",".20%"
"073
Hart County","158",".32%","96.34%","6",".17%","3.66%","164",".31%"
"074
Heard County","44",".09%","91.67%","4",".11%","8.33%","48",".09%"
"075
Henry County","525","1.05%","90.21%","57","1.57%","9.79%","582","1.09%"
