"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","714","1.44%","94.57%","41","1.14%","5.43%","755","1.42%"
"077
Irwin County","68",".14%","98.55%","1",".03%","1.45%","69",".13%"
"078
Jackson County","253",".51%","94.05%","16",".44%","5.95%","269",".51%"
"079
Jasper County","62",".12%","96.88%","2",".06%","3.13%","64",".12%"
"080
Jeff Davis County","94",".19%","95.92%","4",".11%","4.08%","98",".18%"
"081
Jefferson County","157",".32%","97.52%","4",".11%","2.48%","161",".30%"
"082
Jenkins County","82",".17%","96.47%","3",".08%","3.53%","85",".16%"
"083
Johnson County","40",".08%","97.56%","1",".03%","2.44%","41",".08%"
"084
Jones County","188",".38%","89.95%","21",".58%","10.05%","209",".39%"
"085
Lamar County","74",".15%","91.36%","7",".19%","8.64%","81",".15%"
"086
Lanier County","46",".09%","95.83%","2",".06%","4.17%","48",".09%"
"087
Laurens County","274",".55%","94.81%","15",".42%","5.19%","289",".54%"
"088
Lee County","59",".12%","90.77%","6",".17%","9.23%","65",".12%"
"089
Liberty County","242",".49%","92.02%","21",".58%","7.98%","263",".49%"
"090
Lincoln County","31",".06%","96.88%","1",".03%","3.13%","32",".06%"
"091
Long County","77",".16%","87.50%","11",".31%","12.50%","88",".17%"
"092
Lowndes County","524","1.06%","96.68%","18",".50%","3.32%","542","1.02%"
"093
Lumpkin County","85",".17%","96.59%","3",".08%","3.41%","88",".17%"
"094
Macon County","67",".14%","100.00%","","","","67",".13%"
"095
Madison County","135",".27%","93.10%","10",".28%","6.90%","145",".27%"
"096
Marion County","22",".04%","91.67%","2",".06%","8.33%","24",".05%"
"097
Mcduffie County","184",".37%","93.88%","12",".33%","6.12%","196",".37%"
"098
Mcintosh County","60",".12%","100.00%","","","","60",".11%"
"099
Meriwether County","178",".36%","94.18%","11",".31%","5.82%","189",".36%"
"100
Miller County","31",".06%","96.88%","1",".03%","3.13%","32",".06%"
"101
Mitchell County","166",".33%","92.22%","14",".39%","7.78%","180",".34%"
"102
Monroe County","131",".26%","85.62%","22",".61%","14.38%","153",".29%"
"103
Montgomery County","31",".06%","93.94%","2",".06%","6.06%","33",".06%"
"104
Morgan County","155",".31%","90.12%","17",".47%","9.88%","172",".32%"
"105
Murray County","155",".31%","91.72%","14",".39%","8.28%","169",".32%"
"106
Muscogee County","1,243","2.51%","95.25%","62","1.72%","4.75%","1,305","2.45%"
"107
Newton County","690","1.39%","91.63%","63","1.75%","8.37%","753","1.41%"
"108
Oconee County","54",".11%","98.18%","1",".03%","1.82%","55",".10%"
"109
Oglethorpe County","61",".12%","98.39%","1",".03%","1.61%","62",".12%"
"110
Paulding County","219",".44%","92.02%","19",".53%","7.98%","238",".45%"
"111
Peach County","94",".19%","96.91%","3",".08%","3.09%","97",".18%"
"112
Pickens County","84",".17%","89.36%","10",".28%","10.64%","94",".18%"
"113
Pierce County","90",".18%","96.77%","3",".08%","3.23%","93",".17%"
