"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Appling","96",".20%","92.31%","8",".22%","7.69%","104",".20%"
"Atkinson","40",".08%","90.91%","4",".11%","9.09%","44",".08%"
"Bacon","49",".10%","98.00%","1",".03%","2.00%","50",".10%"
"Baker","11",".02%","100.00%","","","","11",".02%"
"Baldwin
1 2 3 4 5 6 7 8 9","269",".55%","92.44%","22",".60%","7.56%","291",".56%"
"Banks","65",".13%","94.20%","4",".11%","5.80%","69",".13%"
"Barrow","262",".54%","92.91%","20",".55%","7.09%","282",".54%"
"Bartow","561","1.15%","88.35%","74","2.03%","11.65%","635","1.22%"
"Ben Hill","249",".51%","93.61%","17",".47%","6.39%","266",".51%"
"Berrien","74",".15%","96.10%","3",".08%","3.90%","77",".15%"
"Bibb","994","2.05%","94.85%","54","1.48%","5.15%","1,048","2.01%"
"Bleckley","76",".16%","96.20%","3",".08%","3.80%","79",".15%"
"Brantley","56",".12%","93.33%","4",".11%","6.67%","60",".11%"
"Brooks","51",".10%","94.44%","3",".08%","5.56%","54",".10%"
"Bryan","90",".19%","95.74%","4",".11%","4.26%","94",".18%"
"Bulloch","478",".98%","91.92%","42","1.15%","8.08%","520","1.00%"
"Burke","203",".42%","96.21%","8",".22%","3.79%","211",".40%"
"Butts","156",".32%","96.89%","5",".14%","3.11%","161",".31%"
"Calhoun","39",".08%","95.12%","2",".05%","4.88%","41",".08%"
"Camden","156",".32%","93.41%","11",".30%","6.59%","167",".32%"
"Candler","90",".19%","86.54%","14",".38%","13.46%","104",".20%"
"Carroll","609","1.25%","89.56%","71","1.94%","10.44%","680","1.30%"
"Catoosa","292",".60%","90.97%","29",".79%","9.03%","321",".61%"
"Charlton","53",".11%","89.83%","6",".16%","10.17%","59",".11%"
"Chatham","2,411","4.96%","95.60%","111","3.04%","4.40%","2,522","4.83%"
"Chattahoochee","25",".05%","96.15%","1",".03%","3.85%","26",".05%"
"Chattooga","239",".49%","90.19%","26",".71%","9.81%","265",".51%"
"Cherokee","626","1.29%","91.65%","57","1.56%","8.35%","683","1.31%"
"Clarke","438",".90%","93.39%","31",".85%","6.61%","469",".90%"
"Clay","31",".06%","91.18%","3",".08%","8.82%","34",".07%"
"Clayton","1,494","3.07%","92.74%","117","3.20%","7.26%","1,611","3.08%"
"Clinch","66",".14%","94.29%","4",".11%","5.71%","70",".13%"
"Cobb","2,593","5.33%","90.07%","286","7.83%","9.93%","2,879","5.51%"
"Coffee","249",".51%","94.32%","15",".41%","5.68%","264",".51%"
"Colquitt","284",".58%","95.30%","14",".38%","4.70%","298",".57%"
"Columbia","283",".58%","93.40%","20",".55%","6.60%","303",".58%"
"Cook","124",".26%","94.66%","7",".19%","5.34%","131",".25%"
"Coweta","484","1.00%","91.67%","44","1.20%","8.33%","528","1.01%"
"Crawford","20",".04%","95.24%","1",".03%","4.76%","21",".04%"
"Crisp","288",".59%","92.60%","23",".63%","7.40%","311",".60%"
"Dade","131",".27%","96.32%","5",".14%","3.68%","136",".26%"
"Dawson","108",".22%","89.26%","13",".36%","10.74%","121",".23%"
"Decatur","328",".67%","91.62%","30",".82%","8.38%","358",".69%"
"Dekalb","2,930","6.03%","94.64%","166","4.54%","5.36%","3,096","5.92%"
"Dodge","146",".30%","92.41%","12",".33%","7.59%","158",".30%"
"Dooly","89",".18%","95.70%","4",".11%","4.30%","93",".18%"
"Dougherty","945","1.94%","94.69%","53","1.45%","5.31%","998","1.91%"
"Douglas","1,163","2.39%","89.74%","133","3.64%","10.26%","1,296","2.48%"
"Early","84",".17%","95.45%","4",".11%","4.55%","88",".17%"
"Echols","6",".01%","100.00%","","","","6",".01%"
"Effingham","157",".32%","92.35%","13",".36%","7.65%","170",".33%"
"Elbert","134",".28%","95.04%","7",".19%","4.96%","141",".27%"
"Emanuel","174",".36%","96.67%","6",".16%","3.33%","180",".34%"
"Evans","101",".21%","95.28%","5",".14%","4.72%","106",".20%"
"Fannin","112",".23%","95.73%","5",".14%","4.27%","117",".22%"
"Fayette","344",".71%","91.49%","32",".88%","8.51%","376",".72%"
"Floyd","755","1.55%","89.35%","90","2.46%","10.65%","845","1.62%"
"Forsyth","278",".57%","86.88%","42","1.15%","13.13%","320",".61%"
"Franklin","111",".23%","90.98%","11",".30%","9.02%","122",".23%"
"Fulton","4,622","9.51%","96.31%","177","4.84%","3.69%","4,799","9.18%"
"Gilmer","126",".26%","90.65%","13",".36%","9.35%","139",".27%"
"Glascock","8",".02%","88.89%","1",".03%","11.11%","9",".02%"
"Glynn","408",".84%","95.33%","20",".55%","4.67%","428",".82%"
"Gordon","321",".66%","90.42%","34",".93%","9.58%","355",".68%"
"Grady","200",".41%","94.34%","12",".33%","5.66%","212",".41%"
"Greene","155",".32%","93.94%","10",".27%","6.06%","165",".32%"
"Gwinnett","2,059","4.24%","92.17%","175","4.79%","7.83%","2,234","4.27%"
"Habersham","118",".24%","95.16%","6",".16%","4.84%","124",".24%"
"Hall","694","1.43%","91.32%","66","1.81%","8.68%","760","1.45%"
"Hancock","34",".07%","97.14%","1",".03%","2.86%","35",".07%"
"Haralson","91",".19%","92.86%","7",".19%","7.14%","98",".19%"
"Harris","116",".24%","94.31%","7",".19%","5.69%","123",".24%"
"Hart","99",".20%","94.29%","6",".16%","5.71%","105",".20%"
"Heard","72",".15%","97.30%","2",".05%","2.70%","74",".14%"
"Henry","558","1.15%","89.42%","66","1.81%","10.58%","624","1.19%"
"Houston","602","1.24%","95.40%","29",".79%","4.60%","631","1.21%"
"Irwin","71",".15%","98.61%","1",".03%","1.39%","72",".14%"
"Jackson","189",".39%","93.56%","13",".36%","6.44%","202",".39%"
"Jasper","60",".12%","100.00%","","","","60",".11%"
"Jeff Davis","71",".15%","87.65%","10",".27%","12.35%","81",".16%"
"Jefferson","119",".24%","95.97%","5",".14%","4.03%","124",".24%"
"Jenkins","59",".12%","95.16%","3",".08%","4.84%","62",".12%"
"Johnson","54",".11%","90.00%","6",".16%","10.00%","60",".11%"
"Jones","163",".34%","88.11%","22",".60%","11.89%","185",".35%"
"Lamar","78",".16%","92.86%","6",".16%","7.14%","84",".16%"
"Lanier","39",".08%","100.00%","","","","39",".07%"
"Laurens","307",".63%","94.75%","17",".47%","5.25%","324",".62%"
"Lee","68",".14%","95.77%","3",".08%","4.23%","71",".14%"
"Liberty","278",".57%","92.98%","21",".57%","7.02%","299",".57%"
"Lincoln","26",".05%","96.30%","1",".03%","3.70%","27",".05%"
"Long","71",".15%","92.21%","6",".16%","7.79%","77",".15%"
"Lowndes","543","1.12%","93.46%","38","1.04%","6.54%","581","1.11%"
"Lumpkin","103",".21%","89.57%","12",".33%","10.43%","115",".22%"
"Macon","61",".13%","96.83%","2",".05%","3.17%","63",".12%"
"Madison","105",".22%","90.52%","11",".30%","9.48%","116",".22%"
"Marion","42",".09%","91.30%","4",".11%","8.70%","46",".09%"
"Mcduffie","180",".37%","95.24%","9",".25%","4.76%","189",".36%"
"Mcintosh","64",".13%","98.46%","1",".03%","1.54%","65",".12%"
"Meriwether","236",".49%","95.93%","10",".27%","4.07%","246",".47%"
"Miller","31",".06%","96.88%","1",".03%","3.13%","32",".06%"
"Mitchell","197",".41%","93.36%","14",".38%","6.64%","211",".40%"
"Monroe","150",".31%","88.24%","20",".55%","11.76%","170",".33%"
"Montgomery","59",".12%","95.16%","3",".08%","4.84%","62",".12%"
"Morgan","162",".33%","93.64%","11",".30%","6.36%","173",".33%"
"Murray","169",".35%","91.85%","15",".41%","8.15%","184",".35%"
"Muscogee","1,607","3.31%","95.15%","82","2.24%","4.85%","1,689","3.23%"
"Newton","611","1.26%","92.30%","51","1.40%","7.70%","662","1.27%"
"Oconee","54",".11%","96.43%","2",".05%","3.57%","56",".11%"
"Oglethorpe","44",".09%","97.78%","1",".03%","2.22%","45",".09%"
"Paulding","243",".50%","93.82%","16",".44%","6.18%","259",".50%"
"Peach","89",".18%","96.74%","3",".08%","3.26%","92",".18%"
"Pickens","70",".14%","82.35%","15",".41%","17.65%","85",".16%"
"Pierce","62",".13%","92.54%","5",".14%","7.46%","67",".13%"
"Pike","59",".12%","93.65%","4",".11%","6.35%","63",".12%"
"Polk","145",".30%","94.16%","9",".25%","5.84%","154",".29%"
"Pulaski","86",".18%","95.56%","4",".11%","4.44%","90",".17%"
"Putnam","143",".29%","95.97%","6",".16%","4.03%","149",".29%"
"Quitman","19",".04%","90.48%","2",".05%","9.52%","21",".04%"
"Rabun","48",".10%","85.71%","8",".22%","14.29%","56",".11%"
"Randolph","63",".13%","95.45%","3",".08%","4.55%","66",".13%"
"Richmond","1,683","3.46%","93.81%","111","3.04%","6.19%","1,794","3.43%"
"Rockdale","479",".99%","91.06%","47","1.29%","8.94%","526","1.01%"
"Schley","21",".04%","95.45%","1",".03%","4.55%","22",".04%"
"Screven","131",".27%","93.57%","9",".25%","6.43%","140",".27%"
"Seminole","56",".12%","83.58%","11",".30%","16.42%","67",".13%"
"Spalding","597","1.23%","90.18%","65","1.78%","9.82%","662","1.27%"
"Stephens","191",".39%","91.83%","17",".47%","8.17%","208",".40%"
"Stewart","29",".06%","93.55%","2",".05%","6.45%","31",".06%"
"Sumter","217",".45%","95.18%","11",".30%","4.82%","228",".44%"
"Talbot","61",".13%","96.83%","2",".05%","3.17%","63",".12%"
"Taliaferro","24",".05%","88.89%","3",".08%","11.11%","27",".05%"
"Tattnall","182",".37%","92.86%","14",".38%","7.14%","196",".38%"
"Taylor","94",".19%","92.16%","8",".22%","7.84%","102",".20%"
"Telfair","109",".22%","93.16%","8",".22%","6.84%","117",".22%"
"Terrell","76",".16%","97.44%","2",".05%","2.56%","78",".15%"
"Thomas","250",".51%","93.98%","16",".44%","6.02%","266",".51%"
"Tift","296",".61%","95.48%","14",".38%","4.52%","310",".59%"
"Toombs","315",".65%","92.38%","26",".71%","7.62%","341",".65%"
"Towns","46",".09%","82.14%","10",".27%","17.86%","56",".11%"
