"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114 
Pike County","36",".08%","90.00%","4",".11%","10.00%","40",".08%"
"115 
Polk County","200",".42%","92.59%","16",".43%","7.41%","216",".42%"
"116 
Pulaski County","47",".10%","100.00%","","","","47",".09%"
"117 
Putnam County","155",".32%","93.37%","11",".29%","6.63%","166",".32%"
"118 
Quitman County","12",".03%","100.00%","","","","12",".02%"
"119 
Rabun County","58",".12%","86.57%","9",".24%","13.43%","67",".13%"
"120 
Randolph County","48",".10%","100.00%","","","","48",".09%"
"121 
Richmond County","1,639","3.43%","94.36%","98","2.61%","5.64%","1,737","3.37%"
"122 
Rockdale County","467",".98%","91.39%","44","1.17%","8.61%","511",".99%"
"123 
Schley County","19",".04%","95.00%","1",".03%","5.00%","20",".04%"
"124 
Screven County","99",".21%","93.40%","7",".19%","6.60%","106",".21%"
"125 
Seminole County","65",".14%","92.86%","5",".13%","7.14%","70",".14%"
"126 
Spalding County","467",".98%","90.68%","48","1.28%","9.32%","515","1.00%"
"127 
Stephens County","119",".25%","96.75%","4",".11%","3.25%","123",".24%"
"128 
Stewart County","29",".06%","90.63%","3",".08%","9.38%","32",".06%"
"129 
Sumter County","195",".41%","94.66%","11",".29%","5.34%","206",".40%"
"130 
Talbot County","26",".05%","92.86%","2",".05%","7.14%","28",".05%"
"131 
Taliaferro County","16",".03%","94.12%","1",".03%","5.88%","17",".03%"
"132 
Tattnall County","216",".45%","90.00%","24",".64%","10.00%","240",".47%"
"133 
Taylor County","53",".11%","92.98%","4",".11%","7.02%","57",".11%"
"134 
Telfair County","101",".21%","90.18%","11",".29%","9.82%","112",".22%"
"135 
Terrell County","51",".11%","92.73%","4",".11%","7.27%","55",".11%"
"136 
Thomas County","218",".46%","96.89%","7",".19%","3.11%","225",".44%"
"137 
Tift County","334",".70%","96.25%","13",".35%","3.75%","347",".67%"
"138 
Toombs County","281",".59%","95.58%","13",".35%","4.42%","294",".57%"
"139 
Towns County","59",".12%","78.67%","16",".43%","21.33%","75",".15%"
"140 
Treutlen County","55",".12%","88.71%","7",".19%","11.29%","62",".12%"
"141 
Troup County","614","1.28%","92.61%","49","1.31%","7.39%","663","1.29%"
"142 
Turner County","63",".13%","96.92%","2",".05%","3.08%","65",".13%"
"143 
Twiggs County","39",".08%","92.86%","3",".08%","7.14%","42",".08%"
"144 
Union County","87",".18%","88.78%","11",".29%","11.22%","98",".19%"
"145 
Upson County","196",".41%","90.32%","21",".56%","9.68%","217",".42%"
"146 
Walker County","419",".88%","90.50%","44","1.17%","9.50%","463",".90%"
"147 
Walton County","624","1.31%","90.57%","65","1.73%","9.43%","689","1.34%"
"148 
Ware County","257",".54%","89.24%","31",".83%","10.76%","288",".56%"
"149 
Warren County","28",".06%","93.33%","2",".05%","6.67%","30",".06%"
"150 
Washington County","177",".37%","94.65%","10",".27%","5.35%","187",".36%"
"151 
Wayne County","199",".42%","90.05%","22",".59%","9.95%","221",".43%"
