"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Appling","99",".20%","94.29%","6",".16%","5.71%","105",".20%"
"Atkinson","43",".09%","93.48%","3",".08%","6.52%","46",".09%"
"Bacon","48",".10%","97.96%","1",".03%","2.04%","49",".09%"
"Baker","13",".03%","100.00%","","","","13",".02%"
"Baldwin","266",".54%","92.68%","21",".57%","7.32%","287",".55%"
"Banks","63",".13%","94.03%","4",".11%","5.97%","67",".13%"
"Barrow","261",".53%","93.21%","19",".52%","6.79%","280",".53%"
"Bartow","555","1.14%","89.37%","66","1.80%","10.63%","621","1.18%"
"Ben Hill","237",".48%","93.31%","16",".44%","6.30%","254",".48%"
"Berrien","76",".16%","95.00%","4",".11%","5.00%","80",".15%"
"Bibb","991","2.03%","94.65%","56","1.52%","5.35%","1,047","1.99%"
"Bleckley","74",".15%","94.87%","4",".11%","5.13%","78",".15%"
"Brantley","52",".11%","94.55%","3",".08%","5.45%","55",".10%"
"Brooks","56",".11%","96.55%","2",".05%","3.45%","58",".11%"
"Bryan","97",".20%","96.04%","4",".11%","3.96%","101",".19%"
"Bulloch","482",".99%","91.81%","43","1.17%","8.19%","525","1.00%"
"Burke","206",".42%","96.26%","8",".22%","3.74%","214",".41%"
"Butts","151",".31%","96.18%","6",".16%","3.82%","157",".30%"
"Calhoun","36",".07%","94.74%","2",".05%","5.26%","38",".07%"
"Camden","160",".33%","94.12%","10",".27%","5.88%","170",".32%"
"Candler","93",".19%","87.74%","13",".35%","12.26%","106",".20%"
"Carroll","603","1.23%","89.60%","70","1.90%","10.40%","673","1.28%"
"Catoosa","314",".64%","91.81%","28",".76%","8.19%","342",".65%"
"Charlton","62",".13%","92.54%","5",".14%","7.46%","67",".13%"
"Chatham","2,430","4.97%","95.74%","108","2.94%","4.26%","2,538","4.83%"
"Chattahoochee","24",".05%","96.00%","1",".03%","4.00%","25",".05%"
"Chattooga","237",".48%","88.43%","31",".84%","11.57%","268",".51%"
"Cherokee","618","1.26%","91.96%","54","1.47%","8.04%","672","1.28%"
"Clarke","460",".94%","92.93%","35",".95%","7.07%","495",".94%"
"Clay","26",".05%","89.66%","3",".08%","10.34%","29",".06%"
"Clayton","1,446","2.96%","92.10%","124","3.37%","7.90%","1,570","2.99%"
"Clinch","64",".13%","94.12%","4",".11%","5.88%","68",".13%"
"Cobb","2,585","5.29%","90.93%","257","6.99%","9.04%","2,843","5.41%"
"Coffee","257",".53%","94.14%","16",".44%","5.86%","273",".52%"
"Colquitt","284",".58%","95.95%","12",".33%","4.05%","296",".56%"
"Columbia","299",".61%","92.86%","23",".63%","7.14%","322",".61%"
"Cook","126",".26%","94.74%","7",".19%","5.26%","133",".25%"
"Coweta","513","1.05%","91.77%","46","1.25%","8.23%","559","1.06%"
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Crawford","19",".04%","95.00%","1",".03%","5.00%","20",".04%"
"Crisp","288",".59%","93.20%","21",".57%","6.80%","309",".59%"
"Dade","138",".28%","95.17%","7",".19%","4.83%","145",".28%"
"Dawson","116",".24%","90.63%","12",".33%","9.38%","128",".24%"
"Decatur","325",".66%","91.81%","29",".79%","8.19%","354",".67%"
"Dekalb","2,859","5.85%","94.51%","165","4.49%","5.45%","3,025","5.75%"
"Dodge","141",".29%","92.76%","11",".30%","7.24%","152",".29%"
"Dooly","88",".18%","95.65%","4",".11%","4.35%","92",".18%"
"Dougherty","965","1.97%","94.61%","54","1.47%","5.29%","1,020","1.94%"
"Douglas","1,216","2.49%","89.48%","143","3.89%","10.52%","1,359","2.59%"
"Early","89",".18%","94.68%","5",".14%","5.32%","94",".18%"
"Echols","7",".01%","100.00%","","","","7",".01%"
"Effingham","145",".30%","92.36%","12",".33%","7.64%","157",".30%"
"Elbert","125",".26%","93.28%","9",".24%","6.72%","134",".25%"
"Emanuel","170",".35%","95.51%","8",".22%","4.49%","178",".34%"
"Evans","103",".21%","96.26%","4",".11%","3.74%","107",".20%"
"Fannin","109",".22%","94.78%","6",".16%","5.22%","115",".22%"
"Fayette","364",".74%","91.92%","32",".87%","8.08%","396",".75%"
"Floyd","767","1.57%","90.02%","85","2.31%","9.98%","852","1.62%"
"Forsyth","295",".60%","86.76%","45","1.22%","13.24%","340",".65%"
"Franklin","113",".23%","91.13%","11",".30%","8.87%","124",".24%"
"Fulton","4,691","9.60%","96.19%","186","5.06%","3.81%","4,877","9.28%"
"Gilmer","132",".27%","91.03%","13",".35%","8.97%","145",".28%"
"Glascock","7",".01%","87.50%","1",".03%","12.50%","8",".02%"
"Glynn","407",".83%","93.78%","27",".73%","6.22%","434",".83%"
"Gordon","319",".65%","89.86%","36",".98%","10.14%","355",".68%"
"Grady","195",".40%","94.20%","12",".33%","5.80%","207",".39%"
"Greene","151",".31%","93.79%","10",".27%","6.21%","161",".31%"
"Gwinnett","2,158","4.41%","92.14%","182","4.95%","7.77%","2,342","4.46%"
"Habersham","120",".25%","93.02%","9",".24%","6.98%","129",".25%"
"Hall","694","1.42%","91.68%","63","1.71%","8.32%","757","1.44%"
"Hancock","32",".07%","96.97%","1",".03%","3.03%","33",".06%"
"Haralson","97",".20%","95.10%","5",".14%","4.90%","102",".19%"
"Harris","120",".25%","95.24%","6",".16%","4.76%","126",".24%"
"Hart","111",".23%","94.87%","6",".16%","5.13%","117",".22%"
"Heard","66",".14%","95.65%","3",".08%","4.35%","69",".13%"
"Henry","569","1.16%","88.63%","73","1.99%","11.37%","642","1.22%"
"Houston","602","1.23%","94.65%","34",".92%","5.35%","636","1.21%"
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Irwin","76",".16%","98.70%","1",".03%","1.30%","77",".15%"
"Jackson","199",".41%","92.56%","16",".44%","7.44%","215",".41%"
"Jasper","61",".12%","100.00%","","","","61",".12%"
"Jeff Davis","66",".14%","85.71%","11",".30%","14.29%","77",".15%"
"Jefferson","119",".24%","95.20%","6",".16%","4.80%","125",".24%"
"Jenkins","55",".11%","94.83%","3",".08%","5.17%","58",".11%"
"Johnson","54",".11%","91.53%","5",".14%","8.47%","59",".11%"
"Jones","168",".34%","87.96%","23",".63%","12.04%","191",".36%"
"Lamar","82",".17%","93.18%","6",".16%","6.82%","88",".17%"
