"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","712","1.57%","94.06%","45","1.35%","5.94%","757","1.56%"
"Irwin County","63",".14%","98.44%","1",".03%","1.56%","64",".13%"
"Jackson County","235",".52%","93.25%","17",".51%","6.75%","252",".52%"
"Jasper County","57",".13%","95.00%","3",".09%","5.00%","60",".12%"
"Jeff Davis County","82",".18%","94.25%","5",".15%","5.75%","87",".18%"
"Jefferson County","122",".27%","91.73%","11",".33%","8.27%","133",".27%"
"Jenkins County","61",".13%","93.85%","4",".12%","6.15%","65",".13%"
"Johnson County","40",".09%","97.56%","1",".03%","2.44%","41",".08%"
"Jones County","190",".42%","90.48%","20",".60%","9.52%","210",".43%"
"Lamar County","87",".19%","90.63%","9",".27%","9.38%","96",".20%"
"Lanier County","47",".10%","90.38%","5",".15%","9.62%","52",".11%"
"Laurens County","260",".57%","89.97%","29",".87%","10.03%","289",".60%"
"Lee County","85",".19%","94.44%","5",".15%","5.56%","90",".19%"
"Liberty County","183",".40%","92.42%","15",".45%","7.58%","198",".41%"
"Lincoln County","33",".07%","94.29%","2",".06%","5.71%","35",".07%"
"Long County","59",".13%","93.65%","4",".12%","6.35%","63",".13%"
"Lowndes County","437",".97%","96.04%","18",".54%","3.96%","455",".94%"
"Lumpkin County","79",".17%","90.80%","8",".24%","9.20%","87",".18%"
"Macon County","40",".09%","95.24%","2",".06%","4.76%","42",".09%"
"Madison County","142",".31%","91.61%","13",".39%","8.39%","155",".32%"
"Marion County","20",".04%","95.24%","1",".03%","4.76%","21",".04%"
"Mcduffie County","161",".36%","96.99%","5",".15%","3.01%","166",".34%"
"Mcintosh County","58",".13%","92.06%","5",".15%","7.94%","63",".13%"
"Meriwether County","136",".30%","96.45%","5",".15%","3.55%","141",".29%"
"Miller County","41",".09%","95.35%","2",".06%","4.65%","43",".09%"
"Mitchell County","152",".34%","92.12%","13",".39%","7.88%","165",".34%"
"Monroe County","188",".42%","87.85%","26",".78%","12.15%","214",".44%"
"Montgomery County","28",".06%","93.33%","2",".06%","6.67%","30",".06%"
"Morgan County","146",".32%","92.41%","12",".36%","7.59%","158",".33%"
"Murray County","275",".61%","87.30%","40","1.20%","12.70%","315",".65%"
"Muscogee County","993","2.20%","94.75%","55","1.64%","5.25%","1,048","2.16%"
"Newton County","642","1.42%","92.24%","54","1.61%","7.76%","696","1.43%"
"Oconee County","51",".11%","92.73%","4",".12%","7.27%","55",".11%"
"Oglethorpe County","64",".14%","94.12%","4",".12%","5.88%","68",".14%"
"Paulding County","228",".50%","93.06%","17",".51%","6.94%","245",".50%"
"Peach County","64",".14%","94.12%","4",".12%","5.88%","68",".14%"
"Pickens County","98",".22%","87.50%","14",".42%","12.50%","112",".23%"
"Pierce County","101",".22%","95.28%","5",".15%","4.72%","106",".22%"
