"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Coweta County","598","1.18%","94.17%","37",".97%","5.83%","635","1.17%"
"Crawford County","21",".04%","95.45%","1",".03%","4.55%","22",".04%"
"Crisp County","285",".56%","93.44%","20",".52%","6.56%","305",".56%"
"Dade County","100",".20%","95.24%","5",".13%","4.76%","105",".19%"
"Dawson County","115",".23%","87.79%","16",".42%","12.21%","131",".24%"
"Decatur County","235",".46%","95.92%","10",".26%","4.08%","245",".45%"
"Dekalb County","3,090","6.10%","95.28%","153","4.00%","4.72%","3,243","5.95%"
"Dodge County","168",".33%","93.33%","12",".31%","6.67%","180",".33%"
"Dooly County","100",".20%","93.46%","7",".18%","6.54%","107",".20%"
"Dougherty County","966","1.91%","95.08%","50","1.31%","4.92%","1,016","1.86%"
"Douglas County","1,136","2.24%","89.80%","129","3.37%","10.20%","1,265","2.32%"
"Early County","100",".20%","92.59%","8",".21%","7.41%","108",".20%"
"Echols County","8",".02%","100.00%","","","","8",".01%"
"Effingham County","241",".48%","92.34%","20",".52%","7.66%","261",".48%"
"Elbert County","143",".28%","92.86%","11",".29%","7.14%","154",".28%"
"Emanuel County","166",".33%","93.26%","12",".31%","6.74%","178",".33%"
"Evans County","87",".17%","94.57%","5",".13%","5.43%","92",".17%"
"Fannin County","89",".18%","86.41%","14",".37%","13.59%","103",".19%"
"Fayette County","321",".63%","88.67%","41","1.07%","11.33%","362",".66%"
"Floyd County","893","1.76%","89.48%","105","2.75%","10.52%","998","1.83%"
"Forsyth County","394",".78%","91.63%","36",".94%","8.37%","430",".79%"
"Franklin County","159",".31%","92.98%","12",".31%","7.02%","171",".31%"
"Fulton County","5,119","10.10%","96.02%","212","5.54%","3.98%","5,331","9.78%"
"Gilmer County","93",".18%","93.00%","7",".18%","7.00%","100",".18%"
"Glascock County","6",".01%","100.00%","","","","6",".01%"
"Glynn County","536","1.06%","93.38%","38",".99%","6.62%","574","1.05%"
"Gordon County","403",".80%","87.80%","56","1.46%","12.20%","459",".84%"
"Grady County","162",".32%","95.86%","7",".18%","4.14%","169",".31%"
"Greene County","121",".24%","95.28%","6",".16%","4.72%","127",".23%"
"Gwinnett County","2,536","5.00%","92.96%","192","5.02%","7.04%","2,728","5.01%"
"Habersham County","103",".20%","97.17%","3",".08%","2.83%","106",".19%"
"Hall County","744","1.47%","92.08%","64","1.67%","7.92%","808","1.48%"
"Hancock County","35",".07%","94.59%","2",".05%","5.41%","37",".07%"
"Haralson County","142",".28%","93.42%","10",".26%","6.58%","152",".28%"
"Harris County","117",".23%","92.86%","9",".24%","7.14%","126",".23%"
"Hart County","150",".30%","93.75%","10",".26%","6.25%","160",".29%"
"Heard County","60",".12%","92.31%","5",".13%","7.69%","65",".12%"
"Henry County","547","1.08%","88.94%","68","1.78%","11.06%","615","1.13%"
