"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","45",".09%","93.75%","3",".07%","6.25%","48",".09%"
"115
Polk County","195",".38%","88.64%","25",".62%","11.36%","220",".40%"
"116
Pulaski County","44",".09%","95.65%","2",".05%","4.35%","46",".08%"
"117
Putnam County","164",".32%","94.80%","9",".22%","5.20%","173",".31%"
"118
Quitman County","16",".03%","94.12%","1",".02%","5.88%","17",".03%"
"119
Rabun County","73",".14%","90.12%","8",".20%","9.88%","81",".15%"
"120
Randolph County","60",".12%","93.75%","4",".10%","6.25%","64",".12%"
"121
Richmond County","1,942","3.76%","93.28%","140","3.45%","6.72%","2,082","3.74%"
"122
Rockdale County","482",".93%","91.29%","46","1.13%","8.71%","528",".95%"
"123
Schley County","16",".03%","100.00%","","","","16",".03%"
"124
Screven County","118",".23%","95.16%","6",".15%","4.84%","124",".22%"
"125
Seminole County","72",".14%","91.14%","7",".17%","8.86%","79",".14%"
"126
Spalding County","511",".99%","90.60%","53","1.31%","9.40%","564","1.01%"
"127
Stephens County","144",".28%","88.34%","19",".47%","11.66%","163",".29%"
"128
Stewart County","29",".06%","93.55%","2",".05%","6.45%","31",".06%"
"129
Sumter County","208",".40%","94.55%","12",".30%","5.45%","220",".40%"
"130
Talbot County","27",".05%","93.10%","2",".05%","6.90%","29",".05%"
"131
Taliaferro County","15",".03%","93.75%","1",".02%","6.25%","16",".03%"
"132
Tattnall County","205",".40%","89.52%","24",".59%","10.48%","229",".41%"
"133
Taylor County","76",".15%","95.00%","4",".10%","5.00%","80",".14%"
"134
Telfair County","106",".21%","94.64%","6",".15%","5.36%","112",".20%"
"135
Terrell County","84",".16%","93.33%","6",".15%","6.67%","90",".16%"
"136
Thomas County","207",".40%","95.83%","9",".22%","4.17%","216",".39%"
"137
Tift County","335",".65%","93.84%","22",".54%","6.16%","357",".64%"
"138
Toombs County","328",".64%","89.37%","39",".96%","10.63%","367",".66%"
"139
Towns County","56",".11%","75.68%","18",".44%","24.32%","74",".13%"
"140
Treutlen County","74",".14%","94.87%","4",".10%","5.13%","78",".14%"
"141
Troup County","671","1.30%","92.68%","53","1.31%","7.32%","724","1.30%"
"142
Turner County","69",".13%","98.57%","1",".02%","1.43%","70",".13%"
"143
Twiggs County","52",".10%","94.55%","3",".07%","5.45%","55",".10%"
"144
Union County","127",".25%","82.47%","27",".67%","17.53%","154",".28%"
"145
Upson County","183",".35%","88.83%","23",".57%","11.17%","206",".37%"
"146
Walker County","436",".85%","88.98%","54","1.33%","11.02%","490",".88%"
"147
Walton County","681","1.32%","91.04%","67","1.65%","8.96%","748","1.34%"
"148
Ware County","303",".59%","92.10%","26",".64%","7.90%","329",".59%"
"149
Warren County","36",".07%","92.31%","3",".07%","7.69%","39",".07%"
"150
Washington County","197",".38%","91.20%","19",".47%","8.80%","216",".39%"
"151
Wayne County","183",".35%","90.59%","19",".47%","9.41%","202",".36%"
