"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Pike County","40",".08%","90.91%","4",".11%","9.09%","44",".08%"
"Polk County","189",".37%","93.10%","14",".37%","6.90%","203",".37%"
"Pulaski County","49",".10%","94.23%","3",".08%","5.77%","52",".10%"
"Putnam County","152",".30%","91.57%","14",".37%","8.43%","166",".31%"
"Quitman County","11",".02%","100.00%","","","","11",".02%"
"Rabun County","56",".11%","87.50%","8",".21%","12.50%","64",".12%"
"Randolph County","68",".13%","94.44%","4",".11%","5.56%","72",".13%"
"Richmond County","2,020","4.00%","93.87%","132","3.49%","6.13%","2,152","3.96%"
"Rockdale County","458",".91%","91.97%","40","1.06%","8.03%","498",".92%"
"Schley County","13",".03%","100.00%","","","","13",".02%"
"Screven County","133",".26%","97.79%","3",".08%","2.21%","136",".25%"
"Seminole County","73",".14%","83.91%","14",".37%","16.09%","87",".16%"
"Spalding County","480",".95%","93.20%","35",".92%","6.80%","515",".95%"
"Stephens County","160",".32%","90.91%","16",".42%","9.09%","176",".32%"
"Stewart County","35",".07%","97.22%","1",".03%","2.78%","36",".07%"
"Sumter County","188",".37%","94.95%","10",".26%","5.05%","198",".36%"
"Talbot County","42",".08%","93.33%","3",".08%","6.67%","45",".08%"
"Taliaferro County","16",".03%","94.12%","1",".03%","5.88%","17",".03%"
"Tattnall County","178",".35%","89.90%","20",".53%","10.10%","198",".36%"
"Taylor County","75",".15%","93.75%","5",".13%","6.25%","80",".15%"
"Telfair County","107",".21%","91.45%","10",".26%","8.55%","117",".22%"
"Terrell County","91",".18%","94.79%","5",".13%","5.21%","96",".18%"
"Thomas County","217",".43%","94.35%","13",".34%","5.65%","230",".42%"
"Tift County","355",".70%","94.16%","22",".58%","5.84%","377",".69%"
"Toombs County","321",".64%","90.68%","33",".87%","9.32%","354",".65%"
"Towns County","42",".08%","73.68%","15",".40%","26.32%","57",".10%"
"Treutlen County","73",".14%","92.41%","6",".16%","7.59%","79",".15%"
"Troup County","610","1.21%","92.99%","46","1.22%","7.01%","656","1.21%"
"Turner County","70",".14%","97.22%","2",".05%","2.78%","72",".13%"
"Twiggs County","54",".11%","94.74%","3",".08%","5.26%","57",".10%"
"Union County","80",".16%","91.95%","7",".18%","8.05%","87",".16%"
"Upson County","169",".33%","91.35%","16",".42%","8.65%","185",".34%"
"Walker County","433",".86%","89.65%","50","1.32%","10.35%","483",".89%"
"Walton County","541","1.07%","92.01%","47","1.24%","7.99%","588","1.08%"
"Ware County","389",".77%","91.10%","38","1.00%","8.90%","427",".79%"
"Warren County","32",".06%","100.00%","","","","32",".06%"
"Washington County","182",".36%","91.00%","18",".48%","9.00%","200",".37%"
"Wayne County","140",".28%","92.11%","12",".32%","7.89%","152",".28%"
