"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","204",".40%","95.77%","9",".24%","4.23%","213",".39%"
"001
Appling County","102",".20%","97.14%","3",".08%","2.86%","105",".19%"
"002
Atkinson County","49",".10%","92.45%","4",".10%","7.55%","53",".10%"
"003
Bacon County","75",".15%","90.36%","8",".21%","9.64%","83",".15%"
"004
Baker County","9",".02%","100.00%","","","","9",".02%"
"005
Baldwin County","289",".57%","93.53%","20",".52%","6.47%","309",".57%"
"006
Banks County","52",".10%","91.23%","5",".13%","8.77%","57",".10%"
"007
Barrow County","282",".56%","88.96%","35",".92%","11.04%","317",".58%"
"008
Bartow County","649","1.28%","87.58%","92","2.41%","12.42%","741","1.36%"
"009
Ben Hill County","261",".51%","91.90%","23",".60%","8.10%","284",".52%"
"010
Berrien County","89",".18%","97.80%","2",".05%","2.20%","91",".17%"
"011
Bibb County","1,137","2.24%","93.43%","80","2.09%","6.57%","1,217","2.23%"
"012
Bleckley County","65",".13%","92.86%","5",".13%","7.14%","70",".13%"
"013
Brantley County","55",".11%","88.71%","7",".18%","11.29%","62",".11%"
"014
Brooks County","63",".12%","94.03%","4",".10%","5.97%","67",".12%"
"015
Bryan County","74",".15%","97.37%","2",".05%","2.63%","76",".14%"
"016
Bulloch County","544","1.07%","94.77%","30",".78%","5.23%","574","1.05%"
"017
Burke County","203",".40%","96.67%","7",".18%","3.33%","210",".39%"
"018
Butts County","109",".22%","94.78%","6",".16%","5.22%","115",".21%"
"019
Calhoun County","29",".06%","96.67%","1",".03%","3.33%","30",".06%"
"020
Camden County","185",".37%","94.87%","10",".26%","5.13%","195",".36%"
"021
Candler County","110",".22%","94.02%","7",".18%","5.98%","117",".21%"
"022
Carroll County","594","1.17%","92.09%","51","1.33%","7.91%","645","1.18%"
"023
Catoosa County","363",".72%","89.41%","43","1.12%","10.59%","406",".74%"
"024
Charlton County","63",".12%","94.03%","4",".10%","5.97%","67",".12%"
"025
Chatham County","2,000","3.95%","96.06%","82","2.14%","3.94%","2,082","3.82%"
"026
Chattahoochee County","27",".05%","93.10%","2",".05%","6.90%","29",".05%"
"027
Chattooga County","251",".50%","87.46%","36",".94%","12.54%","287",".53%"
"028
Cherokee County","552","1.09%","88.46%","72","1.88%","11.54%","624","1.14%"
"029
Clarke County","543","1.07%","93.14%","40","1.05%","6.86%","583","1.07%"
"030
Clay County","22",".04%","81.48%","5",".13%","18.52%","27",".05%"
"031
Clayton County","1,487","2.93%","94.05%","94","2.46%","5.95%","1,581","2.90%"
"032
Clinch County","44",".09%","95.65%","2",".05%","4.35%","46",".08%"
"033
Cobb County","2,533","5.00%","90.92%","253","6.62%","9.08%","2,786","5.11%"
"034
Coffee County","248",".49%","93.23%","18",".47%","6.77%","266",".49%"
"035
Colquitt County","207",".41%","95.39%","10",".26%","4.61%","217",".40%"
"036
Columbia County","420",".83%","89.55%","49","1.28%","10.45%","469",".86%"
"037
Cook County","117",".23%","94.35%","7",".18%","5.65%","124",".23%"
