"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","42",".09%","89.36%","5",".15%","10.64%","47",".10%"
"115
Polk County","200",".43%","90.09%","22",".67%","9.91%","222",".45%"
"116
Pulaski County","41",".09%","89.13%","5",".15%","10.87%","46",".09%"
"117
Putnam County","149",".32%","95.51%","7",".21%","4.49%","156",".32%"
"118
Quitman County","12",".03%","100.00%","","","","12",".02%"
"119
Rabun County","56",".12%","90.32%","6",".18%","9.68%","62",".13%"
"120
Randolph County","43",".09%","97.73%","1",".03%","2.27%","44",".09%"
"121
Richmond County","1,732","3.76%","93.98%","111","3.37%","6.02%","1,843","3.73%"
"122
Rockdale County","411",".89%","94.48%","24",".73%","5.52%","435",".88%"
"123
Schley County","12",".03%","100.00%","","","","12",".02%"
"124
Screven County","107",".23%","94.69%","6",".18%","5.31%","113",".23%"
"125
Seminole County","54",".12%","84.38%","10",".30%","15.63%","64",".13%"
"126
Spalding County","427",".93%","93.23%","31",".94%","6.77%","458",".93%"
"127
Stephens County","129",".28%","91.49%","12",".36%","8.51%","141",".29%"
"128
Stewart County","27",".06%","90.00%","3",".09%","10.00%","30",".06%"
"129
Sumter County","198",".43%","96.12%","8",".24%","3.88%","206",".42%"
"130
Talbot County","24",".05%","92.31%","2",".06%","7.69%","26",".05%"
"131
Taliaferro County","15",".03%","100.00%","","","","15",".03%"
"132
Tattnall County","180",".39%","90.45%","19",".58%","9.55%","199",".40%"
"133
Taylor County","57",".12%","90.48%","6",".18%","9.52%","63",".13%"
"134
Telfair County","93",".20%","95.88%","4",".12%","4.12%","97",".20%"
"135
Terrell County","79",".17%","96.34%","3",".09%","3.66%","82",".17%"
"136
Thomas County","181",".39%","96.28%","7",".21%","3.72%","188",".38%"
"137
Tift County","308",".67%","95.95%","13",".40%","4.05%","321",".65%"
"138
Toombs County","288",".63%","92.31%","24",".73%","7.69%","312",".63%"
"139
Towns County","45",".10%","71.43%","18",".55%","28.57%","63",".13%"
"140
Treutlen County","71",".15%","97.26%","2",".06%","2.74%","73",".15%"
"141
Troup County","577","1.25%","93.21%","42","1.28%","6.79%","619","1.25%"
"142
Turner County","69",".15%","97.18%","2",".06%","2.82%","71",".14%"
"143
Twiggs County","47",".10%","95.92%","2",".06%","4.08%","49",".10%"
"144
Union County","104",".23%","85.25%","18",".55%","14.75%","122",".25%"
"145
Upson County","157",".34%","91.28%","15",".46%","8.72%","172",".35%"
"146
Walker County","417",".90%","92.05%","36","1.09%","7.95%","453",".92%"
"147
Walton County","575","1.25%","90.98%","57","1.73%","9.02%","632","1.28%"
"148
Ware County","269",".58%","93.08%","20",".61%","6.92%","289",".59%"
"149
Warren County","31",".07%","93.94%","2",".06%","6.06%","33",".07%"
"150
Washington County","182",".39%","92.86%","14",".43%","7.14%","196",".40%"
"151
Wayne County","186",".40%","92.08%","16",".49%","7.92%","202",".41%"
