"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Pike County","42",".08%","89.36%","5",".13%","10.64%","47",".09%"
"Polk County","189",".37%","92.20%","16",".41%","7.80%","205",".37%"
"Pulaski County","52",".10%","96.30%","2",".05%","3.70%","54",".10%"
"Putnam County","148",".29%","89.16%","18",".46%","10.84%","166",".30%"
"Quitman County","17",".03%","100.00%","","","","17",".03%"
"Rabun County","55",".11%","90.16%","6",".15%","9.84%","61",".11%"
"Randolph County","63",".12%","98.44%","1",".03%","1.56%","64",".12%"
"Richmond County","1,969","3.87%","93.36%","140","3.58%","6.64%","2,109","3.85%"
"Rockdale County","483",".95%","91.65%","44","1.13%","8.35%","527",".96%"
"Schley County","13",".03%","81.25%","3",".08%","18.75%","16",".03%"
"Screven County","120",".24%","96.77%","4",".10%","3.23%","124",".23%"
"Seminole County","68",".13%","82.93%","14",".36%","17.07%","82",".15%"
"Spalding County","527","1.03%","93.94%","34",".87%","6.06%","561","1.02%"
"Stephens County","160",".31%","84.21%","30",".77%","15.79%","190",".35%"
"Stewart County","35",".07%","97.22%","1",".03%","2.78%","36",".07%"
"Sumter County","194",".38%","95.57%","9",".23%","4.43%","203",".37%"
"Talbot County","34",".07%","89.47%","4",".10%","10.53%","38",".07%"
"Taliaferro County","18",".04%","94.74%","1",".03%","5.26%","19",".03%"
"Tattnall County","192",".38%","93.20%","14",".36%","6.80%","206",".38%"
"Taylor County","69",".14%","90.79%","7",".18%","9.21%","76",".14%"
"Telfair County","98",".19%","95.15%","5",".13%","4.85%","103",".19%"
"Terrell County","89",".17%","94.68%","5",".13%","5.32%","94",".17%"
"Thomas County","207",".41%","96.28%","8",".20%","3.72%","215",".39%"
"Tift County","331",".65%","95.11%","17",".43%","4.89%","348",".63%"
"Toombs County","317",".62%","91.09%","31",".79%","8.91%","348",".63%"
"Towns County","57",".11%","76.00%","18",".46%","24.00%","75",".14%"
"Treutlen County","79",".16%","94.05%","5",".13%","5.95%","84",".15%"
"Troup County","661","1.30%","90.92%","66","1.69%","9.08%","727","1.33%"
"Turner County","65",".13%","95.59%","3",".08%","4.41%","68",".12%"
"Twiggs County","48",".09%","94.12%","3",".08%","5.88%","51",".09%"
"Union County","101",".20%","83.47%","20",".51%","16.53%","121",".22%"
"Upson County","171",".34%","94.48%","10",".26%","5.52%","181",".33%"
"Walker County","425",".83%","90.62%","44","1.13%","9.38%","469",".86%"
"Walton County","558","1.10%","90.88%","56","1.43%","9.12%","614","1.12%"
"Ware County","332",".65%","93.52%","23",".59%","6.48%","355",".65%"
"Warren County","37",".07%","97.37%","1",".03%","2.63%","38",".07%"
"Washington County","187",".37%","89.47%","22",".56%","10.53%","209",".38%"
"Wayne County","164",".32%","92.66%","13",".33%","7.34%","177",".32%"
