"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Unknown","251",".48%","93.31%","18",".47%","6.69%","269",".48%"
"Appling County","102",".19%","94.44%","6",".16%","5.56%","108",".19%"
"Atkinson County","54",".10%","93.10%","4",".10%","6.90%","58",".10%"
"Bacon County","69",".13%","95.83%","3",".08%","4.17%","72",".13%"
"Baker County","13",".02%","100.00%","","","","13",".02%"
"Baldwin County","344",".66%","95.03%","18",".47%","4.97%","362",".64%"
"Banks County","63",".12%","94.03%","4",".10%","5.97%","67",".12%"
"Barrow County","256",".49%","91.43%","24",".62%","8.57%","280",".50%"
"Bartow County","676","1.29%","88.37%","89","2.30%","11.63%","765","1.36%"
"Ben Hill County","241",".46%","94.51%","14",".36%","5.49%","255",".45%"
"Berrien County","94",".18%","92.16%","8",".21%","7.84%","102",".18%"
"Bibb County","1,104","2.11%","94.93%","59","1.53%","5.07%","1,163","2.07%"
"Bleckley County","75",".14%","91.46%","7",".18%","8.54%","82",".15%"
"Brantley County","63",".12%","90.00%","7",".18%","10.00%","70",".12%"
"Brooks County","62",".12%","95.38%","3",".08%","4.62%","65",".12%"
"Bryan County","126",".24%","98.44%","2",".05%","1.56%","128",".23%"
"Bulloch County","521",".99%","91.08%","51","1.32%","8.92%","572","1.02%"
"Burke County","224",".43%","96.55%","8",".21%","3.45%","232",".41%"
"Butts County","158",".30%","96.93%","5",".13%","3.07%","163",".29%"
"Calhoun County","39",".07%","86.67%","6",".16%","13.33%","45",".08%"
"Camden County","163",".31%","92.09%","14",".36%","7.91%","177",".31%"
"Candler County","126",".24%","90.00%","14",".36%","10.00%","140",".25%"
"Carroll County","614","1.17%","91.10%","60","1.55%","8.90%","674","1.20%"
"Catoosa County","344",".66%","89.35%","41","1.06%","10.65%","385",".68%"
"Charlton County","58",".11%","93.55%","4",".10%","6.45%","62",".11%"
"Chatham County","2,284","4.36%","96.05%","94","2.43%","3.95%","2,378","4.23%"
"Chattahoochee County","33",".06%","94.29%","2",".05%","5.71%","35",".06%"
"Chattooga County","246",".47%","88.17%","33",".85%","11.83%","279",".50%"
"Cherokee County","573","1.09%","93.78%","38",".98%","6.22%","611","1.09%"
"Clarke County","447",".85%","95.11%","23",".60%","4.89%","470",".84%"
"Clay County","31",".06%","91.18%","3",".08%","8.82%","34",".06%"
"Clayton County","1,594","3.04%","94.04%","101","2.62%","5.96%","1,695","3.01%"
"Clinch County","66",".13%","97.06%","2",".05%","2.94%","68",".12%"
"Cobb County","2,637","5.03%","90.43%","279","7.22%","9.57%","2,916","5.18%"
"Coffee County","263",".50%","93.26%","19",".49%","6.74%","282",".50%"
"Colquitt County","269",".51%","93.40%","19",".49%","6.60%","288",".51%"
"Columbia County","382",".73%","90.31%","41","1.06%","9.69%","423",".75%"
"Cook County","137",".26%","95.80%","6",".16%","4.20%","143",".25%"
