"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","713","1.62%","92.48%","58","1.91%","7.52%","771","1.64%"
"Irwin County","56",".13%","96.55%","2",".07%","3.45%","58",".12%"
"Jackson County","253",".58%","91.67%","23",".76%","8.33%","276",".59%"
"Jasper County","53",".12%","96.36%","2",".07%","3.64%","55",".12%"
"Jeff Davis County","77",".18%","95.06%","4",".13%","4.94%","81",".17%"
"Jefferson County","136",".31%","93.15%","10",".33%","6.85%","146",".31%"
"Jenkins County","59",".13%","93.65%","4",".13%","6.35%","63",".13%"
"Johnson County","38",".09%","97.44%","1",".03%","2.56%","39",".08%"
"Jones County","167",".38%","86.53%","26",".86%","13.47%","193",".41%"
"Lamar County","76",".17%","87.36%","11",".36%","12.64%","87",".19%"
"Lanier County","48",".11%","88.89%","6",".20%","11.11%","54",".11%"
"Laurens County","255",".58%","92.73%","20",".66%","7.27%","275",".58%"
"Lee County","68",".15%","91.89%","6",".20%","8.11%","74",".16%"
"Liberty County","186",".42%","92.54%","15",".49%","7.46%","201",".43%"
"Lincoln County","32",".07%","88.89%","4",".13%","11.11%","36",".08%"
"Long County","69",".16%","94.52%","4",".13%","5.48%","73",".16%"
"Lowndes County","426",".97%","95.52%","20",".66%","4.48%","446",".95%"
"Lumpkin County","71",".16%","92.21%","6",".20%","7.79%","77",".16%"
"Macon County","41",".09%","93.18%","3",".10%","6.82%","44",".09%"
"Madison County","144",".33%","91.72%","13",".43%","8.28%","157",".33%"
"Marion County","27",".06%","96.43%","1",".03%","3.57%","28",".06%"
"Mcduffie County","160",".36%","94.12%","10",".33%","5.88%","170",".36%"
"Mcintosh County","54",".12%","91.53%","5",".16%","8.47%","59",".13%"
"Meriwether County","152",".35%","92.68%","12",".40%","7.32%","164",".35%"
"Miller County","28",".06%","100.00%","","","","28",".06%"
"Mitchell County","141",".32%","94.00%","9",".30%","6.00%","150",".32%"
"Monroe County","153",".35%","90.53%","16",".53%","9.47%","169",".36%"
"Montgomery County","24",".05%","96.00%","1",".03%","4.00%","25",".05%"
"Morgan County","149",".34%","90.85%","15",".49%","9.15%","164",".35%"
"Murray County","222",".50%","89.52%","26",".86%","10.48%","248",".53%"
"Muscogee County","984","2.24%","94.89%","53","1.75%","5.11%","1,037","2.21%"
"Newton County","656","1.49%","92.26%","55","1.81%","7.74%","711","1.51%"
"Oconee County","45",".10%","100.00%","","","","45",".10%"
"Oglethorpe County","63",".14%","98.44%","1",".03%","1.56%","64",".14%"
"Paulding County","222",".50%","93.28%","16",".53%","6.72%","238",".51%"
"Peach County","57",".13%","95.00%","3",".10%","5.00%","60",".13%"
"Pickens County","98",".22%","88.29%","13",".43%","11.71%","111",".24%"
"Pierce County","108",".25%","93.91%","7",".23%","6.09%","115",".24%"
