"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","534","1.04%","92.71%","42","1.14%","7.29%","576","1.05%"
"039
Crawford County","19",".04%","100.00%","","","","19",".03%"
"040
Crisp County","272",".53%","95.44%","13",".35%","4.56%","285",".52%"
"041
Dade County","102",".20%","91.07%","10",".27%","8.93%","112",".20%"
"042
Dawson County","122",".24%","89.71%","14",".38%","10.29%","136",".25%"
"043
Decatur County","309",".60%","93.35%","22",".60%","6.65%","331",".60%"
"044
Dekalb County","3,186","6.21%","95.33%","156","4.24%","4.67%","3,342","6.08%"
"045
Dodge County","156",".30%","92.31%","13",".35%","7.69%","169",".31%"
"046
Dooly County","96",".19%","96.00%","4",".11%","4.00%","100",".18%"
"047
Dougherty County","979","1.91%","94.04%","62","1.68%","5.96%","1,041","1.89%"
"048
Douglas County","1,269","2.48%","90.97%","126","3.42%","9.03%","1,395","2.54%"
"049
Early County","92",".18%","96.84%","3",".08%","3.16%","95",".17%"
"050
Echols County","11",".02%","91.67%","1",".03%","8.33%","12",".02%"
"051
Effingham County","213",".42%","93.42%","15",".41%","6.58%","228",".41%"
"052
Elbert County","128",".25%","93.43%","9",".24%","6.57%","137",".25%"
"053
Emanuel County","173",".34%","94.02%","11",".30%","5.98%","184",".33%"
"054
Evans County","94",".18%","94.95%","5",".14%","5.05%","99",".18%"
"055
Fannin County","100",".20%","90.09%","11",".30%","9.91%","111",".20%"
"056
Fayette County","387",".75%","88.15%","52","1.41%","11.85%","439",".80%"
"057
Floyd County","802","1.56%","89.21%","97","2.64%","10.79%","899","1.64%"
"058
Forsyth County","332",".65%","88.77%","42","1.14%","11.23%","374",".68%"
"059
Franklin County","137",".27%","93.20%","10",".27%","6.80%","147",".27%"
"060
Fulton County","4,962","9.68%","95.68%","224","6.09%","4.32%","5,186","9.44%"
"061
Gilmer County","118",".23%","94.40%","7",".19%","5.60%","125",".23%"
"062
Glascock County","6",".01%","85.71%","1",".03%","14.29%","7",".01%"
"063
Glynn County","463",".90%","94.68%","26",".71%","5.32%","489",".89%"
"064
Gordon County","340",".66%","87.40%","49","1.33%","12.60%","389",".71%"
"065
Grady County","217",".42%","93.94%","14",".38%","6.06%","231",".42%"
"066
Greene County","119",".23%","92.25%","10",".27%","7.75%","129",".23%"
"067
Gwinnett County","2,458","4.79%","92.86%","189","5.14%","7.14%","2,647","4.82%"
"068
Habersham County","101",".20%","97.12%","3",".08%","2.88%","104",".19%"
"069
Hall County","722","1.41%","90.14%","79","2.15%","9.86%","801","1.46%"
"070
Hancock County","37",".07%","100.00%","","","","37",".07%"
"071
Haralson County","106",".21%","93.81%","7",".19%","6.19%","113",".21%"
"072
Harris County","117",".23%","94.35%","7",".19%","5.65%","124",".23%"
"073
Hart County","135",".26%","95.07%","7",".19%","4.93%","142",".26%"
"074
Heard County","51",".10%","92.73%","4",".11%","7.27%","55",".10%"
"075
Henry County","583","1.14%","90.81%","59","1.60%","9.19%","642","1.17%"
