"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Pike County","48",".10%","88.89%","6",".17%","11.11%","54",".10%"
"Polk County","181",".37%","92.82%","14",".40%","7.18%","195",".37%"
"Pulaski County","63",".13%","98.44%","1",".03%","1.56%","64",".12%"
"Putnam County","159",".32%","92.98%","12",".34%","7.02%","171",".32%"
"Quitman County","20",".04%","100.00%","","","","20",".04%"
"Rabun County","47",".09%","88.68%","6",".17%","11.32%","53",".10%"
"Randolph County","69",".14%","95.83%","3",".09%","4.17%","72",".14%"
"Richmond County","1,926","3.89%","94.50%","112","3.18%","5.50%","2,038","3.84%"
"Rockdale County","451",".91%","92.42%","37","1.05%","7.58%","488",".92%"
"Schley County","18",".04%","100.00%","","","","18",".03%"
"Screven County","129",".26%","92.81%","10",".28%","7.19%","139",".26%"
"Seminole County","72",".15%","91.14%","7",".20%","8.86%","79",".15%"
"Spalding County","511","1.03%","94.45%","30",".85%","5.55%","541","1.02%"
"Stephens County","156",".31%","90.17%","17",".48%","9.83%","173",".33%"
"Stewart County","27",".05%","96.43%","1",".03%","3.57%","28",".05%"
"Sumter County","183",".37%","95.31%","9",".26%","4.69%","192",".36%"
"Talbot County","43",".09%","97.73%","1",".03%","2.27%","44",".08%"
"Taliaferro County","20",".04%","90.91%","2",".06%","9.09%","22",".04%"
"Tattnall County","204",".41%","89.87%","23",".65%","10.13%","227",".43%"
"Taylor County","75",".15%","91.46%","7",".20%","8.54%","82",".15%"
"Telfair County","84",".17%","93.33%","6",".17%","6.67%","90",".17%"
"Terrell County","82",".17%","96.47%","3",".09%","3.53%","85",".16%"
"Thomas County","202",".41%","92.66%","16",".45%","7.34%","218",".41%"
"Tift County","335",".68%","94.63%","19",".54%","5.37%","354",".67%"
"Toombs County","346",".70%","91.29%","33",".94%","8.71%","379",".71%"
"Towns County","45",".09%","83.33%","9",".26%","16.67%","54",".10%"
"Treutlen County","88",".18%","97.78%","2",".06%","2.22%","90",".17%"
"Troup County","561","1.13%","91.52%","52","1.48%","8.48%","613","1.15%"
"Turner County","65",".13%","92.86%","5",".14%","7.14%","70",".13%"
"Twiggs County","66",".13%","97.06%","2",".06%","2.94%","68",".13%"
"Union County","60",".12%","82.19%","13",".37%","17.81%","73",".14%"
"Upson County","165",".33%","93.22%","12",".34%","6.78%","177",".33%"
"Walker County","378",".76%","89.79%","43","1.22%","10.21%","421",".79%"
"Walton County","495","1.00%","90.33%","53","1.51%","9.67%","548","1.03%"
"Ware County","348",".70%","92.55%","28",".80%","7.45%","376",".71%"
"Warren County","44",".09%","97.78%","1",".03%","2.22%","45",".08%"
"Washington County","173",".35%","89.64%","20",".57%","10.36%","193",".36%"
"Wayne County","160",".32%","91.43%","15",".43%","8.57%","175",".33%"
