"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","529","1.07%","92.97%","40","1.14%","7.03%","569","1.07%"
"039
Crawford County","20",".04%","100.00%","","","","20",".04%"
"040
Crisp County","272",".55%","95.44%","13",".37%","4.56%","285",".54%"
"041
Dade County","93",".19%","93.00%","7",".20%","7.00%","100",".19%"
"042
Dawson County","96",".19%","89.72%","11",".31%","10.28%","107",".20%"
"043
Decatur County","280",".57%","93.33%","20",".57%","6.67%","300",".57%"
"044
Dekalb County","3,171","6.40%","94.97%","168","4.78%","5.03%","3,339","6.29%"
"045
Dodge County","137",".28%","93.84%","9",".26%","6.16%","146",".28%"
"046
Dooly County","86",".17%","92.47%","7",".20%","7.53%","93",".18%"
"047
Dougherty County","974","1.97%","93.38%","69","1.96%","6.62%","1,043","1.97%"
"048
Douglas County","1,219","2.46%","90.97%","121","3.44%","9.03%","1,340","2.52%"
"049
Early County","97",".20%","97.00%","3",".09%","3.00%","100",".19%"
"050
Echols County","13",".03%","100.00%","","","","13",".02%"
"051
Effingham County","185",".37%","92.96%","14",".40%","7.04%","199",".37%"
"052
Elbert County","142",".29%","94.04%","9",".26%","5.96%","151",".28%"
"053
Emanuel County","165",".33%","92.18%","14",".40%","7.82%","179",".34%"
"054
Evans County","88",".18%","94.62%","5",".14%","5.38%","93",".18%"
"055
Fannin County","85",".17%","85.00%","15",".43%","15.00%","100",".19%"
"056
Fayette County","312",".63%","89.14%","38","1.08%","10.86%","350",".66%"
"057
Floyd County","798","1.61%","89.56%","93","2.64%","10.44%","891","1.68%"
"058
Forsyth County","356",".72%","91.05%","35",".99%","8.95%","391",".74%"
"059
Franklin County","138",".28%","92.62%","11",".31%","7.38%","149",".28%"
"060
Fulton County","4,938","9.96%","96.11%","200","5.69%","3.89%","5,138","9.68%"
"061
Gilmer County","107",".22%","90.68%","11",".31%","9.32%","118",".22%"
"062
Glascock County","5",".01%","83.33%","1",".03%","16.67%","6",".01%"
"063
Glynn County","504","1.02%","94.21%","31",".88%","5.79%","535","1.01%"
"064
Gordon County","396",".80%","89.19%","48","1.36%","10.81%","444",".84%"
"065
Grady County","181",".37%","94.76%","10",".28%","5.24%","191",".36%"
"066
Greene County","117",".24%","92.13%","10",".28%","7.87%","127",".24%"
"067
Gwinnett County","2,316","4.67%","93.31%","166","4.72%","6.69%","2,482","4.68%"
"068
Habersham County","99",".20%","96.12%","4",".11%","3.88%","103",".19%"
"069
Hall County","727","1.47%","90.65%","75","2.13%","9.35%","802","1.51%"
"070
Hancock County","41",".08%","95.35%","2",".06%","4.65%","43",".08%"
"071
Haralson County","162",".33%","91.53%","15",".43%","8.47%","177",".33%"
"072
Harris County","105",".21%","90.52%","11",".31%","9.48%","116",".22%"
"073
Hart County","153",".31%","95.03%","8",".23%","4.97%","161",".30%"
"074
Heard County","51",".10%","92.73%","4",".11%","7.27%","55",".10%"
"075
Henry County","499","1.01%","91.90%","44","1.25%","8.10%","543","1.02%"
