"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"77
Irwin","57",".11%","96.61%","2",".06%","3.39%","59",".11%"
"78
Jackson","204",".40%","91.89%","18",".52%","8.11%","222",".41%"
"79
Jasper","65",".13%","94.20%","4",".12%","5.80%","69",".13%"
"80
Jeff Davis","87",".17%","97.75%","2",".06%","2.25%","89",".16%"
"81
Jefferson","114",".22%","95.00%","6",".17%","5.00%","120",".22%"
"82
Jenkins","74",".15%","94.87%","4",".12%","5.13%","78",".14%"
"83
Johnson","61",".12%","93.85%","4",".12%","6.15%","65",".12%"
"84
Jones","156",".31%","93.41%","11",".32%","6.59%","167",".31%"
"85
Lamar","82",".16%","93.18%","6",".17%","6.82%","88",".16%"
"86
Lanier","37",".07%","88.10%","5",".14%","11.90%","42",".08%"
"87
Laurens","339",".67%","94.17%","21",".61%","5.83%","360",".66%"
"88
Lee","73",".14%","96.05%","3",".09%","3.95%","76",".14%"
"89
Liberty","278",".55%","94.56%","16",".46%","5.44%","294",".54%"
"90
Lincoln","36",".07%","100.00%","","","","36",".07%"
"91
Long","87",".17%","93.55%","6",".17%","6.45%","93",".17%"
"92
Lowndes","653","1.29%","94.78%","36","1.04%","5.22%","689","1.27%"
"93
Lumpkin","117",".23%","89.31%","14",".40%","10.69%","131",".24%"
"94
Macon","84",".17%","94.38%","5",".14%","5.62%","89",".16%"
"95
Madison","128",".25%","94.12%","8",".23%","5.88%","136",".25%"
"96
Marion","51",".10%","96.23%","2",".06%","3.77%","53",".10%"
"97
Mcduffie","207",".41%","97.18%","6",".17%","2.82%","213",".39%"
"98
Mcintosh","75",".15%","98.68%","1",".03%","1.32%","76",".14%"
"99
Meriwether","203",".40%","95.31%","10",".29%","4.69%","213",".39%"
"100
Miller","33",".06%","100.00%","","","","33",".06%"
"101
Mitchell","194",".38%","92.38%","16",".46%","7.62%","210",".39%"
"102
Monroe","188",".37%","94.00%","12",".35%","6.00%","200",".37%"
"103
Montgomery","52",".10%","96.30%","2",".06%","3.70%","54",".10%"
"104
Morgan","104",".20%","92.04%","9",".26%","7.96%","113",".21%"
"105
Murray","241",".47%","91.63%","22",".64%","8.37%","263",".48%"
"106
Muscogee","1,934","3.81%","93.48%","135","3.90%","6.52%","2,069","3.81%"
"107
Newton","607","1.19%","91.42%","57","1.65%","8.58%","664","1.22%"
"108
Oconee","57",".11%","98.28%","1",".03%","1.72%","58",".11%"
"109
Oglethorpe","59",".12%","96.72%","2",".06%","3.28%","61",".11%"
"110
Paulding","230",".45%","90.55%","24",".69%","9.45%","254",".47%"
"111
Peach","92",".18%","98.92%","1",".03%","1.08%","93",".17%"
"112
Pickens","99",".19%","92.52%","8",".23%","7.48%","107",".20%"
"113
Pierce","58",".11%","100.00%","","","","58",".11%"
"114
Pike","49",".10%","87.50%","7",".20%","12.50%","56",".10%"
