"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","640","1.26%","93.57%","44","1.15%","6.43%","684","1.25%"
"039
Crawford County","22",".04%","95.65%","1",".03%","4.35%","23",".04%"
"040
Crisp County","296",".58%","93.08%","22",".58%","6.92%","318",".58%"
"041
Dade County","103",".20%","92.79%","8",".21%","7.21%","111",".20%"
"042
Dawson County","106",".21%","86.18%","17",".45%","13.82%","123",".23%"
"043
Decatur County","222",".44%","96.10%","9",".24%","3.90%","231",".42%"
"044
Dekalb County","3,134","6.18%","95.40%","151","3.96%","4.60%","3,285","6.02%"
"045
Dodge County","167",".33%","92.78%","13",".34%","7.22%","180",".33%"
"046
Dooly County","102",".20%","92.73%","8",".21%","7.27%","110",".20%"
"047
Dougherty County","968","1.91%","94.35%","58","1.52%","5.65%","1,026","1.88%"
"048
Douglas County","1,109","2.19%","90.02%","123","3.23%","9.98%","1,232","2.26%"
"049
Early County","96",".19%","93.20%","7",".18%","6.80%","103",".19%"
"050
Echols County","9",".02%","90.00%","1",".03%","10.00%","10",".02%"
"051
Effingham County","242",".48%","92.72%","19",".50%","7.28%","261",".48%"
"052
Elbert County","146",".29%","93.59%","10",".26%","6.41%","156",".29%"
"053
Emanuel County","162",".32%","92.05%","14",".37%","7.95%","176",".32%"
"054
Evans County","81",".16%","92.05%","7",".18%","7.95%","88",".16%"
"055
Fannin County","86",".17%","85.15%","15",".39%","14.85%","101",".19%"
"056
Fayette County","349",".69%","89.49%","41","1.08%","10.51%","390",".71%"
"057
Floyd County","878","1.73%","89.50%","103","2.70%","10.50%","981","1.80%"
"058
Forsyth County","389",".77%","90.68%","40","1.05%","9.32%","429",".79%"
"059
Franklin County","162",".32%","90.50%","17",".45%","9.50%","179",".33%"
"060
Fulton County","5,130","10.11%","96.09%","209","5.48%","3.91%","5,339","9.79%"
"061
Gilmer County","94",".19%","90.38%","10",".26%","9.62%","104",".19%"
"062
Glascock County","8",".02%","100.00%","","","","8",".01%"
"063
Glynn County","553","1.09%","94.37%","33",".87%","5.63%","586","1.07%"
"064
Gordon County","379",".75%","86.73%","58","1.52%","13.27%","437",".80%"
"065
Grady County","156",".31%","96.89%","5",".13%","3.11%","161",".30%"
"066
Greene County","126",".25%","95.45%","6",".16%","4.55%","132",".24%"
"067
Gwinnett County","2,586","5.10%","92.95%","196","5.14%","7.05%","2,782","5.10%"
"068
Habersham County","104",".20%","96.30%","4",".10%","3.70%","108",".20%"
"069
Hall County","734","1.45%","91.98%","64","1.68%","8.02%","798","1.46%"
"070
Hancock County","29",".06%","93.55%","2",".05%","6.45%","31",".06%"
"071
Haralson County","132",".26%","93.62%","9",".24%","6.38%","141",".26%"
"072
Harris County","114",".22%","92.68%","9",".24%","7.32%","123",".23%"
"073
Hart County","158",".31%","92.94%","12",".31%","7.06%","170",".31%"
"074
Heard County","56",".11%","91.80%","5",".13%","8.20%","61",".11%"
"075
Henry County","535","1.05%","89.46%","63","1.65%","10.54%","598","1.10%"
