"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","638","1.25%","93.14%","47","1.20%","6.86%","685","1.25%"
"039
Crawford County","23",".05%","85.19%","4",".10%","14.81%","27",".05%"
"040
Crisp County","298",".59%","92.83%","23",".59%","7.17%","321",".59%"
"041
Dade County","103",".20%","92.79%","8",".20%","7.21%","111",".20%"
"042
Dawson County","92",".18%","85.19%","16",".41%","14.81%","108",".20%"
"043
Decatur County","221",".43%","95.67%","10",".26%","4.33%","231",".42%"
"044
Dekalb County","3,087","6.06%","95.40%","149","3.81%","4.60%","3,236","5.90%"
"045
Dodge County","166",".33%","93.79%","11",".28%","6.21%","177",".32%"
"046
Dooly County","113",".22%","94.96%","6",".15%","5.04%","119",".22%"
"047
Dougherty County","960","1.88%","94.96%","51","1.30%","5.04%","1,011","1.84%"
"048
Douglas County","1,028","2.02%","89.78%","117","2.99%","10.22%","1,145","2.09%"
"049
Early County","90",".18%","91.84%","8",".20%","8.16%","98",".18%"
"050
Echols County","12",".02%","100.00%","","","","12",".02%"
"051
Effingham County","250",".49%","92.25%","21",".54%","7.75%","271",".49%"
"052
Elbert County","149",".29%","95.51%","7",".18%","4.49%","156",".28%"
"053
Emanuel County","169",".33%","91.85%","15",".38%","8.15%","184",".34%"
"054
Evans County","76",".15%","93.83%","5",".13%","6.17%","81",".15%"
"055
Fannin County","92",".18%","91.09%","9",".23%","8.91%","101",".18%"
"056
Fayette County","329",".65%","90.14%","36",".92%","9.86%","365",".67%"
"057
Floyd County","920","1.81%","89.15%","112","2.86%","10.85%","1,032","1.88%"
"058
Forsyth County","371",".73%","91.38%","35",".90%","8.62%","406",".74%"
"059
Franklin County","162",".32%","92.05%","14",".36%","7.95%","176",".32%"
"060
Fulton County","5,108","10.03%","96.05%","210","5.37%","3.95%","5,318","9.70%"
"061
Gilmer County","91",".18%","92.86%","7",".18%","7.14%","98",".18%"
"062
Glascock County","7",".01%","100.00%","","","","7",".01%"
"063
Glynn County","529","1.04%","94.63%","30",".77%","5.37%","559","1.02%"
"064
Gordon County","376",".74%","87.44%","54","1.38%","12.56%","430",".78%"
"065
Grady County","140",".27%","96.55%","5",".13%","3.45%","145",".26%"
"066
Greene County","108",".21%","93.10%","8",".20%","6.90%","116",".21%"
"067
Gwinnett County","2,720","5.34%","93.12%","201","5.14%","6.88%","2,921","5.33%"
"068
Habersham County","115",".23%","90.55%","12",".31%","9.45%","127",".23%"
"069
Hall County","730","1.43%","91.59%","67","1.71%","8.41%","797","1.45%"
"070
Hancock County","34",".07%","100.00%","","","","34",".06%"
"071
Haralson County","115",".23%","93.50%","8",".20%","6.50%","123",".22%"
"072
Harris County","121",".24%","92.37%","10",".26%","7.63%","131",".24%"
"073
Hart County","159",".31%","89.33%","19",".49%","10.67%","178",".32%"
"074
Heard County","49",".10%","89.09%","6",".15%","10.91%","55",".10%"
"075
Henry County","549","1.08%","90.00%","61","1.56%","10.00%","610","1.11%"
