"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","270",".50%","93.75%","18",".46%","6.25%","288",".50%"
"001
Appling County","107",".20%","97.27%","3",".08%","2.73%","110",".19%"
"002
Atkinson County","61",".11%","91.04%","6",".15%","8.96%","67",".12%"
"003
Bacon County","64",".12%","98.46%","1",".03%","1.54%","65",".11%"
"004
Baker County","14",".03%","100.00%","","","","14",".02%"
"005
Baldwin County","351",".65%","93.35%","25",".64%","6.65%","376",".65%"
"006
Banks County","67",".12%","93.06%","5",".13%","6.94%","72",".12%"
"007
Barrow County","274",".51%","92.88%","21",".54%","7.12%","295",".51%"
"008
Bartow County","695","1.29%","88.76%","88","2.24%","11.24%","783","1.35%"
"009
Ben Hill County","221",".41%","93.64%","15",".38%","6.36%","236",".41%"
"010
Berrien County","96",".18%","95.05%","5",".13%","4.95%","101",".17%"
"011
Bibb County","1,125","2.08%","94.86%","61","1.56%","5.14%","1,186","2.04%"
"012
Bleckley County","72",".13%","90.00%","8",".20%","10.00%","80",".14%"
"013
Brantley County","74",".14%","90.24%","8",".20%","9.76%","82",".14%"
"014
Brooks County","61",".11%","95.31%","3",".08%","4.69%","64",".11%"
"015
Bryan County","119",".22%","99.17%","1",".03%",".83%","120",".21%"
"016
Bulloch County","537",".99%","92.11%","46","1.17%","7.89%","583","1.01%"
"017
Burke County","227",".42%","97.01%","7",".18%","2.99%","234",".40%"
"018
Butts County","179",".33%","96.76%","6",".15%","3.24%","185",".32%"
"019
Calhoun County","42",".08%","85.71%","7",".18%","14.29%","49",".08%"
"020
Camden County","160",".30%","93.02%","12",".31%","6.98%","172",".30%"
"021
Candler County","119",".22%","92.25%","10",".26%","7.75%","129",".22%"
"022
Carroll County","644","1.19%","90.32%","69","1.76%","9.68%","713","1.23%"
"023
Catoosa County","364",".67%","90.55%","38",".97%","9.45%","402",".69%"
"024
Charlton County","54",".10%","91.53%","5",".13%","8.47%","59",".10%"
"025
Chatham County","2,467","4.56%","95.88%","106","2.70%","4.12%","2,573","4.44%"
"026
Chattahoochee County","32",".06%","91.43%","3",".08%","8.57%","35",".06%"
"027
Chattooga County","256",".47%","88.89%","32",".82%","11.11%","288",".50%"
"028
Cherokee County","588","1.09%","92.74%","46","1.17%","7.26%","634","1.09%"
"029
Clarke County","497",".92%","95.21%","25",".64%","4.79%","522",".90%"
"030
Clay County","35",".06%","92.11%","3",".08%","7.89%","38",".07%"
"031
Clayton County","1,588","2.94%","93.19%","116","2.96%","6.81%","1,704","2.94%"
"032
Clinch County","67",".12%","98.53%","1",".03%","1.47%","68",".12%"
"033
Cobb County","2,756","5.10%","90.81%","279","7.12%","9.19%","3,035","5.23%"
"034
Coffee County","240",".44%","93.39%","17",".43%","6.61%","257",".44%"
"035
Colquitt County","276",".51%","93.24%","20",".51%","6.76%","296",".51%"
"036
Columbia County","349",".65%","90.18%","38",".97%","9.82%","387",".67%"
"037
Cook County","136",".25%","95.10%","7",".18%","4.90%","143",".25%"
