"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Coweta County","549","1.03%","92.74%","43","1.10%","7.26%","592","1.04%"
"Crawford County","18",".03%","100.00%","","","","18",".03%"
"Crisp County","282",".53%","93.69%","19",".49%","6.31%","301",".53%"
"Dade County","117",".22%","92.13%","10",".26%","7.87%","127",".22%"
"Dawson County","117",".22%","90.00%","13",".33%","10.00%","130",".23%"
"Decatur County","331",".62%","91.44%","31",".80%","8.56%","362",".64%"
"Dekalb County","3,265","6.15%","95.16%","166","4.26%","4.84%","3,431","6.02%"
"Dodge County","156",".29%","94.55%","9",".23%","5.45%","165",".29%"
"Dooly County","93",".18%","93.94%","6",".15%","6.06%","99",".17%"
"Dougherty County","1,029","1.94%","94.66%","58","1.49%","5.34%","1,087","1.91%"
"Douglas County","1,331","2.51%","89.93%","149","3.83%","10.07%","1,480","2.60%"
"Early County","97",".18%","95.10%","5",".13%","4.90%","102",".18%"
"Echols County","10",".02%","100.00%","","","","10",".02%"
"Effingham County","209",".39%","93.72%","14",".36%","6.28%","223",".39%"
"Elbert County","140",".26%","93.33%","10",".26%","6.67%","150",".26%"
"Emanuel County","168",".32%","90.81%","17",".44%","9.19%","185",".32%"
"Evans County","99",".19%","98.02%","2",".05%","1.98%","101",".18%"
"Fannin County","102",".19%","90.27%","11",".28%","9.73%","113",".20%"
"Fayette County","419",".79%","89.15%","51","1.31%","10.85%","470",".83%"
"Floyd County","822","1.55%","89.74%","94","2.41%","10.26%","916","1.61%"
"Forsyth County","366",".69%","87.14%","54","1.39%","12.86%","420",".74%"
"Franklin County","136",".26%","93.79%","9",".23%","6.21%","145",".25%"
"Fulton County","5,069","9.55%","95.43%","243","6.24%","4.57%","5,312","9.33%"
"Gilmer County","126",".24%","94.74%","7",".18%","5.26%","133",".23%"
"Glascock County","10",".02%","90.91%","1",".03%","9.09%","11",".02%"
"Glynn County","456",".86%","94.61%","26",".67%","5.39%","482",".85%"
"Gordon County","341",".64%","88.11%","46","1.18%","11.89%","387",".68%"
"Grady County","242",".46%","93.80%","16",".41%","6.20%","258",".45%"
"Greene County","150",".28%","94.94%","8",".21%","5.06%","158",".28%"
"Gwinnett County","2,582","4.87%","92.38%","213","5.47%","7.62%","2,795","4.91%"
"Habersham County","106",".20%","95.50%","5",".13%","4.50%","111",".19%"
"Hall County","734","1.38%","91.64%","67","1.72%","8.36%","801","1.41%"
"Hancock County","40",".08%","97.56%","1",".03%","2.44%","41",".07%"
"Haralson County","93",".18%","93.94%","6",".15%","6.06%","99",".17%"
"Harris County","120",".23%","95.24%","6",".15%","4.76%","126",".22%"
"Hart County","123",".23%","96.85%","4",".10%","3.15%","127",".22%"
"Heard County","50",".09%","90.91%","5",".13%","9.09%","55",".10%"
"Henry County","611","1.15%","91.60%","56","1.44%","8.40%","667","1.17%"
