"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Coweta County","543","1.09%","93.14%","40","1.12%","6.86%","583","1.09%"
"Crawford County","20",".04%","100.00%","","","","20",".04%"
"Crisp County","273",".55%","94.46%","16",".45%","5.54%","289",".54%"
"Dade County","97",".20%","94.17%","6",".17%","5.83%","103",".19%"
"Dawson County","99",".20%","89.19%","12",".34%","10.81%","111",".21%"
"Decatur County","276",".56%","93.56%","19",".53%","6.44%","295",".55%"
"Dekalb County","3,173","6.38%","94.83%","173","4.86%","5.17%","3,346","6.28%"
"Dodge County","139",".28%","93.29%","10",".28%","6.71%","149",".28%"
"Dooly County","84",".17%","93.33%","6",".17%","6.67%","90",".17%"
"Dougherty County","1,005","2.02%","93.14%","74","2.08%","6.86%","1,079","2.03%"
"Douglas County","1,204","2.42%","90.59%","125","3.51%","9.41%","1,329","2.49%"
"Early County","97",".20%","97.00%","3",".08%","3.00%","100",".19%"
"Echols County","12",".02%","100.00%","","","","12",".02%"
"Effingham County","185",".37%","93.43%","13",".37%","6.57%","198",".37%"
"Elbert County","141",".28%","94.00%","9",".25%","6.00%","150",".28%"
"Emanuel County","169",".34%","92.35%","14",".39%","7.65%","183",".34%"
"Evans County","87",".17%","94.57%","5",".14%","5.43%","92",".17%"
"Fannin County","89",".18%","88.12%","12",".34%","11.88%","101",".19%"
"Fayette County","333",".67%","89.76%","38","1.07%","10.24%","371",".70%"
"Floyd County","806","1.62%","88.96%","100","2.81%","11.04%","906","1.70%"
"Forsyth County","363",".73%","91.44%","34",".96%","8.56%","397",".75%"
"Franklin County","146",".29%","93.59%","10",".28%","6.41%","156",".29%"
"Fulton County","4,922","9.90%","96.04%","203","5.71%","3.96%","5,125","9.62%"
"Gilmer County","103",".21%","90.35%","11",".31%","9.65%","114",".21%"
"Glascock County","5",".01%","83.33%","1",".03%","16.67%","6",".01%"
"Glynn County","503","1.01%","93.84%","33",".93%","6.16%","536","1.01%"
"Gordon County","398",".80%","89.04%","49","1.38%","10.96%","447",".84%"
"Grady County","177",".36%","95.16%","9",".25%","4.84%","186",".35%"
"Greene County","125",".25%","92.59%","10",".28%","7.41%","135",".25%"
"Gwinnett County","2,336","4.70%","93.07%","174","4.89%","6.93%","2,510","4.71%"
"Habersham County","105",".21%","96.33%","4",".11%","3.67%","109",".20%"
"Hall County","730","1.47%","90.68%","75","2.11%","9.32%","805","1.51%"
"Hancock County","40",".08%","97.56%","1",".03%","2.44%","41",".08%"
"Haralson County","174",".35%","92.55%","14",".39%","7.45%","188",".35%"
"Harris County","100",".20%","90.09%","11",".31%","9.91%","111",".21%"
"Hart County","158",".32%","95.18%","8",".22%","4.82%","166",".31%"
"Heard County","53",".11%","92.98%","4",".11%","7.02%","57",".11%"
"Henry County","503","1.01%","90.79%","51","1.43%","9.21%","554","1.04%"
