"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"108   Oconee County","56","0.11%","90.32%","6","0.15%","9.68%","62","0.12%"
"109   Oglethorpe County","59","0.12%","96.72%","2","0.05%","3.28%","61","0.11%"
"110   Paulding County","286","0.58%","91.37%","27","0.66%","8.63%","313","0.59%"
"111   Peach County","69","0.14%","97.18%","2","0.05%","2.82%","71","0.13%"
"112   Pickens County","96","0.2%","82.76%","20","0.49%","17.24%","116","0.22%"
"113   Pierce County","117","0.24%","90.7%","12","0.3%","9.3%","129","0.24%"
"114   Pike County","32","0.07%","86.49%","5","0.12%","13.51%","37","0.07%"
"115   Polk County","178","0.36%","90.82%","18","0.44%","9.18%","196","0.37%"
"116   Pulaski County","52","0.11%","92.86%","4","0.1%","7.14%","56","0.11%"
"117   Putnam County","138","0.28%","93.24%","10","0.25%","6.76%","148","0.28%"
"118   Quitman County","10","0.02%","100.0%","","","","10","0.02%"
"119   Rabun County","53","0.11%","86.89%","8","0.2%","13.11%","61","0.11%"
"120   Randolph County","38","0.08%","95.0%","2","0.05%","5.0%","40","0.08%"
"121   Richmond County","1,704","3.46%","93.99%","109","2.68%","6.01%","1,813","3.4%"
"122   Rockdale County","400","0.81%","92.38%","33","0.81%","7.62%","433","0.81%"
"123   Schley County","21","0.04%","91.3%","2","0.05%","8.7%","23","0.04%"
"124   Screven County","78","0.16%","90.7%","8","0.2%","9.3%","86","0.16%"
"125   Seminole County","66","0.13%","90.41%","7","0.17%","9.59%","73","0.14%"
"126   Spalding County","512","1.04%","88.89%","64","1.58%","11.11%","576","1.08%"
"127   Stephens County","128","0.26%","93.43%","9","0.22%","6.57%","137","0.26%"
"128   Stewart County","25","0.05%","96.15%","1","0.02%","3.85%","26","0.05%"
"129   Sumter County","214","0.43%","94.27%","13","0.32%","5.73%","227","0.43%"
"130   Talbot County","22","0.04%","91.67%","2","0.05%","8.33%","24","0.05%"
"131   Taliaferro County","22","0.04%","88.0%","3","0.07%","12.0%","25","0.05%"
"132   Tattnall County","235","0.48%","88.35%","31","0.76%","11.65%","266","0.5%"
"133   Taylor County","46","0.09%","92.0%","4","0.1%","8.0%","50","0.09%"
"134   Telfair County","116","0.24%","89.92%","13","0.32%","10.08%","129","0.24%"
