"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","559","1.28%","95.39%","27",".91%","4.61%","586","1.26%"
"039
Crawford County","23",".05%","95.83%","1",".03%","4.17%","24",".05%"
"040
Crisp County","327",".75%","93.97%","21",".70%","6.03%","348",".75%"
"041
Dade County","78",".18%","97.50%","2",".07%","2.50%","80",".17%"
"042
Dawson County","93",".21%","93.94%","6",".20%","6.06%","99",".21%"
"043
Decatur County","226",".52%","96.17%","9",".30%","3.83%","235",".50%"
"044
Dekalb County","2,340","5.36%","95.32%","115","3.86%","4.68%","2,455","5.26%"
"045
Dodge County","105",".24%","90.52%","11",".37%","9.48%","116",".25%"
"046
Dooly County","115",".26%","95.04%","6",".20%","4.96%","121",".26%"
"047
Dougherty County","715","1.64%","96.62%","25",".84%","3.38%","740","1.59%"
"048
Douglas County","915","2.10%","92.33%","76","2.55%","7.67%","991","2.12%"
"049
Early County","79",".18%","98.75%","1",".03%","1.25%","80",".17%"
"050
Echols County","12",".03%","92.31%","1",".03%","7.69%","13",".03%"
"051
Effingham County","207",".47%","89.61%","24",".81%","10.39%","231",".50%"
"052
Elbert County","128",".29%","94.12%","8",".27%","5.88%","136",".29%"
"053
Emanuel County","144",".33%","91.14%","14",".47%","8.86%","158",".34%"
"054
Evans County","75",".17%","94.94%","4",".13%","5.06%","79",".17%"
"055
Fannin County","91",".21%","88.35%","12",".40%","11.65%","103",".22%"
"056
Fayette County","280",".64%","96.55%","10",".34%","3.45%","290",".62%"
"057
Floyd County","829","1.90%","90.60%","86","2.89%","9.40%","915","1.96%"
"058
Forsyth County","347",".79%","91.08%","34","1.14%","8.92%","381",".82%"
"059
Franklin County","142",".33%","86.59%","22",".74%","13.41%","164",".35%"
"060
Fulton County","4,278","9.80%","96.20%","169","5.67%","3.80%","4,447","9.54%"
"061
Gilmer County","95",".22%","93.14%","7",".23%","6.86%","102",".22%"
"062
Glascock County","8",".02%","100.00%","","","","8",".02%"
"063
Glynn County","495","1.13%","95.01%","26",".87%","4.99%","521","1.12%"
"064
Gordon County","343",".79%","89.56%","40","1.34%","10.44%","383",".82%"
"065
Grady County","140",".32%","95.24%","7",".23%","4.76%","147",".32%"
"066
Greene County","95",".22%","95.00%","5",".17%","5.00%","100",".21%"
"067
Gwinnett County","2,258","5.17%","94.12%","141","4.73%","5.88%","2,399","5.14%"
"068
Habersham County","108",".25%","92.31%","9",".30%","7.69%","117",".25%"
"069
Hall County","613","1.40%","93.16%","45","1.51%","6.84%","658","1.41%"
"070
Hancock County","38",".09%","95.00%","2",".07%","5.00%","40",".09%"
"071
Haralson County","110",".25%","91.67%","10",".34%","8.33%","120",".26%"
"072
Harris County","85",".19%","91.40%","8",".27%","8.60%","93",".20%"
"073
Hart County","161",".37%","93.60%","11",".37%","6.40%","172",".37%"
"074
Heard County","35",".08%","94.59%","2",".07%","5.41%","37",".08%"
"075
Henry County","557","1.28%","92.07%","48","1.61%","7.93%","605","1.30%"
