"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Crawford","21",".04%","87.50%","3",".08%","12.50%","24",".05%"
"Crisp","274",".55%","94.16%","17",".46%","5.84%","291",".55%"
"Dade","128",".26%","95.52%","6",".16%","4.48%","134",".25%"
"Dawson","101",".20%","91.82%","9",".24%","8.18%","110",".21%"
"Decatur","361",".73%","91.39%","33",".88%","8.35%","395",".74%"
"Dekalb","2,865","5.78%","94.87%","155","4.15%","5.13%","3,020","5.67%"
"Dodge","170",".34%","91.40%","16",".43%","8.60%","186",".35%"
"Dooly","119",".24%","95.97%","5",".13%","4.03%","124",".23%"
"Dougherty","926","1.87%","93.54%","63","1.69%","6.36%","990","1.86%"
"Douglas","1,116","2.25%","90.51%","117","3.13%","9.49%","1,233","2.31%"
"Early","70",".14%","95.89%","3",".08%","4.11%","73",".14%"
"Echols","10",".02%","100.00%","","","","10",".02%"
"Effingham","164",".33%","96.47%","6",".16%","3.53%","170",".32%"
"Elbert","159",".32%","96.36%","6",".16%","3.64%","165",".31%"
"Emanuel","176",".36%","97.24%","5",".13%","2.76%","181",".34%"
"Evans","91",".18%","95.79%","4",".11%","4.21%","95",".18%"
"Fannin","100",".20%","91.74%","9",".24%","8.26%","109",".20%"
"Fayette","362",".73%","89.83%","41","1.10%","10.17%","403",".76%"
"Floyd","843","1.70%","89.02%","104","2.79%","10.98%","947","1.78%"
"Forsyth","277",".56%","86.29%","44","1.18%","13.71%","321",".60%"
"Franklin","151",".30%","94.97%","8",".21%","5.03%","159",".30%"
"Fulton","4,473","9.03%","96.36%","169","4.53%","3.64%","4,642","8.71%"
"Gilmer","134",".27%","92.41%","11",".29%","7.59%","145",".27%"
"Glascock","8",".02%","80.00%","2",".05%","20.00%","10",".02%"
"Glynn","402",".81%","94.37%","24",".64%","5.63%","426",".80%"
"Gordon","309",".62%","91.15%","30",".80%","8.85%","339",".64%"
"Grady","236",".48%","95.93%","10",".27%","4.07%","246",".46%"
"Greene","152",".31%","94.41%","9",".24%","5.59%","161",".30%"
"Gwinnett","2,007","4.05%","92.06%","173","4.63%","7.94%","2,180","4.09%"
"Habersham","118",".24%","93.65%","8",".21%","6.35%","126",".24%"
"Hall","754","1.52%","92.52%","61","1.63%","7.48%","815","1.53%"
"Hancock","29",".06%","96.67%","1",".03%","3.33%","30",".06%"
"Haralson","96",".19%","97.96%","2",".05%","2.04%","98",".18%"
"Harris","111",".22%","95.69%","5",".13%","4.31%","116",".22%"
"Hart","117",".24%","92.86%","9",".24%","7.14%","126",".24%"
"Heard","56",".11%","90.32%","6",".16%","9.68%","62",".12%"
"Henry","532","1.07%","90.02%","59","1.58%","9.98%","591","1.11%"
"Houston","622","1.26%","93.11%","46","1.23%","6.89%","668","1.25%"
