"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Unknown","2,484","4.99%","92.31%","207","5.85%","7.69%","2,691","5.05%"
"Appling County","94",".19%","91.26%","9",".25%","8.74%","103",".19%"
"Atkinson County","54",".11%","93.10%","4",".11%","6.90%","58",".11%"
"Bacon County","86",".17%","92.47%","7",".20%","7.53%","93",".17%"
"Baker County","11",".02%","84.62%","2",".06%","15.38%","13",".02%"
"Baldwin County","285",".57%","92.83%","22",".62%","7.17%","307",".58%"
"Banks County","62",".12%","89.86%","7",".20%","10.14%","69",".13%"
"Barrow County","262",".53%","92.58%","21",".59%","7.42%","283",".53%"
"Bartow County","592","1.19%","86.17%","95","2.68%","13.83%","687","1.29%"
"Ben Hill County","245",".49%","93.51%","17",".48%","6.49%","262",".49%"
"Berrien County","78",".16%","93.98%","5",".14%","6.02%","83",".16%"
"Bibb County","994","2.00%","95.03%","52","1.47%","4.97%","1,046","1.96%"
"Bleckley County","54",".11%","93.10%","4",".11%","6.90%","58",".11%"
"Brantley County","59",".12%","95.16%","3",".08%","4.84%","62",".12%"
"Brooks County","70",".14%","95.89%","3",".08%","4.11%","73",".14%"
"Bryan County","73",".15%","97.33%","2",".06%","2.67%","75",".14%"
"Bulloch County","492",".99%","93.54%","34",".96%","6.46%","526",".99%"
"Burke County","202",".41%","96.19%","8",".23%","3.81%","210",".39%"
"Butts County","134",".27%","95.71%","6",".17%","4.29%","140",".26%"
"Calhoun County","28",".06%","90.32%","3",".08%","9.68%","31",".06%"
"Camden County","192",".39%","95.05%","10",".28%","4.95%","202",".38%"
"Candler County","117",".23%","90.00%","13",".37%","10.00%","130",".24%"
"Carroll County","500","1.00%","91.07%","49","1.38%","8.93%","549","1.03%"
"Catoosa County","334",".67%","90.51%","35",".99%","9.49%","369",".69%"
"Charlton County","63",".13%","94.03%","4",".11%","5.97%","67",".13%"
"Chatham County","1,941","3.90%","96.86%","63","1.78%","3.14%","2,004","3.76%"
"Chattahoochee County","33",".07%","97.06%","1",".03%","2.94%","34",".06%"
"Chattooga County","231",".46%","92.03%","20",".56%","7.97%","251",".47%"
"Cherokee County","534","1.07%","92.23%","45","1.27%","7.77%","579","1.09%"
"Clarke County","421",".85%","94.61%","24",".68%","5.39%","445",".83%"
"Clay County","25",".05%","86.21%","4",".11%","13.79%","29",".05%"
"Clayton County","1,428","2.87%","94.20%","88","2.49%","5.80%","1,516","2.84%"
"Clinch County","50",".10%","90.91%","5",".14%","9.09%","55",".10%"
"Cobb County","2,470","4.96%","91.31%","235","6.64%","8.69%","2,705","5.07%"
"Coffee County","242",".49%","95.28%","12",".34%","4.72%","254",".48%"
"Colquitt County","222",".45%","94.87%","12",".34%","5.13%","234",".44%"
"Columbia County","385",".77%","89.74%","44","1.24%","10.26%","429",".80%"
"Cook County","116",".23%","96.67%","4",".11%","3.33%","120",".23%"
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Coweta County","512","1.03%","93.60%","35",".99%","6.40%","547","1.03%"
"Crawford County","23",".05%","100.00%","","","","23",".04%"
"Crisp County","267",".54%","96.04%","11",".31%","3.96%","278",".52%"
"Dade County","92",".18%","91.09%","9",".25%","8.91%","101",".19%"
"Dawson County","97",".19%","91.51%","9",".25%","8.49%","106",".20%"
"Decatur County","259",".52%","93.17%","19",".54%","6.83%","278",".52%"
"Dekalb County","2,962","5.95%","94.60%","169","4.77%","5.40%","3,131","5.87%"
"Dodge County","133",".27%","93.01%","10",".28%","6.99%","143",".27%"
"Dooly County","88",".18%","94.62%","5",".14%","5.38%","93",".17%"
"Dougherty County","935","1.88%","93.31%","67","1.89%","6.69%","1,002","1.88%"
"Douglas County","1,134","2.28%","90.72%","116","3.28%","9.28%","1,250","2.34%"
"Early County","97",".19%","96.04%","4",".11%","3.96%","101",".19%"
"Echols County","11",".02%","91.67%","1",".03%","8.33%","12",".02%"
"Effingham County","174",".35%","94.05%","11",".31%","5.95%","185",".35%"
"Elbert County","115",".23%","92.74%","9",".25%","7.26%","124",".23%"
"Emanuel County","161",".32%","93.60%","11",".31%","6.40%","172",".32%"
"Evans County","92",".18%","94.85%","5",".14%","5.15%","97",".18%"
"Fannin County","93",".19%","86.92%","14",".40%","13.08%","107",".20%"
"Fayette County","344",".69%","91.25%","33",".93%","8.75%","377",".71%"
"Floyd County","811","1.63%","90.01%","90","2.54%","9.99%","901","1.69%"
"Forsyth County","349",".70%","91.60%","32",".90%","8.40%","381",".71%"
"Franklin County","128",".26%","92.09%","11",".31%","7.91%","139",".26%"
"Fulton County","4,535","9.11%","96.33%","173","4.89%","3.67%","4,708","8.83%"
"Gilmer County","93",".19%","88.57%","12",".34%","11.43%","105",".20%"
"Glascock County","4",".01%","80.00%","1",".03%","20.00%","5",".01%"
"Glynn County","492",".99%","93.54%","34",".96%","6.46%","526",".99%"
"Gordon County","376",".76%","88.68%","48","1.36%","11.32%","424",".80%"
"Grady County","169",".34%","95.48%","8",".23%","4.52%","177",".33%"
"Greene County","112",".22%","92.56%","9",".25%","7.44%","121",".23%"
"Gwinnett County","2,201","4.42%","92.87%","169","4.77%","7.13%","2,370","4.44%"
"Habersham County","101",".20%","93.52%","7",".20%","6.48%","108",".20%"
"Hall County","677","1.36%","92.61%","54","1.52%","7.39%","731","1.37%"
"Hancock County","35",".07%","92.11%","3",".08%","7.89%","38",".07%"
"Haralson County","167",".34%","93.82%","11",".31%","6.18%","178",".33%"
"Harris County","98",".20%","91.59%","9",".25%","8.41%","107",".20%"
"Hart County","161",".32%","96.41%","6",".17%","3.59%","167",".31%"
"Heard County","48",".10%","90.57%","5",".14%","9.43%","53",".10%"
"Henry County","500","1.00%","90.74%","51","1.44%","9.26%","551","1.03%"
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","707","1.42%","94.77%","39","1.10%","5.23%","746","1.40%"
"Irwin County","68",".14%","94.44%","4",".11%","5.56%","72",".14%"
"Jackson County","246",".49%","93.18%","18",".51%","6.82%","264",".50%"
"Jasper County","60",".12%","95.24%","3",".08%","4.76%","63",".12%"
"Jeff Davis County","89",".18%","96.74%","3",".08%","3.26%","92",".17%"
"Jefferson County","144",".29%","97.96%","3",".08%","2.04%","147",".28%"
