"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","184",".37%","97.87%","4",".11%","2.13%","188",".35%"
"001
Appling County","91",".18%","90.10%","10",".28%","9.90%","101",".19%"
"002
Atkinson County","52",".10%","92.86%","4",".11%","7.14%","56",".11%"
"003
Bacon County","90",".18%","93.75%","6",".17%","6.25%","96",".18%"
"004
Baker County","6",".01%","75.00%","2",".06%","25.00%","8",".02%"
"005
Baldwin County","307",".62%","93.31%","22",".62%","6.69%","329",".62%"
"006
Banks County","67",".14%","90.54%","7",".20%","9.46%","74",".14%"
"007
Barrow County","273",".55%","91.61%","25",".71%","8.39%","298",".56%"
"008
Bartow County","602","1.21%","88.14%","81","2.30%","11.86%","683","1.29%"
"009
Ben Hill County","253",".51%","93.70%","17",".48%","6.30%","270",".51%"
"010
Berrien County","75",".15%","94.94%","4",".11%","5.06%","79",".15%"
"011
Bibb County","1,036","2.09%","94.78%","57","1.62%","5.22%","1,093","2.06%"
"012
Bleckley County","63",".13%","92.65%","5",".14%","7.35%","68",".13%"
"013
Brantley County","63",".13%","94.03%","4",".11%","5.97%","67",".13%"
"014
Brooks County","73",".15%","94.81%","4",".11%","5.19%","77",".15%"
"015
Bryan County","85",".17%","97.70%","2",".06%","2.30%","87",".16%"
"016
Bulloch County","500","1.01%","93.46%","35",".99%","6.54%","535","1.01%"
"017
Burke County","218",".44%","95.61%","10",".28%","4.39%","228",".43%"
"018
Butts County","139",".28%","95.21%","7",".20%","4.79%","146",".28%"
"019
Calhoun County","31",".06%","96.88%","1",".03%","3.13%","32",".06%"
"020
Camden County","197",".40%","94.71%","11",".31%","5.29%","208",".39%"
"021
Candler County","119",".24%","88.81%","15",".43%","11.19%","134",".25%"
"022
Carroll County","516","1.04%","91.17%","50","1.42%","8.83%","566","1.07%"
"023
Catoosa County","333",".67%","91.99%","29",".82%","8.01%","362",".68%"
"024
Charlton County","62",".13%","93.94%","4",".11%","6.06%","66",".12%"
"025
Chatham County","2,020","4.08%","96.98%","63","1.79%","3.02%","2,083","3.92%"
"026
Chattahoochee County","36",".07%","97.30%","1",".03%","2.70%","37",".07%"
"027
Chattooga County","227",".46%","93.03%","17",".48%","6.97%","244",".46%"
"028
Cherokee County","537","1.08%","91.33%","51","1.45%","8.67%","588","1.11%"
"029
Clarke County","438",".88%","95.22%","22",".62%","4.78%","460",".87%"
"030
Clay County","21",".04%","84.00%","4",".11%","16.00%","25",".05%"
"031
Clayton County","1,536","3.10%","93.32%","110","3.12%","6.68%","1,646","3.10%"
"032
Clinch County","48",".10%","90.57%","5",".14%","9.43%","53",".10%"
"033
Cobb County","2,592","5.23%","91.88%","229","6.50%","8.12%","2,821","5.31%"
"034
Coffee County","233",".47%","95.88%","10",".28%","4.12%","243",".46%"
"035
Colquitt County","237",".48%","94.80%","13",".37%","5.20%","250",".47%"
"036
Columbia County","388",".78%","90.02%","43","1.22%","9.98%","431",".81%"
"037
Cook County","112",".23%","95.73%","5",".14%","4.27%","117",".22%"
