"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Pike County","44",".09%","86.27%","7",".19%","13.73%","51",".09%"
"Polk County","177",".35%","93.65%","12",".32%","6.35%","189",".35%"
"Pulaski County","50",".10%","94.34%","3",".08%","5.66%","53",".10%"
"Putnam County","147",".29%","95.45%","7",".19%","4.55%","154",".29%"
"Quitman County","15",".03%","100.00%","","","","15",".03%"
"Rabun County","51",".10%","87.93%","7",".19%","12.07%","58",".11%"
"Randolph County","65",".13%","95.59%","3",".08%","4.41%","68",".13%"
"Richmond County","1,972","3.94%","94.35%","118","3.15%","5.65%","2,090","3.88%"
"Rockdale County","458",".91%","91.60%","42","1.12%","8.40%","500",".93%"
"Schley County","14",".03%","100.00%","","","","14",".03%"
"Screven County","139",".28%","94.56%","8",".21%","5.44%","147",".27%"
"Seminole County","69",".14%","83.13%","14",".37%","16.87%","83",".15%"
"Spalding County","528","1.05%","91.99%","46","1.23%","8.01%","574","1.07%"
"Stephens County","163",".33%","92.61%","13",".35%","7.39%","176",".33%"
"Stewart County","36",".07%","97.30%","1",".03%","2.70%","37",".07%"
"Sumter County","201",".40%","93.93%","13",".35%","6.07%","214",".40%"
"Talbot County","42",".08%","95.45%","2",".05%","4.55%","44",".08%"
"Taliaferro County","18",".04%","94.74%","1",".03%","5.26%","19",".04%"
"Tattnall County","178",".36%","92.23%","15",".40%","7.77%","193",".36%"
"Taylor County","66",".13%","95.65%","3",".08%","4.35%","69",".13%"
"Telfair County","99",".20%","91.67%","9",".24%","8.33%","108",".20%"
"Terrell County","91",".18%","94.79%","5",".13%","5.21%","96",".18%"
"Thomas County","234",".47%","92.86%","18",".48%","7.14%","252",".47%"
"Tift County","356",".71%","94.93%","19",".51%","5.07%","375",".70%"
"Toombs County","341",".68%","92.41%","28",".75%","7.59%","369",".69%"
"Towns County","40",".08%","76.92%","12",".32%","23.08%","52",".10%"
"Treutlen County","85",".17%","93.41%","6",".16%","6.59%","91",".17%"
"Troup County","556","1.11%","91.30%","53","1.41%","8.70%","609","1.13%"
"Turner County","69",".14%","97.18%","2",".05%","2.82%","71",".13%"
"Twiggs County","60",".12%","95.24%","3",".08%","4.76%","63",".12%"
"Union County","73",".15%","90.12%","8",".21%","9.88%","81",".15%"
"Upson County","162",".32%","93.64%","11",".29%","6.36%","173",".32%"
"Walker County","429",".86%","89.38%","51","1.36%","10.63%","480",".89%"
"Walton County","512","1.02%","91.10%","50","1.33%","8.90%","562","1.04%"
"Ware County","334",".67%","91.51%","31",".83%","8.49%","365",".68%"
"Warren County","38",".08%","97.44%","1",".03%","2.56%","39",".07%"
"Washington County","192",".38%","90.57%","20",".53%","9.43%","212",".39%"
"Wayne County","157",".31%","93.45%","11",".29%","6.55%","168",".31%"
