"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","535","1.06%","93.37%","38","1.05%","6.63%","573","1.06%"
"039
Crawford County","18",".04%","100.00%","","","","18",".03%"
"040
Crisp County","257",".51%","94.83%","14",".39%","5.17%","271",".50%"
"041
Dade County","105",".21%","92.92%","8",".22%","7.08%","113",".21%"
"042
Dawson County","104",".21%","92.04%","9",".25%","7.96%","113",".21%"
"043
Decatur County","305",".60%","93.85%","20",".55%","6.15%","325",".60%"
"044
Dekalb County","3,140","6.20%","95.44%","150","4.16%","4.56%","3,290","6.07%"
"045
Dodge County","156",".31%","92.31%","13",".36%","7.69%","169",".31%"
"046
Dooly County","99",".20%","95.19%","5",".14%","4.81%","104",".19%"
"047
Dougherty County","1,011","2.00%","93.70%","68","1.88%","6.30%","1,079","1.99%"
"048
Douglas County","1,252","2.47%","90.53%","131","3.63%","9.47%","1,383","2.55%"
"049
Early County","96",".19%","96.00%","4",".11%","4.00%","100",".18%"
"050
Echols County","12",".02%","100.00%","","","","12",".02%"
"051
Effingham County","204",".40%","93.58%","14",".39%","6.42%","218",".40%"
"052
Elbert County","139",".27%","93.92%","9",".25%","6.08%","148",".27%"
"053
Emanuel County","175",".35%","92.59%","14",".39%","7.41%","189",".35%"
"054
Evans County","91",".18%","93.81%","6",".17%","6.19%","97",".18%"
"055
Fannin County","93",".18%","87.74%","13",".36%","12.26%","106",".20%"
"056
Fayette County","375",".74%","89.29%","45","1.25%","10.71%","420",".77%"
"057
Floyd County","826","1.63%","89.39%","98","2.71%","10.61%","924","1.70%"
"058
Forsyth County","339",".67%","88.28%","45","1.25%","11.72%","384",".71%"
"059
Franklin County","141",".28%","90.97%","14",".39%","9.03%","155",".29%"
"060
Fulton County","4,950","9.78%","95.76%","219","6.07%","4.24%","5,169","9.53%"
"061
Gilmer County","115",".23%","93.50%","8",".22%","6.50%","123",".23%"
"062
Glascock County","5",".01%","83.33%","1",".03%","16.67%","6",".01%"
"063
Glynn County","496",".98%","95.38%","24",".66%","4.62%","520",".96%"
"064
Gordon County","342",".68%","87.24%","50","1.39%","12.76%","392",".72%"
"065
Grady County","213",".42%","95.52%","10",".28%","4.48%","223",".41%"
"066
Greene County","124",".24%","92.54%","10",".28%","7.46%","134",".25%"
"067
Gwinnett County","2,416","4.77%","93.07%","180","4.99%","6.93%","2,596","4.79%"
"068
Habersham County","102",".20%","96.23%","4",".11%","3.77%","106",".20%"
"069
Hall County","700","1.38%","91.03%","69","1.91%","8.97%","769","1.42%"
"070
Hancock County","39",".08%","100.00%","","","","39",".07%"
"071
Haralson County","136",".27%","92.52%","11",".30%","7.48%","147",".27%"
"072
Harris County","109",".22%","94.78%","6",".17%","5.22%","115",".21%"
"073
Hart County","142",".28%","94.04%","9",".25%","5.96%","151",".28%"
"074
Heard County","47",".09%","87.04%","7",".19%","12.96%","54",".10%"
"075
Henry County","529","1.04%","90.43%","56","1.55%","9.57%","585","1.08%"
