"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","686","1.34%","92.20%","58","1.47%","7.80%","744","1.35%"
"077
Irwin County","67",".13%","97.10%","2",".05%","2.90%","69",".13%"
"078
Jackson County","280",".55%","93.33%","20",".51%","6.67%","300",".54%"
"079
Jasper County","59",".12%","89.39%","7",".18%","10.61%","66",".12%"
"080
Jeff Davis County","91",".18%","91.92%","8",".20%","8.08%","99",".18%"
"081
Jefferson County","167",".33%","92.78%","13",".33%","7.22%","180",".33%"
"082
Jenkins County","79",".15%","94.05%","5",".13%","5.95%","84",".15%"
"083
Johnson County","41",".08%","91.11%","4",".10%","8.89%","45",".08%"
"084
Jones County","198",".39%","88.79%","25",".63%","11.21%","223",".41%"
"085
Lamar County","72",".14%","90.00%","8",".20%","10.00%","80",".15%"
"086
Lanier County","45",".09%","95.74%","2",".05%","4.26%","47",".09%"
"087
Laurens County","285",".56%","92.23%","24",".61%","7.77%","309",".56%"
"088
Lee County","71",".14%","87.65%","10",".25%","12.35%","81",".15%"
"089
Liberty County","232",".45%","95.08%","12",".30%","4.92%","244",".44%"
"090
Lincoln County","44",".09%","91.67%","4",".10%","8.33%","48",".09%"
"091
Long County","65",".13%","90.28%","7",".18%","9.72%","72",".13%"
"092
Lowndes County","458",".90%","95.82%","20",".51%","4.18%","478",".87%"
"093
Lumpkin County","84",".16%","91.30%","8",".20%","8.70%","92",".17%"
"094
Macon County","47",".09%","92.16%","4",".10%","7.84%","51",".09%"
"095
Madison County","161",".32%","92.00%","14",".36%","8.00%","175",".32%"
"096
Marion County","33",".06%","91.67%","3",".08%","8.33%","36",".07%"
"097
Mcduffie County","200",".39%","95.69%","9",".23%","4.31%","209",".38%"
"098
Mcintosh County","46",".09%","86.79%","7",".18%","13.21%","53",".10%"
"099
Meriwether County","213",".42%","91.42%","20",".51%","8.58%","233",".42%"
"100
Miller County","30",".06%","93.75%","2",".05%","6.25%","32",".06%"
"101
Mitchell County","156",".31%","93.41%","11",".28%","6.59%","167",".30%"
"102
Monroe County","136",".27%","91.28%","13",".33%","8.72%","149",".27%"
"103
Montgomery County","36",".07%","85.71%","6",".15%","14.29%","42",".08%"
"104
Morgan County","137",".27%","91.33%","13",".33%","8.67%","150",".27%"
"105
Murray County","219",".43%","92.02%","19",".48%","7.98%","238",".43%"
"106
Muscogee County","1,215","2.38%","95.14%","62","1.57%","4.86%","1,277","2.32%"
"107
Newton County","711","1.39%","91.27%","68","1.73%","8.73%","779","1.42%"
"108
Oconee County","53",".10%","100.00%","","","","53",".10%"
"109
Oglethorpe County","66",".13%","94.29%","4",".10%","5.71%","70",".13%"
"110
Paulding County","224",".44%","91.43%","21",".53%","8.57%","245",".45%"
"111
Peach County","90",".18%","94.74%","5",".13%","5.26%","95",".17%"
"112
Pickens County","105",".21%","85.37%","18",".46%","14.63%","123",".22%"
"113
Pierce County","100",".20%","93.46%","7",".18%","6.54%","107",".19%"
