"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076 
Houston County","675","1.51%","91.96%","59","1.90%","8.04%","734","1.54%"
"077 
Irwin County","52",".12%","100.00%","","","","52",".11%"
"078 
Jackson County","249",".56%","93.26%","18",".58%","6.74%","267",".56%"
"079 
Jasper County","52",".12%","98.11%","1",".03%","1.89%","53",".11%"
"080 
Jeff Davis County","84",".19%","96.55%","3",".10%","3.45%","87",".18%"
"081 
Jefferson County","146",".33%","94.81%","8",".26%","5.19%","154",".32%"
"082 
Jenkins County","67",".15%","93.06%","5",".16%","6.94%","72",".15%"
"083 
Johnson County","40",".09%","95.24%","2",".06%","4.76%","42",".09%"
"084 
Jones County","160",".36%","86.49%","25",".80%","13.51%","185",".39%"
"085 
Lamar County","69",".15%","92.00%","6",".19%","8.00%","75",".16%"
"086 
Lanier County","41",".09%","93.18%","3",".10%","6.82%","44",".09%"
"087 
Laurens County","271",".61%","92.81%","21",".67%","7.19%","292",".61%"
"088 
Lee County","58",".13%","86.57%","9",".29%","13.43%","67",".14%"
"089 
Liberty County","191",".43%","94.09%","12",".39%","5.91%","203",".43%"
"090 
Lincoln County","32",".07%","100.00%","","","","32",".07%"
"091 
Long County","56",".13%","94.92%","3",".10%","5.08%","59",".12%"
"092 
Lowndes County","450","1.01%","96.77%","15",".48%","3.23%","465",".97%"
"093 
Lumpkin County","81",".18%","92.05%","7",".22%","7.95%","88",".18%"
"094 
Macon County","49",".11%","96.08%","2",".06%","3.92%","51",".11%"
"095 
Madison County","116",".26%","89.92%","13",".42%","10.08%","129",".27%"
"096 
Marion County","28",".06%","90.32%","3",".10%","9.68%","31",".06%"
"097 
Mcduffie County","166",".37%","94.86%","9",".29%","5.14%","175",".37%"
"098 
Mcintosh County","48",".11%","90.57%","5",".16%","9.43%","53",".11%"
"099 
Meriwether County","142",".32%","92.81%","11",".35%","7.19%","153",".32%"
"100 
Miller County","25",".06%","96.15%","1",".03%","3.85%","26",".05%"
"101 
Mitchell County","131",".29%","94.93%","7",".22%","5.07%","138",".29%"
"102 
Monroe County","140",".31%","91.50%","13",".42%","8.50%","153",".32%"
"103 
Montgomery County","24",".05%","85.71%","4",".13%","14.29%","28",".06%"
"104 
Morgan County","131",".29%","92.91%","10",".32%","7.09%","141",".30%"
"105 
Murray County","186",".42%","88.15%","25",".80%","11.85%","211",".44%"
"106 
Muscogee County","1,054","2.36%","95.21%","53","1.70%","4.79%","1,107","2.32%"
"107 
Newton County","612","1.37%","91.21%","59","1.90%","8.79%","671","1.41%"
"108 
Oconee County","46",".10%","100.00%","","","","46",".10%"
"109 
Oglethorpe County","63",".14%","96.92%","2",".06%","3.08%","65",".14%"
"110 
Paulding County","218",".49%","94.37%","13",".42%","5.63%","231",".48%"
"111 
Peach County","70",".16%","90.91%","7",".22%","9.09%","77",".16%"
"112 
Pickens County","94",".21%","94.00%","6",".19%","6.00%","100",".21%"
"113 
Pierce County","110",".25%","90.16%","12",".39%","9.84%","122",".26%"
