"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","43",".10%","91.49%","4",".12%","8.51%","47",".10%"
"115
Polk County","188",".42%","91.71%","17",".52%","8.29%","205",".43%"
"116
Pulaski County","34",".08%","82.93%","7",".21%","17.07%","41",".09%"
"117
Putnam County","159",".36%","94.08%","10",".31%","5.92%","169",".35%"
"118
Quitman County","8",".02%","100.00%","","","","8",".02%"
"119
Rabun County","66",".15%","86.84%","10",".31%","13.16%","76",".16%"
"120
Randolph County","44",".10%","95.65%","2",".06%","4.35%","46",".10%"
"121
Richmond County","1,523","3.42%","94.77%","84","2.58%","5.23%","1,607","3.36%"
"122
Rockdale County","422",".95%","93.78%","28",".86%","6.22%","450",".94%"
"123
Schley County","21",".05%","100.00%","","","","21",".04%"
"124
Screven County","106",".24%","95.50%","5",".15%","4.50%","111",".23%"
"125
Seminole County","68",".15%","88.31%","9",".28%","11.69%","77",".16%"
"126
Spalding County","422",".95%","91.34%","40","1.23%","8.66%","462",".97%"
"127
Stephens County","123",".28%","96.09%","5",".15%","3.91%","128",".27%"
"128
Stewart County","18",".04%","85.71%","3",".09%","14.29%","21",".04%"
"129
Sumter County","198",".44%","97.54%","5",".15%","2.46%","203",".42%"
"130
Talbot County","23",".05%","95.83%","1",".03%","4.17%","24",".05%"
"131
Taliaferro County","18",".04%","100.00%","","","","18",".04%"
"132
Tattnall County","160",".36%","85.56%","27",".83%","14.44%","187",".39%"
"133
Taylor County","45",".10%","91.84%","4",".12%","8.16%","49",".10%"
"134
Telfair County","99",".22%","93.40%","7",".21%","6.60%","106",".22%"
"135
Terrell County","64",".14%","96.97%","2",".06%","3.03%","66",".14%"
"136
Thomas County","210",".47%","96.33%","8",".25%","3.67%","218",".46%"
"137
Tift County","298",".67%","96.13%","12",".37%","3.87%","310",".65%"
"138
Toombs County","276",".62%","91.39%","26",".80%","8.61%","302",".63%"
"139
Towns County","46",".10%","77.97%","13",".40%","22.03%","59",".12%"
"140
Treutlen County","59",".13%","98.33%","1",".03%","1.67%","60",".13%"
"141
Troup County","562","1.26%","93.36%","40","1.23%","6.64%","602","1.26%"
"142
Turner County","47",".11%","94.00%","3",".09%","6.00%","50",".10%"
"143
Twiggs County","41",".09%","89.13%","5",".15%","10.87%","46",".10%"
"144
Union County","82",".18%","86.32%","13",".40%","13.68%","95",".20%"
"145
Upson County","179",".40%","96.24%","7",".21%","3.76%","186",".39%"
"146
Walker County","407",".91%","92.29%","34","1.04%","7.71%","441",".92%"
"147
Walton County","622","1.40%","89.88%","70","2.15%","10.12%","692","1.45%"
"148
Ware County","243",".55%","89.67%","28",".86%","10.33%","271",".57%"
"149
Warren County","28",".06%","87.50%","4",".12%","12.50%","32",".07%"
"150
Washington County","177",".40%","92.19%","15",".46%","7.81%","192",".40%"
"151
Wayne County","180",".40%","89.55%","21",".64%","10.45%","201",".42%"
