"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114 
Pike County","40",".09%","95.24%","2",".06%","4.76%","42",".09%"
"115 
Polk County","204",".45%","91.48%","19",".57%","8.52%","223",".46%"
"116 
Pulaski County","33",".07%","84.62%","6",".18%","15.38%","39",".08%"
"117 
Putnam County","149",".33%","93.71%","10",".30%","6.29%","159",".33%"
"118 
Quitman County","8",".02%","100.00%","","","","8",".02%"
"119 
Rabun County","69",".15%","89.61%","8",".24%","10.39%","77",".16%"
"120 
Randolph County","44",".10%","95.65%","2",".06%","4.35%","46",".09%"
"121 
Richmond County","1,542","3.41%","93.91%","100","2.99%","6.09%","1,642","3.38%"
"122 
Rockdale County","448",".99%","92.95%","34","1.02%","7.05%","482",".99%"
"123 
Schley County","21",".05%","95.45%","1",".03%","4.55%","22",".05%"
"124 
Screven County","109",".24%","94.78%","6",".18%","5.22%","115",".24%"
"125 
Seminole County","68",".15%","89.47%","8",".24%","10.53%","76",".16%"
"126 
Spalding County","456","1.01%","91.94%","40","1.20%","8.06%","496","1.02%"
"127 
Stephens County","123",".27%","98.40%","2",".06%","1.60%","125",".26%"
"128 
Stewart County","23",".05%","88.46%","3",".09%","11.54%","26",".05%"
"129 
Sumter County","199",".44%","94.76%","11",".33%","5.24%","210",".43%"
"130 
Talbot County","22",".05%","91.67%","2",".06%","8.33%","24",".05%"
"131 
Taliaferro County","17",".04%","100.00%","","","","17",".04%"
"132 
Tattnall County","166",".37%","85.57%","28",".84%","14.43%","194",".40%"
"133 
Taylor County","44",".10%","93.62%","3",".09%","6.38%","47",".10%"
"134 
Telfair County","94",".21%","93.07%","7",".21%","6.93%","101",".21%"
"135 
Terrell County","62",".14%","96.88%","2",".06%","3.13%","64",".13%"
"136 
Thomas County","229",".51%","95.02%","12",".36%","4.98%","241",".50%"
"137 
Tift County","288",".64%","95.68%","13",".39%","4.32%","301",".62%"
"138 
Toombs County","270",".60%","91.22%","26",".78%","8.78%","296",".61%"
"139 
Towns County","58",".13%","78.38%","16",".48%","21.62%","74",".15%"
"140 
Treutlen County","59",".13%","92.19%","5",".15%","7.81%","64",".13%"
"141 
Troup County","585","1.29%","93.00%","44","1.32%","7.00%","629","1.30%"
"142 
Turner County","54",".12%","93.10%","4",".12%","6.90%","58",".12%"
"143 
Twiggs County","37",".08%","88.10%","5",".15%","11.90%","42",".09%"
"144 
Union County","79",".17%","86.81%","12",".36%","13.19%","91",".19%"
"145 
Upson County","179",".40%","92.27%","15",".45%","7.73%","194",".40%"
"146 
Walker County","436",".96%","91.98%","38","1.14%","8.02%","474",".98%"
"147 
Walton County","621","1.37%","91.06%","61","1.82%","8.94%","682","1.40%"
"148 
Ware County","261",".58%","90.00%","29",".87%","10.00%","290",".60%"
"149 
Warren County","27",".06%","90.00%","3",".09%","10.00%","30",".06%"
"150 
Washington County","170",".38%","93.41%","12",".36%","6.59%","182",".37%"
"151 
Wayne County","178",".39%","89.45%","21",".63%","10.55%","199",".41%"
