"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038 
Coweta County","597","1.27%","94.16%","37","1.00%","5.84%","634","1.25%"
"039 
Crawford County","23",".05%","100.00%","","","","23",".05%"
"040 
Crisp County","368",".78%","92.93%","28",".76%","7.07%","396",".78%"
"041 
Dade County","85",".18%","85.86%","14",".38%","14.14%","99",".20%"
"042 
Dawson County","136",".29%","89.47%","16",".43%","10.53%","152",".30%"
"043 
Decatur County","292",".62%","91.25%","28",".76%","8.75%","320",".63%"
"044 
Dekalb County","2,398","5.10%","95.65%","109","2.96%","4.35%","2,507","4.95%"
"045 
Dodge County","143",".30%","89.38%","17",".46%","10.63%","160",".32%"
"046 
Dooly County","132",".28%","88.00%","18",".49%","12.00%","150",".30%"
"047 
Dougherty County","750","1.60%","95.42%","36",".98%","4.58%","786","1.55%"
"048 
Douglas County","845","1.80%","89.99%","94","2.55%","10.01%","939","1.85%"
"049 
Early County","85",".18%","96.59%","3",".08%","3.41%","88",".17%"
"050 
Echols County","10",".02%","76.92%","3",".08%","23.08%","13",".03%"
"051 
Effingham County","341",".73%","88.80%","43","1.17%","11.20%","384",".76%"
"052 
Elbert County","140",".30%","93.33%","10",".27%","6.67%","150",".30%"
"053 
Emanuel County","194",".41%","93.72%","13",".35%","6.28%","207",".41%"
"054 
Evans County","80",".17%","93.02%","6",".16%","6.98%","86",".17%"
"055 
Fannin County","99",".21%","91.67%","9",".24%","8.33%","108",".21%"
"056 
Fayette County","372",".79%","90.51%","39","1.06%","9.49%","411",".81%"
"057 
Floyd County","845","1.80%","89.99%","94","2.55%","10.01%","939","1.85%"
"058 
Forsyth County","381",".81%","89.02%","47","1.28%","10.98%","428",".84%"
"059 
Franklin County","166",".35%","86.91%","25",".68%","13.09%","191",".38%"
"060 
Fulton County","4,330","9.21%","96.12%","175","4.75%","3.88%","4,505","8.89%"
"061 
Gilmer County","102",".22%","90.27%","11",".30%","9.73%","113",".22%"
"062 
Glascock County","16",".03%","100.00%","","","","16",".03%"
"063 
Glynn County","536","1.14%","93.38%","38","1.03%","6.62%","574","1.13%"
"064 
Gordon County","373",".79%","87.35%","54","1.47%","12.65%","427",".84%"
"065 
Grady County","198",".42%","92.09%","17",".46%","7.91%","215",".42%"
"066 
Greene County","111",".24%","87.40%","16",".43%","12.60%","127",".25%"
"067 
Gwinnett County","2,366","5.03%","93.26%","171","4.64%","6.74%","2,537","5.00%"
"068 
Habersham County","128",".27%","87.07%","19",".52%","12.93%","147",".29%"
"069 
Hall County","653","1.39%","92.10%","56","1.52%","7.90%","709","1.40%"
"070 
Hancock County","40",".09%","93.02%","3",".08%","6.98%","43",".08%"
"071 
Haralson County","185",".39%","90.69%","19",".52%","9.31%","204",".40%"
"072 
Harris County","91",".19%","95.79%","4",".11%","4.21%","95",".19%"
"073 
Hart County","172",".37%","92.47%","14",".38%","7.53%","186",".37%"
"074 
Heard County","50",".11%","92.59%","4",".11%","7.41%","54",".11%"
"075 
Henry County","727","1.55%","92.26%","61","1.66%","7.74%","788","1.55%"
