"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","560","1.04%","91.80%","50","1.28%","8.20%","610","1.06%"
"039
Crawford County","18",".03%","94.74%","1",".03%","5.26%","19",".03%"
"040
Crisp County","268",".50%","93.06%","20",".51%","6.94%","288",".50%"
"041
Dade County","132",".25%","90.41%","14",".36%","9.59%","146",".25%"
"042
Dawson County","122",".23%","91.73%","11",".28%","8.27%","133",".23%"
"043
Decatur County","311",".58%","90.94%","31",".80%","9.06%","342",".59%"
"044
Dekalb County","3,181","5.93%","95.21%","160","4.11%","4.79%","3,341","5.80%"
"045
Dodge County","170",".32%","94.97%","9",".23%","5.03%","179",".31%"
"046
Dooly County","94",".18%","94.95%","5",".13%","5.05%","99",".17%"
"047
Dougherty County","1,037","1.93%","94.70%","58","1.49%","5.30%","1,095","1.90%"
"048
Douglas County","1,284","2.39%","89.17%","156","4.01%","10.83%","1,440","2.50%"
"049
Early County","110",".20%","97.35%","3",".08%","2.65%","113",".20%"
"050
Echols County","7",".01%","100.00%","","","","7",".01%"
"051
Effingham County","189",".35%","92.65%","15",".39%","7.35%","204",".35%"
"052
Elbert County","153",".29%","92.73%","12",".31%","7.27%","165",".29%"
"053
Emanuel County","180",".34%","92.78%","14",".36%","7.22%","194",".34%"
"054
Evans County","111",".21%","97.37%","3",".08%","2.63%","114",".20%"
"055
Fannin County","115",".21%","92.74%","9",".23%","7.26%","124",".22%"
"056
Fayette County","420",".78%","91.30%","40","1.03%","8.70%","460",".80%"
"057
Floyd County","822","1.53%","90.53%","86","2.21%","9.47%","908","1.58%"
"058
Forsyth County","322",".60%","85.87%","53","1.36%","14.13%","375",".65%"
"059
Franklin County","142",".26%","91.03%","14",".36%","8.97%","156",".27%"
"060
Fulton County","5,178","9.65%","95.94%","219","5.63%","4.06%","5,397","9.37%"
"061
Gilmer County","136",".25%","91.28%","13",".33%","8.72%","149",".26%"
"062
Glascock County","7",".01%","87.50%","1",".03%","12.50%","8",".01%"
"063
Glynn County","425",".79%","94.44%","25",".64%","5.56%","450",".78%"
"064
Gordon County","334",".62%","89.78%","38",".98%","10.22%","372",".65%"
"065
Grady County","237",".44%","94.42%","14",".36%","5.58%","251",".44%"
"066
Greene County","153",".29%","92.17%","13",".33%","7.83%","166",".29%"
"067
Gwinnett County","2,503","4.66%","92.50%","203","5.21%","7.50%","2,706","4.70%"
"068
Habersham County","109",".20%","95.61%","5",".13%","4.39%","114",".20%"
"069
Hall County","765","1.43%","92.95%","58","1.49%","7.05%","823","1.43%"
"070
Hancock County","39",".07%","97.50%","1",".03%","2.50%","40",".07%"
"071
Haralson County","106",".20%","92.98%","8",".21%","7.02%","114",".20%"
"072
Harris County","123",".23%","95.35%","6",".15%","4.65%","129",".22%"
"073
Hart County","116",".22%","95.08%","6",".15%","4.92%","122",".21%"
"074
Heard County","57",".11%","91.94%","5",".13%","8.06%","62",".11%"
"075
Henry County","640","1.19%","90.65%","66","1.70%","9.35%","706","1.23%"
