"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","701","1.36%","94.47%","41","1.09%","5.53%","742","1.34%"
"077
Irwin County","76",".15%","92.68%","6",".16%","7.32%","82",".15%"
"078
Jackson County","248",".48%","89.21%","30",".80%","10.79%","278",".50%"
"079
Jasper County","65",".13%","87.84%","9",".24%","12.16%","74",".13%"
"080
Jeff Davis County","88",".17%","95.65%","4",".11%","4.35%","92",".17%"
"081
Jefferson County","183",".36%","97.86%","4",".11%","2.14%","187",".34%"
"082
Jenkins County","72",".14%","96.00%","3",".08%","4.00%","75",".14%"
"083
Johnson County","50",".10%","94.34%","3",".08%","5.66%","53",".10%"
"084
Jones County","208",".40%","88.14%","28",".75%","11.86%","236",".43%"
"085
Lamar County","84",".16%","94.38%","5",".13%","5.62%","89",".16%"
"086
Lanier County","46",".09%","97.87%","1",".03%","2.13%","47",".09%"
"087
Laurens County","324",".63%","94.46%","19",".51%","5.54%","343",".62%"
"088
Lee County","67",".13%","89.33%","8",".21%","10.67%","75",".14%"
"089
Liberty County","314",".61%","92.63%","25",".67%","7.37%","339",".61%"
"090
Lincoln County","28",".05%","90.32%","3",".08%","9.68%","31",".06%"
"091
Long County","85",".17%","94.44%","5",".13%","5.56%","90",".16%"
"092
Lowndes County","560","1.09%","95.56%","26",".69%","4.44%","586","1.06%"
"093
Lumpkin County","89",".17%","89.90%","10",".27%","10.10%","99",".18%"
"094
Macon County","63",".12%","96.92%","2",".05%","3.08%","65",".12%"
"095
Madison County","107",".21%","93.04%","8",".21%","6.96%","115",".21%"
"096
Marion County","24",".05%","92.31%","2",".05%","7.69%","26",".05%"
"097
Mcduffie County","189",".37%","95.45%","9",".24%","4.55%","198",".36%"
"098
Mcintosh County","82",".16%","94.25%","5",".13%","5.75%","87",".16%"
"099
Meriwether County","195",".38%","96.06%","8",".21%","3.94%","203",".37%"
"100
Miller County","35",".07%","100.00%","","","","35",".06%"
"101
Mitchell County","214",".42%","91.45%","20",".53%","8.55%","234",".42%"
"102
Monroe County","163",".32%","89.07%","20",".53%","10.93%","183",".33%"
"103
Montgomery County","44",".09%","97.78%","1",".03%","2.22%","45",".08%"
"104
Morgan County","147",".29%","93.04%","11",".29%","6.96%","158",".29%"
"105
Murray County","166",".32%","91.71%","15",".40%","8.29%","181",".33%"
"106
Muscogee County","1,390","2.70%","95.08%","72","1.92%","4.92%","1,462","2.65%"
"107
Newton County","699","1.36%","93.20%","51","1.36%","6.80%","750","1.36%"
"108
Oconee County","46",".09%","93.88%","3",".08%","6.12%","49",".09%"
"109
Oglethorpe County","50",".10%","96.15%","2",".05%","3.85%","52",".09%"
"110
Paulding County","300",".58%","92.59%","24",".64%","7.41%","324",".59%"
"111
Peach County","80",".16%","96.39%","3",".08%","3.61%","83",".15%"
"112
Pickens County","95",".18%","92.23%","8",".21%","7.77%","103",".19%"
"113
Pierce County","69",".13%","95.83%","3",".08%","4.17%","72",".13%"
