"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Houston County","719","1.45%","94.11%","45","1.29%","5.89%","764","1.44%"
"Irwin County","72",".15%","93.51%","5",".14%","6.49%","77",".14%"
"Jackson County","247",".50%","91.48%","23",".66%","8.52%","270",".51%"
"Jasper County","58",".12%","89.23%","7",".20%","10.77%","65",".12%"
"Jeff Davis County","93",".19%","94.90%","5",".14%","5.10%","98",".18%"
"Jefferson County","164",".33%","97.04%","5",".14%","2.96%","169",".32%"
"Jenkins County","70",".14%","93.33%","5",".14%","6.67%","75",".14%"
"Johnson County","55",".11%","96.49%","2",".06%","3.51%","57",".11%"
"Jones County","208",".42%","89.66%","24",".69%","10.34%","232",".44%"
"Lamar County","81",".16%","92.05%","7",".20%","7.95%","88",".17%"
"Lanier County","47",".09%","95.92%","2",".06%","4.08%","49",".09%"
"Laurens County","285",".57%","94.06%","18",".52%","5.94%","303",".57%"
"Lee County","67",".13%","95.71%","3",".09%","4.29%","70",".13%"
"Liberty County","290",".58%","92.95%","22",".63%","7.05%","312",".59%"
"Lincoln County","28",".06%","100.00%","","","","28",".05%"
"Long County","85",".17%","93.41%","6",".17%","6.59%","91",".17%"
"Lowndes County","544","1.10%","95.61%","25",".72%","4.39%","569","1.07%"
"Lumpkin County","93",".19%","90.29%","10",".29%","9.71%","103",".19%"
"Macon County","57",".11%","96.61%","2",".06%","3.39%","59",".11%"
"Madison County","107",".22%","90.68%","11",".32%","9.32%","118",".22%"
"Marion County","27",".05%","96.43%","1",".03%","3.57%","28",".05%"
"Mcduffie County","187",".38%","94.44%","11",".32%","5.56%","198",".37%"
"Mcintosh County","80",".16%","95.24%","4",".12%","4.76%","84",".16%"
"Meriwether County","160",".32%","95.24%","8",".23%","4.76%","168",".32%"
"Miller County","36",".07%","100.00%","","","","36",".07%"
"Mitchell County","192",".39%","92.31%","16",".46%","7.69%","208",".39%"
"Monroe County","161",".32%","87.50%","23",".66%","12.50%","184",".35%"
"Montgomery County","34",".07%","100.00%","","","","34",".06%"
"Morgan County","160",".32%","89.39%","19",".55%","10.61%","179",".34%"
"Murray County","147",".30%","93.04%","11",".32%","6.96%","158",".30%"
"Muscogee County","1,222","2.46%","95.32%","60","1.73%","4.68%","1,282","2.41%"
"Newton County","651","1.31%","93.13%","48","1.38%","6.87%","699","1.32%"
"Oconee County","53",".11%","96.36%","2",".06%","3.64%","55",".10%"
"Oglethorpe County","60",".12%","98.36%","1",".03%","1.64%","61",".11%"
"Paulding County","257",".52%","94.49%","15",".43%","5.51%","272",".51%"
"Peach County","82",".17%","96.47%","3",".09%","3.53%","85",".16%"
"Pickens County","94",".19%","91.26%","9",".26%","8.74%","103",".19%"
"Pierce County","76",".15%","95.00%","4",".12%","5.00%","80",".15%"
