"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","38",".08%","92.68%","3",".08%","7.32%","41",".08%"
"115
Polk County","216",".47%","91.53%","20",".56%","8.47%","236",".47%"
"116
Pulaski County","33",".07%","91.67%","3",".08%","8.33%","36",".07%"
"117
Putnam County","155",".33%","96.27%","6",".17%","3.73%","161",".32%"
"118
Quitman County","8",".02%","100.00%","","","","8",".02%"
"119
Rabun County","62",".13%","86.11%","10",".28%","13.89%","72",".14%"
"120
Randolph County","45",".10%","95.74%","2",".06%","4.26%","47",".09%"
"121
Richmond County","1,582","3.42%","93.55%","109","3.03%","6.45%","1,691","3.39%"
"122
Rockdale County","447",".97%","92.16%","38","1.06%","7.84%","485",".97%"
"123
Schley County","18",".04%","100.00%","","","","18",".04%"
"124
Screven County","113",".24%","95.76%","5",".14%","4.24%","118",".24%"
"125
Seminole County","68",".15%","89.47%","8",".22%","10.53%","76",".15%"
"126
Spalding County","472","1.02%","91.30%","45","1.25%","8.70%","517","1.04%"
"127
Stephens County","117",".25%","98.32%","2",".06%","1.68%","119",".24%"
"128
Stewart County","25",".05%","89.29%","3",".08%","10.71%","28",".06%"
"129
Sumter County","195",".42%","94.20%","12",".33%","5.80%","207",".41%"
"130
Talbot County","22",".05%","91.67%","2",".06%","8.33%","24",".05%"
"131
Taliaferro County","20",".04%","100.00%","","","","20",".04%"
"132
Tattnall County","189",".41%","86.30%","30",".83%","13.70%","219",".44%"
"133
Taylor County","48",".10%","94.12%","3",".08%","5.88%","51",".10%"
"134
Telfair County","102",".22%","91.07%","10",".28%","8.93%","112",".22%"
"135
Terrell County","64",".14%","95.52%","3",".08%","4.48%","67",".13%"
"136
Thomas County","233",".50%","96.28%","9",".25%","3.72%","242",".49%"
"137
Tift County","301",".65%","94.95%","16",".44%","5.05%","317",".64%"
"138
Toombs County","270",".58%","92.78%","21",".58%","7.22%","291",".58%"
"139
Towns County","69",".15%","75.82%","22",".61%","24.18%","91",".18%"
"140
Treutlen County","61",".13%","91.04%","6",".17%","8.96%","67",".13%"
"141
Troup County","594","1.28%","92.09%","51","1.42%","7.91%","645","1.29%"
"142
Turner County","58",".13%","95.08%","3",".08%","4.92%","61",".12%"
"143
Twiggs County","41",".09%","93.18%","3",".08%","6.82%","44",".09%"
"144
Union County","80",".17%","86.02%","13",".36%","13.98%","93",".19%"
"145
Upson County","198",".43%","91.24%","19",".53%","8.76%","217",".44%"
"146
Walker County","429",".93%","91.47%","40","1.11%","8.53%","469",".94%"
"147
Walton County","618","1.34%","92.10%","53","1.47%","7.90%","671","1.35%"
"148
Ware County","261",".56%","90.00%","29",".81%","10.00%","290",".58%"
"149
Warren County","29",".06%","96.67%","1",".03%","3.33%","30",".06%"
"150
Washington County","180",".39%","93.75%","12",".33%","6.25%","192",".38%"
"151
Wayne County","184",".40%","88.46%","24",".67%","11.54%","208",".42%"
