"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","209",".45%","93.72%","14",".40%","6.28%","223",".45%"
"001
Appling County","104",".23%","97.20%","3",".09%","2.80%","107",".22%"
"002
Atkinson County","50",".11%","96.15%","2",".06%","3.85%","52",".11%"
"003
Bacon County","74",".16%","94.87%","4",".11%","5.13%","78",".16%"
"004
Baker County","14",".03%","87.50%","2",".06%","12.50%","16",".03%"
"005
Baldwin County","290",".63%","92.95%","22",".63%","7.05%","312",".63%"
"006
Banks County","52",".11%","91.23%","5",".14%","8.77%","57",".12%"
"007
Barrow County","358",".78%","89.50%","42","1.19%","10.50%","400",".81%"
"008
Bartow County","575","1.25%","87.92%","79","2.25%","12.08%","654","1.32%"
"009
Ben Hill County","247",".54%","92.51%","20",".57%","7.49%","267",".54%"
"010
Berrien County","102",".22%","94.44%","6",".17%","5.56%","108",".22%"
"011
Bibb County","929","2.02%","95.18%","47","1.34%","4.82%","976","1.97%"
"012
Bleckley County","59",".13%","92.19%","5",".14%","7.81%","64",".13%"
"013
Brantley County","86",".19%","85.15%","15",".43%","14.85%","101",".20%"
"014
Brooks County","48",".10%","97.96%","1",".03%","2.04%","49",".10%"
"015
Bryan County","60",".13%","96.77%","2",".06%","3.23%","62",".13%"
"016
Bulloch County","481","1.05%","92.86%","37","1.05%","7.14%","518","1.05%"
"017
Burke County","212",".46%","95.93%","9",".26%","4.07%","221",".45%"
"018
Butts County","140",".30%","93.96%","9",".26%","6.04%","149",".30%"
"019
Calhoun County","24",".05%","85.71%","4",".11%","14.29%","28",".06%"
"020
Camden County","186",".40%","92.54%","15",".43%","7.46%","201",".41%"
"021
Candler County","79",".17%","91.86%","7",".20%","8.14%","86",".17%"
"022
Carroll County","653","1.42%","93.69%","44","1.25%","6.31%","697","1.41%"
"023
Catoosa County","364",".79%","87.92%","50","1.42%","12.08%","414",".84%"
"024
Charlton County","67",".15%","89.33%","8",".23%","10.67%","75",".15%"
"025
Chatham County","1,514","3.29%","95.76%","67","1.91%","4.24%","1,581","3.19%"
"026
Chattahoochee County","14",".03%","100.00%","","","","14",".03%"
"027
Chattooga County","161",".35%","92.00%","14",".40%","8.00%","175",".35%"
"028
Cherokee County","582","1.27%","92.68%","46","1.31%","7.32%","628","1.27%"
"029
Clarke County","460","1.00%","95.24%","23",".65%","4.76%","483",".98%"
"030
Clay County","11",".02%","78.57%","3",".09%","21.43%","14",".03%"
"031
Clayton County","1,079","2.35%","93.58%","74","2.10%","6.42%","1,153","2.33%"
"032
Clinch County","41",".09%","97.62%","1",".03%","2.38%","42",".08%"
"033
Cobb County","2,154","4.68%","92.88%","165","4.69%","7.12%","2,319","4.68%"
"034
Coffee County","296",".64%","93.67%","20",".57%","6.33%","316",".64%"
"035
Colquitt County","236",".51%","94.40%","14",".40%","5.60%","250",".50%"
"036
Columbia County","403",".88%","89.56%","47","1.34%","10.44%","450",".91%"
"037
Cook County","107",".23%","92.24%","9",".26%","7.76%","116",".23%"
