"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","563","1.05%","92.14%","48","1.24%","7.86%","611","1.06%"
"039
Crawford County","19",".04%","95.00%","1",".03%","5.00%","20",".03%"
"040
Crisp County","280",".52%","93.33%","20",".52%","6.67%","300",".52%"
"041
Dade County","123",".23%","91.79%","11",".28%","8.21%","134",".23%"
"042
Dawson County","128",".24%","92.75%","10",".26%","7.25%","138",".24%"
"043
Decatur County","317",".59%","91.62%","29",".75%","8.38%","346",".60%"
"044
Dekalb County","3,243","6.04%","95.49%","153","3.95%","4.51%","3,396","5.90%"
"045
Dodge County","172",".32%","95.03%","9",".23%","4.97%","181",".31%"
"046
Dooly County","90",".17%","92.78%","7",".18%","7.22%","97",".17%"
"047
Dougherty County","1,080","2.01%","94.90%","58","1.50%","5.10%","1,138","1.98%"
"048
Douglas County","1,322","2.46%","89.51%","155","4.00%","10.49%","1,477","2.57%"
"049
Early County","107",".20%","96.40%","4",".10%","3.60%","111",".19%"
"050
Echols County","10",".02%","100.00%","","","","10",".02%"
"051
Effingham County","198",".37%","92.96%","15",".39%","7.04%","213",".37%"
"052
Elbert County","148",".28%","91.93%","13",".34%","8.07%","161",".28%"
"053
Emanuel County","172",".32%","92.97%","13",".34%","7.03%","185",".32%"
"054
Evans County","102",".19%","97.14%","3",".08%","2.86%","105",".18%"
"055
Fannin County","110",".20%","91.67%","10",".26%","8.33%","120",".21%"
"056
Fayette County","415",".77%","89.44%","49","1.26%","10.56%","464",".81%"
"057
Floyd County","823","1.53%","90.04%","91","2.35%","9.96%","914","1.59%"
"058
Forsyth County","338",".63%","86.45%","53","1.37%","13.55%","391",".68%"
"059
Franklin County","142",".26%","94.04%","9",".23%","5.96%","151",".26%"
"060
Fulton County","5,121","9.54%","95.92%","218","5.62%","4.08%","5,339","9.27%"
"061
Gilmer County","130",".24%","92.86%","10",".26%","7.14%","140",".24%"
"062
Glascock County","10",".02%","90.91%","1",".03%","9.09%","11",".02%"
"063
Glynn County","426",".79%","95.09%","22",".57%","4.91%","448",".78%"
"064
Gordon County","345",".64%","90.31%","37",".95%","9.69%","382",".66%"
"065
Grady County","249",".46%","94.32%","15",".39%","5.68%","264",".46%"
"066
Greene County","149",".28%","93.71%","10",".26%","6.29%","159",".28%"
"067
Gwinnett County","2,554","4.76%","92.97%","193","4.98%","7.03%","2,747","4.77%"
"068
Habersham County","111",".21%","94.87%","6",".15%","5.13%","117",".20%"
"069
Hall County","760","1.42%","92.57%","61","1.57%","7.43%","821","1.43%"
"070
Hancock County","40",".07%","100.00%","","","","40",".07%"
"071
Haralson County","98",".18%","92.45%","8",".21%","7.55%","106",".18%"
"072
Harris County","123",".23%","96.85%","4",".10%","3.15%","127",".22%"
"073
Hart County","118",".22%","95.93%","5",".13%","4.07%","123",".21%"
"074
Heard County","59",".11%","90.77%","6",".15%","9.23%","65",".11%"
"075
Henry County","632","1.18%","90.54%","66","1.70%","9.46%","698","1.21%"
