"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","712","1.62%","91.87%","63","2.03%","8.13%","775","1.65%"
"Irwin County","58",".13%","98.31%","1",".03%","1.69%","59",".13%"
"Jackson County","238",".54%","91.19%","23",".74%","8.81%","261",".55%"
"Jasper County","53",".12%","96.36%","2",".06%","3.64%","55",".12%"
"Jeff Davis County","80",".18%","94.12%","5",".16%","5.88%","85",".18%"
"Jefferson County","133",".30%","93.01%","10",".32%","6.99%","143",".30%"
"Jenkins County","58",".13%","93.55%","4",".13%","6.45%","62",".13%"
"Johnson County","35",".08%","97.22%","1",".03%","2.78%","36",".08%"
"Jones County","162",".37%","87.57%","23",".74%","12.43%","185",".39%"
"Lamar County","75",".17%","87.21%","11",".35%","12.79%","86",".18%"
"Lanier County","50",".11%","92.59%","4",".13%","7.41%","54",".11%"
"Laurens County","252",".57%","91.30%","24",".77%","8.70%","276",".59%"
"Lee County","70",".16%","93.33%","5",".16%","6.67%","75",".16%"
"Liberty County","184",".42%","92.46%","15",".48%","7.54%","199",".42%"
"Lincoln County","35",".08%","92.11%","3",".10%","7.89%","38",".08%"
"Long County","62",".14%","93.94%","4",".13%","6.06%","66",".14%"
"Lowndes County","428",".97%","95.54%","20",".64%","4.46%","448",".95%"
"Lumpkin County","71",".16%","89.87%","8",".26%","10.13%","79",".17%"
"Macon County","42",".10%","91.30%","4",".13%","8.70%","46",".10%"
"Madison County","140",".32%","90.32%","15",".48%","9.68%","155",".33%"
"Marion County","23",".05%","95.83%","1",".03%","4.17%","24",".05%"
"Mcduffie County","160",".36%","94.67%","9",".29%","5.33%","169",".36%"
"Mcintosh County","54",".12%","91.53%","5",".16%","8.47%","59",".13%"
"Meriwether County","148",".34%","91.93%","13",".42%","8.07%","161",".34%"
"Miller County","26",".06%","100.00%","","","","26",".06%"
"Mitchell County","137",".31%","93.20%","10",".32%","6.80%","147",".31%"
"Monroe County","162",".37%","88.52%","21",".68%","11.48%","183",".39%"
"Montgomery County","26",".06%","96.30%","1",".03%","3.70%","27",".06%"
"Morgan County","147",".33%","91.30%","14",".45%","8.70%","161",".34%"
"Murray County","247",".56%","89.49%","29",".93%","10.51%","276",".59%"
"Muscogee County","932","2.12%","95.01%","49","1.58%","4.99%","981","2.09%"
"Newton County","630","1.43%","92.38%","52","1.67%","7.62%","682","1.45%"
"Oconee County","47",".11%","97.92%","1",".03%","2.08%","48",".10%"
"Oglethorpe County","65",".15%","97.01%","2",".06%","2.99%","67",".14%"
"Paulding County","224",".51%","93.33%","16",".51%","6.67%","240",".51%"
"Peach County","58",".13%","93.55%","4",".13%","6.45%","62",".13%"
"Pickens County","97",".22%","88.99%","12",".39%","11.01%","109",".23%"
"Pierce County","106",".24%","92.98%","8",".26%","7.02%","114",".24%"
