"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","544","1.03%","91.28%","52","1.33%","8.72%","596","1.05%"
"039
Crawford County","20",".04%","95.24%","1",".03%","4.76%","21",".04%"
"040
Crisp County","269",".51%","92.76%","21",".54%","7.24%","290",".51%"
"041
Dade County","139",".26%","90.26%","15",".39%","9.74%","154",".27%"
"042
Dawson County","124",".24%","89.86%","14",".36%","10.14%","138",".24%"
"043
Decatur County","302",".57%","90.42%","32",".82%","9.58%","334",".59%"
"044
Dekalb County","3,180","6.03%","95.07%","165","4.24%","4.93%","3,345","5.91%"
"045
Dodge County","164",".31%","94.25%","10",".26%","5.75%","174",".31%"
"046
Dooly County","97",".18%","96.04%","4",".10%","3.96%","101",".18%"
"047
Dougherty County","1,038","1.97%","94.71%","58","1.49%","5.29%","1,096","1.94%"
"048
Douglas County","1,261","2.39%","88.80%","159","4.08%","11.20%","1,420","2.51%"
"049
Early County","102",".19%","97.14%","3",".08%","2.86%","105",".19%"
"050
Echols County","9",".02%","100.00%","","","","9",".02%"
"051
Effingham County","170",".32%","92.39%","14",".36%","7.61%","184",".33%"
"052
Elbert County","141",".27%","91.56%","13",".33%","8.44%","154",".27%"
"053
Emanuel County","179",".34%","94.21%","11",".28%","5.79%","190",".34%"
"054
Evans County","108",".20%","97.30%","3",".08%","2.70%","111",".20%"
"055
Fannin County","111",".21%","91.74%","10",".26%","8.26%","121",".21%"
"056
Fayette County","378",".72%","90.87%","38",".98%","9.13%","416",".74%"
"057
Floyd County","818","1.55%","89.89%","92","2.36%","10.11%","910","1.61%"
"058
Forsyth County","315",".60%","85.14%","55","1.41%","14.86%","370",".65%"
"059
Franklin County","141",".27%","89.24%","17",".44%","10.76%","158",".28%"
"060
Fulton County","5,179","9.83%","96.00%","216","5.54%","4.00%","5,395","9.53%"
"061
Gilmer County","138",".26%","91.39%","13",".33%","8.61%","151",".27%"
"062
Glascock County","7",".01%","87.50%","1",".03%","12.50%","8",".01%"
"063
Glynn County","418",".79%","94.57%","24",".62%","5.43%","442",".78%"
"064
Gordon County","327",".62%","89.10%","40","1.03%","10.90%","367",".65%"
"065
Grady County","225",".43%","93.75%","15",".39%","6.25%","240",".42%"
"066
Greene County","159",".30%","92.98%","12",".31%","7.02%","171",".30%"
"067
Gwinnett County","2,456","4.66%","92.57%","197","5.06%","7.43%","2,653","4.69%"
"068
Habersham County","110",".21%","94.83%","6",".15%","5.17%","116",".20%"
"069
Hall County","732","1.39%","92.54%","59","1.51%","7.46%","791","1.40%"
"070
Hancock County","42",".08%","100.00%","","","","42",".07%"
"071
Haralson County","106",".20%","93.81%","7",".18%","6.19%","113",".20%"
"072
Harris County","114",".22%","95.80%","5",".13%","4.20%","119",".21%"
"073
Hart County","118",".22%","95.16%","6",".15%","4.84%","124",".22%"
"074
Heard County","60",".11%","92.31%","5",".13%","7.69%","65",".11%"
"075
Henry County","611","1.16%","90.25%","66","1.69%","9.75%","677","1.20%"
