"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","644","1.27%","93.20%","47","1.23%","6.80%","691","1.27%"
"Irwin County","77",".15%","97.47%","2",".05%","2.53%","79",".15%"
"Jackson County","248",".49%","90.18%","27",".70%","9.82%","275",".50%"
"Jasper County","50",".10%","94.34%","3",".08%","5.66%","53",".10%"
"Jeff Davis County","96",".19%","95.05%","5",".13%","4.95%","101",".19%"
"Jefferson County","154",".30%","96.86%","5",".13%","3.14%","159",".29%"
"Jenkins County","75",".15%","96.15%","3",".08%","3.85%","78",".14%"
"Johnson County","37",".07%","94.87%","2",".05%","5.13%","39",".07%"
"Jones County","218",".43%","87.90%","30",".78%","12.10%","248",".46%"
"Lamar County","85",".17%","88.54%","11",".29%","11.46%","96",".18%"
"Lanier County","42",".08%","95.45%","2",".05%","4.55%","44",".08%"
"Laurens County","257",".51%","93.80%","17",".44%","6.20%","274",".50%"
"Lee County","68",".13%","91.89%","6",".16%","8.11%","74",".14%"
"Liberty County","248",".49%","94.30%","15",".39%","5.70%","263",".48%"
"Lincoln County","36",".07%","92.31%","3",".08%","7.69%","39",".07%"
"Long County","68",".13%","93.15%","5",".13%","6.85%","73",".13%"
"Lowndes County","492",".97%","96.09%","20",".52%","3.91%","512",".94%"
"Lumpkin County","82",".16%","91.11%","8",".21%","8.89%","90",".17%"
"Macon County","45",".09%","97.83%","1",".03%","2.17%","46",".08%"
"Madison County","143",".28%","89.94%","16",".42%","10.06%","159",".29%"
"Marion County","25",".05%","92.59%","2",".05%","7.41%","27",".05%"
"Mcduffie County","197",".39%","94.71%","11",".29%","5.29%","208",".38%"
"Mcintosh County","48",".09%","100.00%","","","","48",".09%"
"Meriwether County","182",".36%","89.22%","22",".57%","10.78%","204",".37%"
"Miller County","33",".07%","86.84%","5",".13%","13.16%","38",".07%"
"Mitchell County","158",".31%","91.86%","14",".37%","8.14%","172",".32%"
"Monroe County","130",".26%","94.89%","7",".18%","5.11%","137",".25%"
"Montgomery County","37",".07%","90.24%","4",".10%","9.76%","41",".08%"
"Morgan County","135",".27%","93.10%","10",".26%","6.90%","145",".27%"
"Murray County","195",".39%","92.42%","16",".42%","7.58%","211",".39%"
"Muscogee County","1,199","2.37%","95.01%","63","1.64%","4.99%","1,262","2.32%"
"Newton County","725","1.43%","91.66%","66","1.72%","8.34%","791","1.45%"
"Oconee County","54",".11%","94.74%","3",".08%","5.26%","57",".10%"
"Oglethorpe County","69",".14%","88.46%","9",".23%","11.54%","78",".14%"
"Paulding County","236",".47%","91.83%","21",".55%","8.17%","257",".47%"
"Peach County","109",".22%","93.97%","7",".18%","6.03%","116",".21%"
"Pickens County","106",".21%","90.60%","11",".29%","9.40%","117",".21%"
"Pierce County","117",".23%","92.86%","9",".23%","7.14%","126",".23%"
