"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Unknown","243",".45%","92.75%","19",".49%","7.25%","262",".46%"
"Appling County","101",".19%","96.19%","4",".10%","3.81%","105",".18%"
"Atkinson County","57",".11%","91.94%","5",".13%","8.06%","62",".11%"
"Bacon County","67",".12%","94.37%","4",".10%","5.63%","71",".12%"
"Baker County","13",".02%","100.00%","","","","13",".02%"
"Baldwin County","351",".65%","94.35%","21",".54%","5.65%","372",".65%"
"Banks County","63",".12%","95.45%","3",".08%","4.55%","66",".11%"
"Barrow County","277",".52%","92.33%","23",".59%","7.67%","300",".52%"
"Bartow County","697","1.30%","88.12%","94","2.41%","11.88%","791","1.37%"
"Ben Hill County","225",".42%","94.54%","13",".33%","5.46%","238",".41%"
"Berrien County","97",".18%","92.38%","8",".20%","7.62%","105",".18%"
"Bibb County","1,119","2.09%","94.99%","59","1.51%","5.01%","1,178","2.05%"
"Bleckley County","73",".14%","89.02%","9",".23%","10.98%","82",".14%"
"Brantley County","62",".12%","89.86%","7",".18%","10.14%","69",".12%"
"Brooks County","64",".12%","95.52%","3",".08%","4.48%","67",".12%"
"Bryan County","126",".23%","98.44%","2",".05%","1.56%","128",".22%"
"Bulloch County","536","1.00%","92.25%","45","1.15%","7.75%","581","1.01%"
"Burke County","230",".43%","97.05%","7",".18%","2.95%","237",".41%"
"Butts County","180",".34%","96.77%","6",".15%","3.23%","186",".32%"
"Calhoun County","40",".07%","86.96%","6",".15%","13.04%","46",".08%"
"Camden County","161",".30%","92.53%","13",".33%","7.47%","174",".30%"
"Candler County","132",".25%","90.41%","14",".36%","9.59%","146",".25%"
"Carroll County","636","1.19%","90.73%","65","1.66%","9.27%","701","1.22%"
"Catoosa County","367",".68%","88.86%","46","1.18%","11.14%","413",".72%"
"Charlton County","56",".10%","93.33%","4",".10%","6.67%","60",".10%"
"Chatham County","2,383","4.44%","96.13%","96","2.46%","3.87%","2,479","4.31%"
"Chattahoochee County","34",".06%","91.89%","3",".08%","8.11%","37",".06%"
"Chattooga County","258",".48%","88.05%","35",".90%","11.95%","293",".51%"
"Cherokee County","580","1.08%","93.55%","40","1.02%","6.45%","620","1.08%"
"Clarke County","478",".89%","95.22%","24",".61%","4.78%","502",".87%"
"Clay County","34",".06%","91.89%","3",".08%","8.11%","37",".06%"
"Clayton County","1,605","2.99%","93.04%","120","3.07%","6.96%","1,725","3.00%"
"Clinch County","68",".13%","98.55%","1",".03%","1.45%","69",".12%"
"Cobb County","2,736","5.10%","91.11%","267","6.84%","8.89%","3,003","5.22%"
"Coffee County","257",".48%","93.45%","18",".46%","6.55%","275",".48%"
"Colquitt County","280",".52%","94.59%","16",".41%","5.41%","296",".51%"
"Columbia County","364",".68%","91.46%","34",".87%","8.54%","398",".69%"
"Cook County","141",".26%","94.63%","8",".20%","5.37%","149",".26%"
