"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","52",".10%","86.67%","8",".22%","13.33%","60",".11%"
"115
Polk County","173",".34%","95.05%","9",".25%","4.95%","182",".33%"
"116
Pulaski County","61",".12%","93.85%","4",".11%","6.15%","65",".12%"
"117
Putnam County","174",".34%","91.10%","17",".47%","8.90%","191",".35%"
"118
Quitman County","22",".04%","100.00%","","","","22",".04%"
"119
Rabun County","46",".09%","86.79%","7",".19%","13.21%","53",".10%"
"120
Randolph County","74",".15%","97.37%","2",".06%","2.63%","76",".14%"
"121
Richmond County","1,919","3.77%","94.07%","121","3.35%","5.93%","2,040","3.74%"
"122
Rockdale County","445",".87%","94.68%","25",".69%","5.32%","470",".86%"
"123
Schley County","19",".04%","95.00%","1",".03%","5.00%","20",".04%"
"124
Screven County","140",".27%","95.24%","7",".19%","4.76%","147",".27%"
"125
Seminole County","70",".14%","90.91%","7",".19%","9.09%","77",".14%"
"126
Spalding County","512","1.01%","94.29%","31",".86%","5.71%","543","1.00%"
"127
Stephens County","170",".33%","91.89%","15",".42%","8.11%","185",".34%"
"128
Stewart County","26",".05%","96.30%","1",".03%","3.70%","27",".05%"
"129
Sumter County","212",".42%","93.81%","14",".39%","6.19%","226",".41%"
"130
Talbot County","52",".10%","94.55%","3",".08%","5.45%","55",".10%"
"131
Taliaferro County","27",".05%","87.10%","4",".11%","12.90%","31",".06%"
"132
Tattnall County","192",".38%","91.43%","18",".50%","8.57%","210",".39%"
"133
Taylor County","68",".13%","93.15%","5",".14%","6.85%","73",".13%"
"134
Telfair County","91",".18%","93.81%","6",".17%","6.19%","97",".18%"
"135
Terrell County","84",".16%","96.55%","3",".08%","3.45%","87",".16%"
"136
Thomas County","225",".44%","93.75%","15",".42%","6.25%","240",".44%"
"137
Tift County","323",".63%","96.13%","13",".36%","3.87%","336",".62%"
"138
Toombs County","330",".65%","91.41%","31",".86%","8.59%","361",".66%"
"139
Towns County","38",".07%","92.68%","3",".08%","7.32%","41",".08%"
"140
Treutlen County","83",".16%","95.40%","4",".11%","4.60%","87",".16%"
"141
Troup County","598","1.17%","92.43%","49","1.36%","7.57%","647","1.19%"
"142
Turner County","65",".13%","91.55%","6",".17%","8.45%","71",".13%"
"143
Twiggs County","67",".13%","95.71%","3",".08%","4.29%","70",".13%"
"144
Union County","74",".15%","85.06%","13",".36%","14.94%","87",".16%"
"145
Upson County","185",".36%","95.85%","8",".22%","4.15%","193",".35%"
"146
Walker County","378",".74%","91.08%","37","1.03%","8.92%","415",".76%"
"147
Walton County","510","1.00%","89.47%","60","1.66%","10.53%","570","1.05%"
"148
Ware County","347",".68%","95.07%","18",".50%","4.93%","365",".67%"
"149
Warren County","50",".10%","98.04%","1",".03%","1.96%","51",".09%"
"150
Washington County","187",".37%","89.47%","22",".61%","10.53%","209",".38%"
"151
Wayne County","160",".31%","92.49%","13",".36%","7.51%","173",".32%"
