"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","218",".46%","92.77%","17",".45%","7.23%","235",".46%"
"001
Appling County","124",".26%","93.94%","8",".21%","6.06%","132",".26%"
"002
Atkinson County","48",".10%","97.96%","1",".03%","2.04%","49",".10%"
"003
Bacon County","78",".16%","91.76%","7",".19%","8.24%","85",".16%"
"004
Baker County","16",".03%","84.21%","3",".08%","15.79%","19",".04%"
"005
Baldwin County","303",".63%","92.66%","24",".64%","7.34%","327",".63%"
"006
Banks County","68",".14%","86.08%","11",".29%","13.92%","79",".15%"
"007
Barrow County","385",".81%","90.80%","39","1.04%","9.20%","424",".82%"
"008
Bartow County","572","1.20%","88.00%","78","2.08%","12.00%","650","1.26%"
"009
Ben Hill County","253",".53%","90.68%","26",".69%","9.32%","279",".54%"
"010
Berrien County","128",".27%","94.12%","8",".21%","5.88%","136",".26%"
"011
Bibb County","930","1.95%","95.58%","43","1.15%","4.42%","973","1.89%"
"012
Bleckley County","63",".13%","92.65%","5",".13%","7.35%","68",".13%"
"013
Brantley County","68",".14%","85.00%","12",".32%","15.00%","80",".16%"
"014
Brooks County","52",".11%","98.11%","1",".03%","1.89%","53",".10%"
"015
Bryan County","76",".16%","92.68%","6",".16%","7.32%","82",".16%"
"016
Bulloch County","545","1.14%","92.37%","45","1.20%","7.63%","590","1.15%"
"017
Burke County","212",".44%","96.36%","8",".21%","3.64%","220",".43%"
"018
Butts County","140",".29%","92.11%","12",".32%","7.89%","152",".30%"
"019
Calhoun County","23",".05%","92.00%","2",".05%","8.00%","25",".05%"
"020
Camden County","189",".40%","91.75%","17",".45%","8.25%","206",".40%"
"021
Candler County","80",".17%","94.12%","5",".13%","5.88%","85",".16%"
"022
Carroll County","636","1.33%","92.58%","51","1.36%","7.42%","687","1.33%"
"023
Catoosa County","384",".80%","87.87%","53","1.42%","12.13%","437",".85%"
"024
Charlton County","61",".13%","91.04%","6",".16%","8.96%","67",".13%"
"025
Chatham County","1,463","3.06%","95.37%","71","1.90%","4.63%","1,534","2.98%"
"026
Chattahoochee County","12",".03%","92.31%","1",".03%","7.69%","13",".03%"
"027
Chattooga County","155",".32%","92.26%","13",".35%","7.74%","168",".33%"
"028
Cherokee County","624","1.31%","93.98%","40","1.07%","6.02%","664","1.29%"
"029
Clarke County","499","1.04%","92.92%","38","1.02%","7.08%","537","1.04%"
"030
Clay County","14",".03%","100.00%","","","","14",".03%"
"031
Clayton County","1,090","2.28%","93.08%","81","2.16%","6.92%","1,171","2.27%"
"032
Clinch County","42",".09%","93.33%","3",".08%","6.67%","45",".09%"
"033
Cobb County","2,158","4.52%","93.38%","153","4.09%","6.62%","2,311","4.49%"
"034
Coffee County","324",".68%","94.74%","18",".48%","5.26%","342",".66%"
"035
Colquitt County","228",".48%","96.20%","9",".24%","3.80%","237",".46%"
"036
Columbia County","464",".97%","89.40%","55","1.47%","10.60%","519","1.01%"
"037
Cook County","121",".25%","93.08%","9",".24%","6.92%","130",".25%"
