"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076 
Houston County","844","1.75%","91.34%","80","2.08%","8.66%","924","1.78%"
"077 
Irwin County","77",".16%","95.06%","4",".10%","4.94%","81",".16%"
"078 
Jackson County","257",".53%","90.81%","26",".68%","9.19%","283",".54%"
"079 
Jasper County","51",".11%","96.23%","2",".05%","3.77%","53",".10%"
"080 
Jeff Davis County","94",".20%","92.16%","8",".21%","7.84%","102",".20%"
"081 
Jefferson County","112",".23%","94.12%","7",".18%","5.88%","119",".23%"
"082 
Jenkins County","84",".17%","96.55%","3",".08%","3.45%","87",".17%"
"083 
Johnson County","40",".08%","97.56%","1",".03%","2.44%","41",".08%"
"084 
Jones County","164",".34%","93.71%","11",".29%","6.29%","175",".34%"
"085 
Lamar County","84",".17%","86.60%","13",".34%","13.40%","97",".19%"
"086 
Lanier County","55",".11%","88.71%","7",".18%","11.29%","62",".12%"
"087 
Laurens County","245",".51%","91.08%","24",".62%","8.92%","269",".52%"
"088 
Lee County","76",".16%","92.68%","6",".16%","7.32%","82",".16%"
"089 
Liberty County","258",".54%","93.14%","19",".49%","6.86%","277",".53%"
"090 
Lincoln County","34",".07%","97.14%","1",".03%","2.86%","35",".07%"
"091 
Long County","66",".14%","91.67%","6",".16%","8.33%","72",".14%"
"092 
Lowndes County","438",".91%","94.19%","27",".70%","5.81%","465",".89%"
"093 
Lumpkin County","82",".17%","85.42%","14",".36%","14.58%","96",".18%"
"094 
Macon County","46",".10%","95.83%","2",".05%","4.17%","48",".09%"
"095 
Madison County","136",".28%","92.52%","11",".29%","7.48%","147",".28%"
"096 
Marion County","20",".04%","95.24%","1",".03%","4.76%","21",".04%"
"097 
Mcduffie County","166",".34%","96.51%","6",".16%","3.49%","172",".33%"
"098 
Mcintosh County","83",".17%","95.40%","4",".10%","4.60%","87",".17%"
"099 
Meriwether County","151",".31%","97.42%","4",".10%","2.58%","155",".30%"
"100 
Miller County","39",".08%","97.50%","1",".03%","2.50%","40",".08%"
"101 
Mitchell County","165",".34%","93.22%","12",".31%","6.78%","177",".34%"
"102 
Monroe County","199",".41%","84.68%","36",".94%","15.32%","235",".45%"
"103 
Montgomery County","31",".06%","77.50%","9",".23%","22.50%","40",".08%"
"104 
Morgan County","116",".24%","91.34%","11",".29%","8.66%","127",".24%"
"105 
Murray County","302",".63%","88.82%","38",".99%","11.18%","340",".65%"
"106 
Muscogee County","1,144","2.37%","94.39%","68","1.77%","5.61%","1,212","2.33%"
"107 
Newton County","671","1.39%","92.68%","53","1.38%","7.32%","724","1.39%"
"108 
Oconee County","55",".11%","88.71%","7",".18%","11.29%","62",".12%"
"109 
Oglethorpe County","54",".11%","96.43%","2",".05%","3.57%","56",".11%"
"110 
Paulding County","245",".51%","91.42%","23",".60%","8.58%","268",".52%"
"111 
Peach County","76",".16%","96.20%","3",".08%","3.80%","79",".15%"
"112 
Pickens County","99",".21%","87.61%","14",".36%","12.39%","113",".22%"
"113 
Pierce County","122",".25%","93.85%","8",".21%","6.15%","130",".25%"
