"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Pike County","54",".11%","90.00%","6",".16%","10.00%","60",".11%"
"Polk County","156",".30%","91.76%","14",".38%","8.24%","170",".31%"
"Pulaski County","74",".14%","93.67%","5",".13%","6.33%","79",".14%"
"Putnam County","147",".29%","94.84%","8",".22%","5.16%","155",".28%"
"Quitman County","21",".04%","95.45%","1",".03%","4.55%","22",".04%"
"Rabun County","45",".09%","88.24%","6",".16%","11.76%","51",".09%"
"Randolph County","71",".14%","97.26%","2",".05%","2.74%","73",".13%"
"Richmond County","1,832","3.57%","94.87%","99","2.67%","5.13%","1,931","3.51%"
"Rockdale County","452",".88%","91.31%","43","1.16%","8.69%","495",".90%"
"Schley County","16",".03%","100.00%","","","","16",".03%"
"Screven County","129",".25%","96.99%","4",".11%","3.01%","133",".24%"
"Seminole County","56",".11%","87.50%","8",".22%","12.50%","64",".12%"
"Spalding County","556","1.08%","91.15%","54","1.45%","8.85%","610","1.11%"
"Stephens County","182",".35%","93.33%","13",".35%","6.67%","195",".35%"
"Stewart County","28",".05%","93.33%","2",".05%","6.67%","30",".05%"
"Sumter County","210",".41%","96.33%","8",".22%","3.67%","218",".40%"
"Talbot County","63",".12%","98.44%","1",".03%","1.56%","64",".12%"
"Taliaferro County","24",".05%","88.89%","3",".08%","11.11%","27",".05%"
"Tattnall County","186",".36%","94.90%","10",".27%","5.10%","196",".36%"
"Taylor County","85",".17%","92.39%","7",".19%","7.61%","92",".17%"
"Telfair County","96",".19%","87.27%","14",".38%","12.73%","110",".20%"
"Terrell County","86",".17%","96.63%","3",".08%","3.37%","89",".16%"
"Thomas County","245",".48%","95.70%","11",".30%","4.30%","256",".46%"
"Tift County","286",".56%","95.65%","13",".35%","4.35%","299",".54%"
"Toombs County","356",".69%","91.99%","31",".83%","8.01%","387",".70%"
"Towns County","49",".10%","83.05%","10",".27%","16.95%","59",".11%"
"Treutlen County","76",".15%","96.20%","3",".08%","3.80%","79",".14%"
"Troup County","658","1.28%","92.81%","51","1.37%","7.19%","709","1.29%"
"Turner County","72",".14%","93.51%","5",".13%","6.49%","77",".14%"
"Twiggs County","61",".12%","95.31%","3",".08%","4.69%","64",".12%"
"Union County","89",".17%","92.71%","7",".19%","7.29%","96",".17%"
"Upson County","178",".35%","94.18%","11",".30%","5.82%","189",".34%"
"Walker County","426",".83%","92.21%","36",".97%","7.79%","462",".84%"
"Walton County","431",".84%","90.17%","47","1.27%","9.83%","478",".87%"
"Ware County","293",".57%","92.72%","23",".62%","7.28%","316",".57%"
"Warren County","41",".08%","95.35%","2",".05%","4.65%","43",".08%"
"Washington County","150",".29%","89.29%","18",".48%","10.71%","168",".30%"
"Wayne County","138",".27%","90.20%","15",".40%","9.80%","153",".28%"
