"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Pike County","47",".09%","95.92%","2",".06%","4.08%","49",".09%"
"Polk County","156",".31%","92.86%","12",".34%","7.14%","168",".31%"
"Pulaski County","63",".13%","98.44%","1",".03%","1.56%","64",".12%"
"Putnam County","152",".30%","93.83%","10",".28%","6.17%","162",".30%"
"Quitman County","16",".03%","100.00%","","","","16",".03%"
"Rabun County","47",".09%","87.04%","7",".20%","12.96%","54",".10%"
"Randolph County","63",".13%","92.65%","5",".14%","7.35%","68",".13%"
"Richmond County","1,782","3.57%","94.54%","103","2.88%","5.46%","1,885","3.52%"
"Rockdale County","459",".92%","91.62%","42","1.17%","8.38%","501",".94%"
"Schley County","13",".03%","100.00%","","","","13",".02%"
"Screven County","138",".28%","92.62%","11",".31%","7.38%","149",".28%"
"Seminole County","72",".14%","92.31%","6",".17%","7.69%","78",".15%"
"Spalding County","501","1.00%","93.30%","36","1.01%","6.70%","537","1.00%"
"Stephens County","137",".27%","90.13%","15",".42%","9.87%","152",".28%"
"Stewart County","31",".06%","96.88%","1",".03%","3.13%","32",".06%"
"Sumter County","194",".39%","94.63%","11",".31%","5.37%","205",".38%"
"Talbot County","34",".07%","94.44%","2",".06%","5.56%","36",".07%"
"Taliaferro County","17",".03%","89.47%","2",".06%","10.53%","19",".04%"
"Tattnall County","190",".38%","95.96%","8",".22%","4.04%","198",".37%"
"Taylor County","66",".13%","90.41%","7",".20%","9.59%","73",".14%"
"Telfair County","84",".17%","93.33%","6",".17%","6.67%","90",".17%"
"Terrell County","83",".17%","95.40%","4",".11%","4.60%","87",".16%"
"Thomas County","197",".39%","92.92%","15",".42%","7.08%","212",".40%"
"Tift County","326",".65%","95.32%","16",".45%","4.68%","342",".64%"
"Toombs County","332",".66%","91.97%","29",".81%","8.03%","361",".67%"
"Towns County","41",".08%","89.13%","5",".14%","10.87%","46",".09%"
"Treutlen County","86",".17%","97.73%","2",".06%","2.27%","88",".16%"
"Troup County","566","1.13%","90.56%","59","1.65%","9.44%","625","1.17%"
"Turner County","62",".12%","91.18%","6",".17%","8.82%","68",".13%"
"Twiggs County","68",".14%","97.14%","2",".06%","2.86%","70",".13%"
"Union County","71",".14%","80.68%","17",".47%","19.32%","88",".16%"
"Upson County","156",".31%","93.41%","11",".31%","6.59%","167",".31%"
"Walker County","378",".76%","90.21%","41","1.14%","9.79%","419",".78%"
"Walton County","517","1.03%","91.02%","51","1.42%","8.98%","568","1.06%"
"Ware County","323",".65%","93.35%","23",".64%","6.65%","346",".65%"
"Warren County","48",".10%","100.00%","","","","48",".09%"
"Washington County","172",".34%","91.49%","16",".45%","8.51%","188",".35%"
"Wayne County","171",".34%","92.93%","13",".36%","7.07%","184",".34%"
