"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Coweta County","589","1.17%","94.24%","36",".96%","5.76%","625","1.15%"
"Crawford County","22",".04%","100.00%","","","","22",".04%"
"Crisp County","287",".57%","93.79%","19",".51%","6.21%","306",".56%"
"Dade County","100",".20%","95.24%","5",".13%","4.76%","105",".19%"
"Dawson County","110",".22%","89.43%","13",".35%","10.57%","123",".23%"
"Decatur County","233",".46%","95.49%","11",".29%","4.51%","244",".45%"
"Dekalb County","3,088","6.12%","94.96%","164","4.37%","5.04%","3,252","6.00%"
"Dodge County","170",".34%","93.41%","12",".32%","6.59%","182",".34%"
"Dooly County","101",".20%","93.52%","7",".19%","6.48%","108",".20%"
"Dougherty County","965","1.91%","94.89%","52","1.39%","5.11%","1,017","1.88%"
"Douglas County","1,107","2.19%","89.71%","127","3.39%","10.29%","1,234","2.28%"
"Early County","98",".19%","92.45%","8",".21%","7.55%","106",".20%"
"Echols County","9",".02%","100.00%","","","","9",".02%"
"Effingham County","225",".45%","91.46%","21",".56%","8.54%","246",".45%"
"Elbert County","140",".28%","92.11%","12",".32%","7.89%","152",".28%"
"Emanuel County","167",".33%","93.30%","12",".32%","6.70%","179",".33%"
"Evans County","91",".18%","95.79%","4",".11%","4.21%","95",".18%"
"Fannin County","86",".17%","85.15%","15",".40%","14.85%","101",".19%"
"Fayette County","332",".66%","88.77%","42","1.12%","11.23%","374",".69%"
"Floyd County","914","1.81%","89.87%","103","2.75%","10.13%","1,017","1.88%"
"Forsyth County","386",".76%","91.47%","36",".96%","8.53%","422",".78%"
"Franklin County","149",".30%","93.13%","11",".29%","6.88%","160",".30%"
"Fulton County","5,156","10.22%","96.10%","209","5.57%","3.90%","5,365","9.90%"
"Gilmer County","93",".18%","93.00%","7",".19%","7.00%","100",".18%"
"Glascock County","6",".01%","100.00%","","","","6",".01%"
"Glynn County","544","1.08%","92.99%","41","1.09%","7.01%","585","1.08%"
"Gordon County","399",".79%","87.31%","58","1.55%","12.69%","457",".84%"
"Grady County","164",".32%","95.35%","8",".21%","4.65%","172",".32%"
"Greene County","127",".25%","95.49%","6",".16%","4.51%","133",".25%"
"Gwinnett County","2,518","4.99%","93.47%","176","4.69%","6.53%","2,694","4.97%"
"Habersham County","101",".20%","96.19%","4",".11%","3.81%","105",".19%"
"Hall County","729","1.44%","92.16%","62","1.65%","7.84%","791","1.46%"
"Hancock County","35",".07%","94.59%","2",".05%","5.41%","37",".07%"
"Haralson County","140",".28%","93.33%","10",".27%","6.67%","150",".28%"
"Harris County","116",".23%","92.06%","10",".27%","7.94%","126",".23%"
"Hart County","150",".30%","93.17%","11",".29%","6.83%","161",".30%"
"Heard County","55",".11%","93.22%","4",".11%","6.78%","59",".11%"
"Henry County","531","1.05%","88.65%","68","1.81%","11.35%","599","1.10%"
