"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Pike County","43",".09%","87.76%","6",".16%","12.24%","49",".09%"
"Polk County","176",".35%","93.12%","13",".35%","6.88%","189",".35%"
"Pulaski County","50",".10%","94.34%","3",".08%","5.66%","53",".10%"
"Putnam County","156",".31%","93.98%","10",".27%","6.02%","166",".31%"
"Quitman County","14",".03%","100.00%","","","","14",".03%"
"Rabun County","55",".11%","88.71%","7",".19%","11.29%","62",".12%"
"Randolph County","64",".13%","95.52%","3",".08%","4.48%","67",".12%"
"Richmond County","1,976","3.95%","94.50%","115","3.05%","5.50%","2,091","3.89%"
"Rockdale County","458",".92%","91.60%","42","1.11%","8.40%","500",".93%"
"Schley County","13",".03%","100.00%","","","","13",".02%"
"Screven County","138",".28%","95.17%","7",".19%","4.83%","145",".27%"
"Seminole County","73",".15%","84.88%","13",".35%","15.12%","86",".16%"
"Spalding County","530","1.06%","92.01%","46","1.22%","7.99%","576","1.07%"
"Stephens County","164",".33%","93.18%","12",".32%","6.82%","176",".33%"
"Stewart County","37",".07%","97.37%","1",".03%","2.63%","38",".07%"
"Sumter County","202",".40%","94.39%","12",".32%","5.61%","214",".40%"
"Talbot County","43",".09%","95.56%","2",".05%","4.44%","45",".08%"
"Taliaferro County","18",".04%","94.74%","1",".03%","5.26%","19",".04%"
"Tattnall County","175",".35%","91.62%","16",".42%","8.38%","191",".36%"
"Taylor County","72",".14%","97.30%","2",".05%","2.70%","74",".14%"
"Telfair County","96",".19%","90.57%","10",".27%","9.43%","106",".20%"
"Terrell County","94",".19%","94.95%","5",".13%","5.05%","99",".18%"
"Thomas County","230",".46%","93.12%","17",".45%","6.88%","247",".46%"
"Tift County","351",".70%","94.86%","19",".50%","5.14%","370",".69%"
"Toombs County","334",".67%","93.04%","25",".66%","6.96%","359",".67%"
"Towns County","35",".07%","72.92%","13",".35%","27.08%","48",".09%"
"Treutlen County","80",".16%","94.12%","5",".13%","5.88%","85",".16%"
"Troup County","551","1.10%","91.53%","51","1.35%","8.47%","602","1.12%"
"Turner County","67",".13%","97.10%","2",".05%","2.90%","69",".13%"
"Twiggs County","57",".11%","95.00%","3",".08%","5.00%","60",".11%"
"Union County","73",".15%","91.25%","7",".19%","8.75%","80",".15%"
"Upson County","160",".32%","93.57%","11",".29%","6.43%","171",".32%"
"Walker County","430",".86%","89.77%","49","1.30%","10.23%","479",".89%"
"Walton County","518","1.04%","91.68%","47","1.25%","8.32%","565","1.05%"
"Ware County","343",".69%","91.71%","31",".82%","8.29%","374",".70%"
"Warren County","35",".07%","97.22%","1",".03%","2.78%","36",".07%"
"Washington County","189",".38%","90.43%","20",".53%","9.57%","209",".39%"
"Wayne County","156",".31%","93.41%","11",".29%","6.59%","167",".31%"
