"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Appling","82",".18%","95.35%","4",".14%","4.65%","86",".18%"
"Atkinson","38",".08%","95.00%","2",".07%","5.00%","40",".08%"
"Bacon","51",".11%","92.73%","4",".14%","7.27%","55",".11%"
"Baker","17",".04%","94.44%","1",".04%","5.56%","18",".04%"
"Baldwin","340",".75%","94.71%","19",".67%","5.29%","359",".74%"
"Banks","71",".16%","93.42%","5",".18%","6.58%","76",".16%"
"Barrow","217",".48%","96.02%","9",".32%","3.98%","226",".47%"
"Bartow","502","1.10%","91.61%","46","1.62%","8.39%","548","1.13%"
"Ben Hill","207",".45%","91.19%","20",".71%","8.81%","227",".47%"
"Berrien","82",".18%","90.11%","9",".32%","9.89%","91",".19%"
"Bibb","980","2.15%","95.15%","50","1.76%","4.85%","1,030","2.13%"
"Bleckley","102",".22%","90.27%","11",".39%","9.73%","113",".23%"
"Brantley","54",".12%","93.10%","4",".14%","6.90%","58",".12%"
"Brooks","71",".16%","100.00%","","","","71",".15%"
"Bryan","98",".21%","95.15%","5",".18%","4.85%","103",".21%"
"Bulloch","413",".91%","93.44%","29","1.02%","6.56%","442",".91%"
"Burke","202",".44%","97.12%","6",".21%","2.88%","208",".43%"
"Butts","119",".26%","96.75%","4",".14%","3.25%","123",".25%"
"Calhoun","32",".07%","91.43%","3",".11%","8.57%","35",".07%"
"Camden","118",".26%","97.52%","3",".11%","2.48%","121",".25%"
"Candler","67",".15%","98.53%","1",".04%","1.47%","68",".14%"
"Carroll","466","1.02%","92.64%","37","1.31%","7.36%","503","1.04%"
"Catoosa","238",".52%","91.54%","22",".78%","8.46%","260",".54%"
"Charlton","65",".14%","92.86%","5",".18%","7.14%","70",".14%"
"Chatham","2,375","5.21%","94.06%","150","5.29%","5.94%","2,525","5.21%"
"Chattahoochee","27",".06%","93.10%","2",".07%","6.90%","29",".06%"
"Chattooga","217",".48%","90.79%","22",".78%","9.21%","239",".49%"
"Cherokee","560","1.23%","91.80%","50","1.76%","8.20%","610","1.26%"
"Clarke","453",".99%","93.60%","31","1.09%","6.40%","484","1.00%"
"Clay","26",".06%","96.30%","1",".04%","3.70%","27",".06%"
"Clayton","1,598","3.50%","94.44%","94","3.32%","5.56%","1,692","3.49%"
"Clinch","46",".10%","93.88%","3",".11%","6.12%","49",".10%"
"Cobb","2,325","5.10%","93.86%","152","5.37%","6.14%","2,477","5.11%"
"Coffee","216",".47%","90.38%","23",".81%","9.62%","239",".49%"
"Colquitt","280",".61%","96.22%","11",".39%","3.78%","291",".60%"
"Columbia","266",".58%","92.04%","23",".81%","7.96%","289",".60%"
"Cook","145",".32%","97.32%","4",".14%","2.68%","149",".31%"
"Coweta","479","1.05%","95.61%","22",".78%","4.39%","501","1.03%"
"Crawford","17",".04%","85.00%","3",".11%","15.00%","20",".04%"
"Crisp","272",".60%","93.79%","18",".64%","6.21%","290",".60%"
"Dade","125",".27%","93.28%","9",".32%","6.72%","134",".28%"
"Dawson","85",".19%","95.51%","4",".14%","4.49%","89",".18%"
"Decatur","263",".58%","94.27%","16",".56%","5.73%","279",".58%"
"Dekalb","2,940","6.44%","95.92%","125","4.41%","4.08%","3,065","6.32%"
"Dodge","168",".37%","92.82%","13",".46%","7.18%","181",".37%"
"Dooly","102",".22%","95.33%","5",".18%","4.67%","107",".22%"
"Dougherty","959","2.10%","94.95%","51","1.80%","5.05%","1,010","2.08%"
"Douglas","952","2.09%","90.75%","97","3.42%","9.25%","1,049","2.16%"
"Early","67",".15%","97.10%","2",".07%","2.90%","69",".14%"
"Echols","12",".03%","100.00%","","","","12",".02%"
"Effingham","174",".38%","93.05%","13",".46%","6.95%","187",".39%"
"Elbert","146",".32%","93.59%","10",".35%","6.41%","156",".32%"
"Emanuel","184",".40%","96.84%","6",".21%","3.16%","190",".39%"
"Evans","76",".17%","96.20%","3",".11%","3.80%","79",".16%"
"Fannin","95",".21%","88.79%","12",".42%","11.21%","107",".22%"
"Fayette","285",".62%","94.06%","18",".64%","5.94%","303",".63%"
"Floyd","713","1.56%","90.71%","73","2.58%","9.29%","786","1.62%"
"Forsyth","210",".46%","90.91%","21",".74%","9.09%","231",".48%"
"Franklin","127",".28%","94.07%","8",".28%","5.93%","135",".28%"
"Fulton","4,341","9.51%","96.08%","177","6.25%","3.92%","4,518","9.32%"
"Gilmer","125",".27%","94.70%","7",".25%","5.30%","132",".27%"
"Glascock","8",".02%","88.89%","1",".04%","11.11%","9",".02%"
